,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2007-05-01,10.11751219044299,9.994870450266943,10.348564674043875,10.11751219044299,10.11751219044299,0.005012458725160651,0.005012458725160651,0.005012458725160651,0.005012458725160651,0.005012458725160651,0.005012458725160651,0.0,0.0,0.0,10.168225802698897
1,2007-06-01,10.047600569883494,9.661218778769001,10.030960830185833,10.047600569883494,10.047600569883494,-0.019152186725767077,-0.019152186725767077,-0.019152186725767077,-0.019152186725767077,-0.019152186725767077,-0.019152186725767077,0.0,0.0,0.0,9.855167047623162
2,2007-07-01,9.979944162890435,9.939490476751537,10.291822379282774,9.979944162890435,9.979944162890435,0.014335760289290109,0.014335760289290109,0.014335760289290109,0.014335760289290109,0.014335760289290109,0.014335760289290109,0.0,0.0,0.0,10.123014250110133
3,2007-08-01,9.91003254251135,9.987094005931747,10.334434756870476,9.91003254251135,9.91003254251135,0.025843283773236664,0.025843283773236664,0.025843283773236664,0.025843283773236664,0.025843283773236664,0.025843283773236664,0.0,0.0,0.0,10.166140325709483
4,2007-09-01,9.840120922132268,9.398729811122488,9.757673793304601,9.840120922132268,9.840120922132268,-0.026071528358535996,-0.026071528358535996,-0.026071528358535996,-0.026071528358535996,-0.026071528358535996,-0.026071528358535996,0.0,0.0,0.0,9.583573930459472
5,2007-10-01,9.772464515313802,9.216595465460603,9.575131785863126,9.772464515313802,9.772464515313802,-0.03802004414014231,-0.03802004414014231,-0.03802004414014231,-0.03802004414014231,-0.03802004414014231,-0.03802004414014231,0.0,0.0,0.0,9.400914983083597
6,2007-11-01,9.702552895139393,9.085483472999742,9.451546139781568,9.702552895139393,9.702552895139393,-0.04484207646380411,-0.04484207646380411,-0.04484207646380411,-0.04484207646380411,-0.04484207646380411,-0.04484207646380411,0.0,0.0,0.0,9.267470276321449
7,2007-12-01,9.634896488518997,9.167138278902186,9.52059666081798,9.634896488518997,9.634896488518997,-0.03040343639520423,-0.03040343639520423,-0.03040343639520423,-0.03040343639520423,-0.03040343639520423,-0.03040343639520423,0.0,0.0,0.0,9.341962525955934
8,2008-01-01,9.564984868872868,9.858933651702008,10.210161468716105,9.564984868872868,9.564984868872868,0.048791283138019746,0.048791283138019746,0.048791283138019746,0.048791283138019746,0.048791283138019746,0.048791283138019746,0.0,0.0,0.0,10.031672753820919
9,2008-02-01,9.495073249226738,9.687423261545009,10.034190273653302,9.495073249226738,9.495073249226738,0.039085096884566864,0.039085096884566864,0.039085096884566864,0.039085096884566864,0.039085096884566864,0.039085096884566864,0.0,0.0,0.0,9.866189107098824
10,2008-03-01,9.429672056654555,9.459283974284398,9.814424597672254,9.429672056654555,9.429672056654555,0.022477246841326515,0.022477246841326515,0.022477246841326515,0.022477246841326515,0.022477246841326515,0.022477246841326515,0.0,0.0,0.0,9.641625123104738
11,2008-04-01,9.370074293129523,9.507288838146286,9.861745158783036,9.370074293129523,9.370074293129523,0.0332988162298229,0.0332988162298229,0.0332988162298229,0.0332988162298229,0.0332988162298229,0.0332988162298229,0.0,0.0,0.0,9.682086675076231
12,2008-05-01,9.3123990381053,9.128931717437322,9.4806897818227,9.3123990381053,9.3123990381053,-0.0011100131756379625,-0.0011100131756379625,-0.0011100131756379625,-0.0011100131756379625,-0.0011100131756379625,-0.0011100131756379625,0.0,0.0,0.0,9.302062152476203
13,2008-06-01,9.275627864191732,8.962018728428204,9.31035151659452,9.275627864191732,9.275627864191732,-0.015687228078027436,-0.015687228078027436,-0.015687228078027436,-0.015687228078027436,-0.015687228078027436,-0.015687228078027436,0.0,0.0,0.0,9.130118974319249
14,2008-07-01,9.240042857178604,9.341720217974201,9.697448494945682,9.240042857178604,9.240042857178604,0.029905513643461383,0.029905513643461383,0.029905513643461383,0.029905513643461383,0.029905513643461383,0.029905513643461383,0.0,0.0,0.0,9.516371084910126
15,2008-08-01,9.227301973248153,9.119598338095162,9.479613174006507,9.227301973248153,9.227301973248153,0.007761998578723588,0.007761998578723588,0.007761998578723588,0.007761998578723588,0.007761998578723588,0.007761998578723588,0.0,0.0,0.0,9.29892427804996
16,2008-09-01,9.214561089317701,8.82152596757973,9.175429114748642,9.214561089317701,9.214561089317701,-0.02357772245693331,-0.02357772245693331,-0.02357772245693331,-0.02357772245693331,-0.02357772245693331,-0.02357772245693331,0.0,0.0,0.0,8.997302725391311
17,2008-10-01,9.202231201643073,8.69139993551112,9.053754867096233,9.202231201643073,9.202231201643073,-0.03452331315713972,-0.03452331315713972,-0.03452331315713972,-0.03452331315713972,-0.03452331315713972,-0.03452331315713972,0.0,0.0,0.0,8.884539692124347
18,2008-11-01,9.18949031790508,8.48481567421253,8.857080321166723,9.18949031790508,9.18949031790508,-0.056298260557284964,-0.056298260557284964,-0.056298260557284964,-0.056298260557284964,-0.056298260557284964,-0.056298260557284964,0.0,0.0,0.0,8.672137997599012
19,2008-12-01,9.177160430416698,8.771218007387636,9.121301623594416,9.177160430416698,9.177160430416698,-0.02505397810439821,-0.02505397810439821,-0.02505397810439821,-0.02505397810439821,-0.02505397810439821,-0.02505397810439821,0.0,0.0,0.0,8.947236053932489
20,2009-01-01,9.164419546798163,9.501422312586522,9.864970194124158,9.164419546798163,9.164419546798163,0.05724456219138731,0.05724456219138731,0.05724456219138731,0.05724456219138731,0.05724456219138731,0.05724456219138731,0.0,0.0,0.0,9.689032731492816
21,2009-02-01,9.151678663179627,9.469097009431382,9.814958364552819,9.151678663179627,9.151678663179627,0.05312872763607594,0.05312872763607594,0.05312872763607594,0.05312872763607594,0.05312872763607594,0.05312872763607594,0.0,0.0,0.0,9.637895706288585
22,2009-03-01,9.140170768298372,9.24532372893445,9.61179767605135,9.140170768298372,9.140170768298372,0.03211246500831405,0.03211246500831405,0.03211246500831405,0.03211246500831405,0.03211246500831405,0.03211246500831405,0.0,0.0,0.0,9.433684182265369
23,2009-04-01,9.127429883894152,9.219045545745116,9.558426452093318,9.127429883894152,9.127429883894152,0.02904233427191627,0.02904233427191627,0.02904233427191627,0.02904233427191627,0.02904233427191627,0.02904233427191627,0.0,0.0,0.0,9.392511753625685
24,2009-05-01,9.115099995761039,8.943101517448373,9.29407680883385,9.115099995761039,9.115099995761039,0.0009407306625971307,0.0009407306625971307,0.0009407306625971307,0.0009407306625971307,0.0009407306625971307,0.0009407306625971307,0.0,0.0,0.0,9.12367484981969
25,2009-06-01,9.102108242392195,8.773106403572204,9.124237400664684,9.102108242392195,9.102108242392195,-0.016781593111178567,-0.016781593111178567,-0.016781593111178567,-0.016781593111178567,-0.016781593111178567,-0.016781593111178567,0.0,0.0,0.0,8.949360365414464
