,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2007-05-01,10.102993953723132,9.973534587215324,10.339875519168865,10.102993953723132,10.102993953723132,0.005044274589045952,0.005044274589045952,0.005044274589045952,0.005044274589045952,0.005044274589045952,0.005044274589045952,0.0,0.0,0.0,10.153956229397183
1,2007-06-01,10.035330099136722,9.670464884093207,10.030221623046849,10.035330099136722,10.035330099136722,-0.01871755652351757,-0.01871755652351757,-0.01871755652351757,-0.01871755652351757,-0.01871755652351757,-0.01871755652351757,0.0,0.0,0.0,9.847493240773973
2,2007-07-01,9.969848949536972,9.941252266808617,10.29469281970166,9.969848949536972,9.969848949536972,0.015002840372998122,0.015002840372998122,0.015002840372998122,0.015002840372998122,0.015002840372998122,0.015002840372998122,0.0,0.0,0.0,10.119425001869779
3,2007-08-01,9.902185095447074,9.957992901221056,10.340690647156078,9.902185095447074,9.902185095447074,0.02575194711076359,0.02575194711076359,0.02575194711076359,0.02575194711076359,0.02575194711076359,0.02575194711076359,0.0,0.0,0.0,10.157185642306018
4,2007-09-01,9.834521241357173,9.402444831050365,9.770872864464613,9.834521241357173,9.834521241357173,-0.025812416558144063,-0.025812416558144063,-0.025812416558144063,-0.025812416558144063,-0.025812416558144063,-0.025812416558144063,0.0,0.0,0.0,9.580668482425345
5,2007-10-01,9.769040092237915,9.196398519965673,9.560453157747784,9.769040092237915,9.769040092237915,-0.039559862527610457,-0.039559862527610457,-0.039559862527610457,-0.039559862527610457,-0.039559862527610457,-0.039559862527610457,0.0,0.0,0.0,9.382578209162268
6,2007-11-01,9.701376242312367,9.105284433847498,9.459874706063164,9.701376242312367,9.701376242312367,-0.04438894175906464,-0.04438894175906464,-0.04438894175906464,-0.04438894175906464,-0.04438894175906464,-0.04438894175906464,0.0,0.0,0.0,9.27074241730959
7,2007-12-01,9.635895097223125,9.179171179604007,9.532655481858052,9.635895097223125,9.635895097223125,-0.029441380511920023,-0.029441380511920023,-0.029441380511920023,-0.029441380511920023,-0.029441380511920023,-0.029441380511920023,0.0,0.0,0.0,9.352201043092835
8,2008-01-01,9.568231261343712,9.85770756758309,10.210895037614998,9.568231261343712,9.568231261343712,0.04854698344115015,0.04854698344115015,0.04854698344115015,0.04854698344115015,0.04854698344115015,0.04854698344115015,0.0,0.0,0.0,10.03274002594926
9,2008-02-01,9.500567425464299,9.6900379034268,10.046490494525832,9.500567425464299,9.500567425464299,0.038727800055680384,0.038727800055680384,0.038727800055680384,0.038727800055680384,0.038727800055680384,0.038727800055680384,0.0,0.0,0.0,9.86850350113319
10,2008-03-01,9.441324199866369,9.471353597044306,9.83109940874212,9.441324199866369,9.441324199866369,0.02235812096683571,0.02235812096683571,0.02235812096683571,0.02235812096683571,0.02235812096683571,0.02235812096683571,0.0,0.0,0.0,9.652414468414095
