,ags2,ags5,kreis,mean_unemployed,mean_unemployment_rate,mean_registerd_jobs,mean_unemployment_benefit_recipients,employees_social_security_at_residence,employees_social_security_at_work
45,03,03402,Emden,2351.3571428571427,8.607142857142858,707.0,695.4166666666666,18332.833333333332,33228.166666666664
46,03,03403,"Oldenburg, Stadt",6385.25,6.639285714285714,1850.392857142857,1708.5833333333333,66074.83333333333,85814.33333333333
47,03,03404,"Osnabrück, Stadt",6773.607142857143,7.096428571428571,2403.3214285714284,1871.0,66601.33333333333,97615.33333333333
48,03,03405,Wilhelmshaven,4318.0,11.167857142857143,920.6785714285714,901.4166666666666,26097.666666666668,30991.166666666668
49,03,03451,Ammerland,2645.6428571428573,3.960714285714286,1034.75,1199.0,49517.333333333336,44893.0
50,03,03452,Aurich,6996.964285714285,6.792857142857144,1253.642857142857,2601.9166666666665,70921.83333333333,60894.166666666664
51,03,03453,Cloppenburg,4190.928571428572,4.267857142857143,2071.535714285714,1778.875,73319.5,68689.16666666667
52,03,03454,Emsland,5183.321428571428,2.767857142857143,3910.0714285714284,2658.25,136213.33333333334,142640.5
53,03,03455,Friesland,2305.0,4.575,744.4285714285714,1010.9583333333334,36735.5,29789.333333333332
54,03,03456,Grafschaft Bentheim,2129.6428571428573,2.789285714285714,1393.607142857143,988.5416666666666,54321.0,51485.5
55,03,03457,Leer,5073.964285714285,5.678571428571428,845.1071428571429,2078.4583333333335,63260.333333333336,48603.5
56,03,03458,"Oldenburg, Kreis",2560.3571428571427,3.4464285714285703,1151.857142857143,1198.6666666666667,56612.5,37636.166666666664
57,03,03459,"Osnabrück, Kreis",6718.785714285715,3.282142857142857,3212.285714285714,3436.0416666666665,154058.16666666666,132073.0
58,03,03460,Vechta,3444.785714285714,3.8857142857142857,1619.642857142857,1448.3333333333333,65313.833333333336,73455.16666666667
59,03,03461,Wesermarsch,3044.785714285714,6.353571428571428,737.25,903.0833333333334,35066.833333333336,30719.0
60,03,03462,Wittmund,1739.642857142857,5.975,332.25,913.25,20768.166666666668,16325.833333333334
61,04,04011,Bremen,30874.35714285714,10.189285714285715,5306.357142857143,6553.833333333333,210538.5,282742.3333333333
62,04,04012,Bremerhaven,7902.0,13.103571428571428,1152.5,1605.2916666666667,40847.166666666664,52923.0
63,05,05111,Düsseldorf,25187.285714285714,7.357142857142857,4863.75,7451.958333333333,253173.5,429945.5
64,05,05112,Duisburg,30068.678571428572,11.635714285714286,4004.0,5955.625,175878.0,176155.33333333334
65,05,05113,Essen,32388.928571428572,10.721428571428572,3549.0714285714284,6115.541666666667,208066.33333333334,254911.83333333334
66,05,05114,Krefeld,13089.92857142857,10.714285714285714,2356.5,2852.5416666666665,84101.83333333333,95434.0
67,05,05116,Mönchengladbach,13599.67857142857,9.671428571428573,2435.0,3416.0,97733.33333333333,101536.0
68,05,05117,Mülheim an der Ruhr,6772.928571428572,7.9,1258.1785714285713,1781.2083333333333,60937.833333333336,59481.666666666664
69,05,05119,Oberhausen,11497.714285714286,10.385714285714284,1858.642857142857,2340.75,75692.66666666667,66945.83333333333
70,05,05120,Remscheid,4509.785714285715,7.589285714285715,1002.6071428571429,1343.4583333333333,42614.666666666664,46272.333333333336
71,05,05122,Solingen,6670.071428571428,7.667857142857144,1094.107142857143,2165.75,62729.333333333336,53807.333333333336
72,05,05124,Wuppertal,16810.178571428572,9.192857142857141,1881.2142857142858,4644.291666666667,128556.83333333333,127245.5
73,05,05154,Kleve,8958.5,5.353571428571429,2948.0,3064.5833333333335,116651.5,104187.83333333333
74,05,05158,Mettmann,16442.928571428572,6.303571428571429,3196.214285714286,5305.333333333333,188221.83333333334,194496.0
75,05,05162,Rhein-Kreis Neuss,13485.92857142857,5.549999999999999,2672.8214285714284,4738.208333333333,178035.83333333334,151121.5
76,05,05166,Viersen,9303.214285714286,5.710714285714286,2385.285714285714,3346.5833333333335,113417.83333333333,94738.0
77,05,05170,Wesel,15492.82142857143,6.35,4037.6428571428573,4485.041666666667,171207.16666666666,139903.83333333334
78,05,05314,Bonn,12263.75,7.071428571428571,3097.75,3045.9583333333335,121099.0,181182.33333333334
79,05,05315,Köln,51962.142857142855,8.664285714285715,6379.642857142857,13669.958333333334,427508.8333333333,584681.1666666666
80,05,05316,Leverkusen,6818.607142857143,7.7714285714285705,1106.2142857142858,2031.7916666666667,63805.0,65170.833333333336
81,05,05334,Aachen,22847.89285714286,7.478571428571427,4519.0,6430.083333333333,208013.66666666666,220090.83333333334
82,05,05358,Düren,9698.535714285714,6.760714285714285,1915.2857142857142,2817.7916666666665,101269.33333333333,86395.83333333333
83,05,05362,Rhein-Erft-Kreis,16655.678571428572,6.471428571428571,3906.5714285714284,5150.833333333333,185890.16666666666,146334.16666666666
84,05,05366,Euskirchen,5816.071428571428,5.432142857142857,1538.0714285714287,2055.4166666666665,74355.83333333333,58308.5
85,05,05370,Heinsberg,7440.571428571428,5.446428571428572,1948.9285714285713,2996.9583333333335,95299.66666666667,74367.83333333333
86,05,05374,Oberbergischer Kreis,8319.92857142857,5.496428571428571,2162.714285714286,3119.2916666666665,109882.33333333333,105892.83333333333
87,05,05378,Rheinisch-Bergischer Kreis,8737.357142857143,5.767857142857144,1317.0357142857142,2904.5,108937.83333333333,75884.0
88,05,05382,Rhein-Sieg-Kreis,17351.464285714286,5.32857142857143,3423.535714285714,5658.583333333333,230049.0,164503.33333333334
89,05,05512,Bottrop,4703.785714285715,7.717857142857143,725.4285714285714,1201.125,42396.666666666664,33260.5
90,05,05513,Gelsenkirchen,18330.535714285714,14.096428571428572,1818.0714285714287,3268.9166666666665,85994.0,82384.16666666667
91,05,05515,Münster,8487.964285714286,4.924999999999999,2591.1785714285716,2626.375,121016.5,174733.5
92,05,05554,Borken,8140.214285714285,3.7392857142857143,3246.0714285714284,3340.125,154619.33333333334,150802.5
93,05,05558,Coesfeld,3667.6071428571427,2.939285714285714,1562.642857142857,1675.75,91798.66666666667,71627.83333333333
94,05,05562,Recklinghausen,27932.464285714286,8.55,4012.464285714286,6324.75,225367.33333333334,172013.33333333334
95,05,05566,Steinfurt,10978.92857142857,4.257142857142857,3464.035714285714,3921.0833333333335,188882.83333333334,163976.5
96,05,05570,Warendorf,7663.964285714285,4.842857142857142,2888.964285714286,2584.7916666666665,115911.5,94339.83333333333
97,05,05711,Bielefeld,14418.785714285714,8.000000000000002,3331.5714285714284,3944.7083333333335,129370.0,159525.83333333334
98,05,05754,Gütersloh,9138.285714285714,4.317857142857142,2868.464285714286,4073.9166666666665,160661.5,183886.83333333334
99,05,05758,Herford,7719.821428571428,5.582142857142858,3111.1785714285716,2792.4583333333335,102782.5,95682.0
100,05,05762,Höxter,3053.1785714285716,4.042857142857143,1169.2142857142858,1345.5833333333333,55595.166666666664,45211.333333333336
101,05,05766,Lippe,11384.392857142857,6.132142857142857,2329.464285714286,3419.5833333333335,136623.0,115899.33333333333
102,05,05770,Minden-Lübbecke,8929.285714285714,5.292857142857143,3806.3214285714284,3450.4166666666665,126858.66666666667,130384.66666666667
103,05,05774,Paderborn,9508.392857142857,5.467857142857143,2362.964285714286,3377.0,124672.66666666667,121117.33333333333
104,05,05911,Bochum,17451.571428571428,9.028571428571428,3215.3214285714284,3767.2083333333335,133351.83333333334,138038.33333333334
105,05,05913,Dortmund,34641.82142857143,10.939285714285713,5331.535714285715,6894.333333333333,217787.83333333334,248788.5
106,05,05914,Hagen,11171.357142857143,11.05,2035.6785714285713,2578.9166666666665,69907.5,71188.5
107,05,05915,Hamm,8118.785714285715,8.667857142857143,1800.25,1995.0,65993.5,60981.166666666664
108,05,05916,Herne,8770.785714285714,11.124999999999998,1050.75,1858.0833333333333,54396.166666666664,47126.166666666664
109,05,05954,Ennepe-Ruhr-Kreis,10746.07142857143,6.221428571428572,1884.75,3513.5416666666665,125143.83333333333,109906.0
110,05,05958,Hochsauerlandkreis,6459.75,4.325,2677.6428571428573,2529.75,108725.83333333333,107981.16666666667
111,05,05962,Märkischer Kreis,15855.714285714286,6.964285714285715,4736.607142857143,5367.625,164300.16666666666,163001.33333333334
112,05,05966,Olpe,3098.0,3.860714285714286,1097.5714285714287,1435.2083333333333,57900.333333333336,60198.5
113,05,05970,Siegen-Wittgenstein,8137.785714285715,5.175000000000002,2416.464285714286,2783.4583333333335,112970.83333333333,118262.0
114,05,05974,Soest,9346.607142857143,5.499999999999999,2820.535714285714,3553.4583333333335,121871.0,112924.5
115,05,05978,Unna,15498.17857142857,7.278571428571429,3196.3928571428573,4427.5,150670.83333333334,133125.33333333334
116,06,06411,Kreisfreie Stadt Darmstadt,5033.392857142857,5.682142857142858,1565.6785714285713,1408.4583333333333,64037.166666666664,106222.83333333333
117,06,06412,Kreisfreie Stadt Frankfurt am Main,25089.39285714286,6.0357142857142865,8645.75,8602.25,317634.3333333333,605971.3333333334
118,06,06413,Kreisfreie Stadt Offenbach am Main,7058.142857142857,9.442857142857141,786.5357142857143,2125.875,55315.333333333336,47666.666666666664
119,06,06414,Landeshauptstadt Wiesbaden,10789.92857142857,7.003571428571428,1847.7857142857142,3031.7916666666665,110783.16666666667,138982.83333333334
120,06,06431,Bergstraße,5673.714285714285,3.839285714285714,1854.7142857142858,2479.125,107987.16666666667,76817.16666666667
121,06,06432,Darmstadt-Dieburg,7867.071428571428,4.7142857142857135,1497.5714285714287,2595.9583333333335,121436.0,77958.16666666667
122,06,06433,Groß-Gerau,8210.75,5.382142857142857,1449.5357142857142,3175.9166666666665,115129.66666666667,100776.0
123,06,06434,Hochtaunus,4926.357142857143,4.128571428571428,962.6071428571429,2087.0,89323.16666666667,97058.16666666667
124,06,06435,Main-Kinzig,10985.107142857143,4.792857142857143,3107.3571428571427,4042.8333333333335,169407.33333333334,139082.83333333334
125,06,06436,Main-Taunus,5086.214285714285,3.9357142857142855,867.75,2093.9583333333335,98338.66666666667,103763.66666666667
126,06,06437,Odenwaldkreis,2447.5714285714284,4.642857142857144,462.14285714285717,1027.9583333333333,37552.5,27669.5
127,06,06438,Offenbach,9325.32142857143,4.828571428571428,1978.0,3903.875,144102.33333333334,128932.33333333333
128,06,06439,Rheingau-Taunus,4287.964285714285,4.292857142857143,890.9285714285714,1669.5833333333333,72074.66666666667,45796.0
129,06,06440,Wetterau,7164.142857142857,4.257142857142856,2608.285714285714,2972.2083333333335,123668.33333333333,87953.66666666667
130,06,06531,Gießen,8271.464285714286,5.6571428571428575,2469.714285714286,2530.7083333333335,101191.0,100676.0
131,06,06532,Lahn-Dill,7267.857142857143,5.217857142857143,1584.7857142857142,2591.2916666666665,99260.33333333333,95691.0
132,06,06533,Limburg-Weilburg,4197.214285714285,4.492857142857143,1392.4642857142858,1705.3333333333333,66211.16666666667,55538.666666666664
133,06,06534,Marburg-Biedenkopf,5499.428571428572,4.096428571428571,2346.964285714286,2279.5416666666665,95696.66666666667,93268.0
134,06,06535,Vogelsberg,2243.25,3.8571428571428568,736.2857142857143,965.5416666666666,42092.166666666664,32651.0
135,06,06611,Kreisfreie Stadt Kassel,8601.142857142857,7.928571428571426,2060.964285714286,2228.6666666666665,74951.66666666667,112871.83333333333
136,06,06631,Fulda,3883.25,3.103571428571428,2176.5714285714284,1720.7916666666667,90382.5,94990.33333333333
137,06,06632,Hersfeld-Rotenburg,2477.964285714286,3.8464285714285724,1263.607142857143,974.7916666666666,47282.333333333336,49533.0
138,06,06633,Kassel,5109.642857142857,4.003571428571429,1067.2142857142858,2055.8333333333335,92803.0,75486.33333333333
139,06,06634,Schwalm-Eder,3624.464285714286,3.6892857142857145,1244.642857142857,1581.375,72664.0,56610.333333333336
140,06,06635,Waldeck-Frankenberg,3337.25,3.7964285714285713,1552.0714285714287,1505.4166666666667,64891.0,64125.333333333336
141,06,06636,Werra-Meißner,2734.714285714286,5.242857142857143,565.75,1016.3333333333334,37085.333333333336,28749.666666666668
142,07,07111,Stadt Koblenz,3861.3571428571427,6.199999999999998,1585.5357142857142,1145.8333333333333,42125.666666666664,75902.83333333333
143,07,07131,Ahrweiler,2749.0714285714284,3.9107142857142856,661.4285714285714,1262.9166666666667,49243.5,35523.333333333336
144,07,07132,Altenkirchen (Ww),3546.3214285714284,4.928571428571429,832.7857142857143,1524.4166666666667,50822.333333333336,38954.666666666664
145,07,07133,Bad Kreuznach,5112.928571428572,6.014285714285714,1258.142857142857,1598.5833333333333,61323.0,53879.666666666664
146,07,07134,Birkenfeld,2684.9285714285716,6.146428571428571,556.1071428571429,813.8333333333334,30622.0,27334.166666666668
147,07,07135,Cochem-Zell,1248.5357142857142,3.6821428571428574,485.42857142857144,591.0,23785.666666666668,19823.0
148,07,07137,Mayen-Koblenz,4062.8571428571427,3.442857142857142,1995.142857142857,2014.9583333333333,83851.66666666667,69290.33333333333
149,07,07138,Neuwied,5065.357142857143,5.110714285714286,1709.9285714285713,1903.3333333333333,71914.66666666667,63526.5
150,07,07140,Rhein-Hunsrück-Kreis,2243.0,3.792857142857142,1104.107142857143,981.5,42253.333333333336,38759.833333333336
151,07,07141,Rhein-Lahn-Kreis,2195.464285714286,3.3321428571428577,774.4642857142857,1154.6666666666667,47460.666666666664,32592.0
152,07,07143,Westerwaldkreis,3691.1071428571427,3.217857142857143,2053.75,1944.9166666666667,82310.16666666667,70295.66666666667
153,07,07211,Stadt Trier,3543.714285714286,5.821428571428571,1130.892857142857,1167.4166666666667,35698.0,56059.166666666664
154,07,07231,Bernkastel-Wittlich,2160.3214285714284,3.403571428571429,1279.25,1182.2916666666667,44414.333333333336,41083.166666666664
155,07,07232,Eifelkreis Bitburg-Prüm,1500.25,2.8178571428571426,720.4642857142857,693.75,30988.333333333332,28837.166666666668
156,07,07233,Vulkaneifel,1324.607142857143,3.921428571428572,588.4285714285714,580.625,23298.833333333332,20280.666666666668
157,07,07235,Trier-Saarburg,2386.8928571428573,2.9428571428571426,778.0357142857143,1215.5,45980.666666666664,31298.666666666668
158,07,07311,Stadt Frankenthal (Pfalz),1750.8214285714287,7.610714285714283,397.85714285714283,610.5,16056.166666666666,18679.166666666668
159,07,07312,Stadt Kaiserslautern,4976.892857142857,9.09642857142857,1439.5,1223.4166666666667,36946.5,54294.5
160,07,07313,Stadt Landau in der Pfalz,1417.892857142857,5.385714285714287,722.1785714285714,466.9583333333333,17657.666666666668,24060.333333333332
161,07,07314,Stadt Ludwigshafen a. Rh.,8424.07142857143,9.092857142857143,1804.6785714285713,2211.7916666666665,68316.16666666667,104974.16666666667
162,07,07315,Stadt Mainz,7047.0,5.771428571428571,1988.0,2060.625,87866.5,116067.83333333333
163,07,07316,Stadt Neustadt a.d. W.,1679.142857142857,5.757142857142858,363.5357142857143,575.1666666666666,20354.166666666668,17579.5
164,07,07317,Stadt Pirmasens,2384.25,11.285714285714286,490.07142857142856,552.9583333333334,14431.5,20672.333333333332
165,07,07318,Stadt Speyer,1715.9285714285713,6.250000000000001,604.3928571428571,576.9166666666666,19485.0,29309.833333333332
166,07,07319,Stadt Worms,3525.964285714286,7.617857142857141,1036.5357142857142,1088.875,34006.166666666664,34360.166666666664
167,07,07320,Stadt Zweibrücken,1187.642857142857,6.400000000000001,389.7857142857143,408.4583333333333,13241.166666666666,15530.166666666666
168,07,07331,Alzey-Worms,2995.5,4.142857142857143,1045.1785714285713,1332.5,53471.5,30281.5
169,07,07332,Bad Dürkheim,2926.8214285714284,4.0321428571428575,812.2142857142857,1325.0416666666667,52697.666666666664,32504.166666666668
170,07,07333,Donnersbergkreis,2205.035714285714,5.285714285714286,629.3928571428571,926.9166666666666,30364.333333333332,21936.0
171,07,07334,Germersheim,3153.25,4.217857142857144,992.9285714285714,1451.0833333333333,55179.5,45892.5
172,07,07335,Kaiserslautern,2957.0714285714284,5.185714285714285,884.5357142857143,1190.25,40624.833333333336,26016.833333333332
173,07,07336,Kusel,1709.392857142857,4.539285714285715,401.89285714285717,862.5,26957.333333333332,12531.666666666666
174,07,07337,Südliche Weinstraße,2501.285714285714,4.05,929.2142857142857,1113.375,43779.666666666664,31824.166666666668
175,07,07338,Rhein-Pfalz-Kreis,3492.1071428571427,3.932142857142856,577.75,1600.2916666666667,64480.0,28712.5
176,07,07339,Mainz-Bingen,4579.821428571428,3.875,1293.0357142857142,1865.2083333333333,86370.83333333333,58018.5
177,07,07340,Südwestpfalz,2057.6785714285716,3.9607142857142867,455.10714285714283,1050.8333333333333,37216.0,15338.666666666666
178,08,08111,Stuttgart,16733.10714285714,4.814285714285715,6511.892857142857,6014.416666666667,265052.8333333333,426986.0
179,08,08115,Böblingen,7434.214285714285,3.346428571428571,2519.1428571428573,3529.25,170427.33333333334,183594.66666666666
180,08,08116,Esslingen,11434.32142857143,3.721428571428571,5105.428571428572,5109.416666666667,230537.83333333334,220840.66666666666
181,08,08117,Göppingen,6108.035714285715,4.249999999999999,2751.3928571428573,3035.25,105673.5,88886.0
182,08,08118,Ludwigsburg,10203.32142857143,3.2607142857142852,3418.6785714285716,5030.875,236870.5,208345.33333333334
183,08,08119,Rems-Murr-Kreis,9215.964285714286,3.810714285714286,2567.214285714286,4219.583333333333,180903.83333333334,153463.0
184,08,08121,"Heilbronn, Stadt",3985.4285714285716,5.521428571428571,1071.1785714285713,1585.125,54704.0,72471.5
185,08,08125,"Heilbronn, Kreis",6806.178571428572,3.346428571428572,2437.25,3221.875,153622.66666666666,145786.33333333334
186,08,08126,Hohenlohekreis,1927.857142857143,2.846428571428571,1040.1785714285713,1059.5,51925.166666666664,59745.166666666664
187,08,08127,Schwäbisch Hall,3572.214285714286,3.1000000000000005,2172.1428571428573,1736.2916666666667,87316.83333333333,85170.16666666667
188,08,08128,Main-Tauber-Kreis,2429.5714285714284,3.150000000000001,1973.5714285714287,1324.0,56752.166666666664,56540.166666666664
189,08,08135,Heidenheim,3262.214285714286,4.428571428571427,1135.7142857142858,1586.1666666666667,55726.666666666664,53264.833333333336
190,08,08136,Ostalbkreis,5889.678571428572,3.3,2061.6785714285716,3073.7083333333335,132038.0,129048.5
191,08,08211,Baden-Baden,1507.392857142857,5.125000000000001,524.0,635.25,21524.666666666668,31165.333333333332
192,08,08212,"Karlsruhe, Stadt",7688.821428571428,4.507142857142857,3089.1428571428573,2850.5416666666665,124359.16666666667,180165.16666666666
193,08,08215,"Karlsruhe, Kreis",8333.214285714286,3.2857142857142847,2802.3571428571427,4472.291666666667,189265.33333333334,159365.16666666666
194,08,08216,Rastatt,4660.0,3.4250000000000007,1393.0,2422.9166666666665,101447.16666666667,94144.66666666667
195,08,08221,Heidelberg,3552.6428571428573,4.6428571428571415,931.0,1249.7083333333333,54576.5,91998.66666666667
196,08,08222,Mannheim,11071.57142857143,6.442857142857144,2690.6428571428573,3717.1666666666665,129481.33333333333,191269.33333333334
197,08,08225,Neckar-Odenwald-Kreis,2862.964285714286,3.507142857142857,878.9642857142857,1512.0,60497.0,46706.0
198,08,08226,Rhein-Neckar-Kreis,12185.82142857143,3.9857142857142867,2158.1785714285716,5208.666666666667,225604.5,178327.33333333334
199,08,08231,Pforzheim,4479.035714285715,6.560714285714285,956.0,1798.6666666666667,51899.5,58937.333333333336
200,08,08235,Calw,3066.5,3.371428571428571,1123.642857142857,1669.6666666666667,68956.16666666667,48662.5
201,08,08236,Enzkreis,3316.75,2.935714285714286,1058.25,1902.4583333333333,85435.83333333333,64225.833333333336
202,08,08237,Freudenstadt,2370.1071428571427,3.375,1279.2857142857142,1158.125,52475.166666666664,48443.5
203,08,08311,Freiburg im Breisgau,6760.678571428572,5.364285714285715,1918.857142857143,2301.6666666666665,85161.33333333333,129830.33333333333
204,08,08315,Breisgau-Hochschwarzwald,4627.678571428572,3.099999999999999,1732.357142857143,2312.3333333333335,105597.66666666667,84435.66666666667
205,08,08316,Emmendingen,2861.8214285714284,2.964285714285713,727.4285714285714,1508.7916666666667,70801.33333333333,54221.833333333336
206,08,08317,Ortenaukreis,8586.67857142857,3.3785714285714277,3536.3928571428573,4187.916666666667,186576.66666666666,185112.33333333334
207,08,08325,Rottweil,2366.5,2.9142857142857137,1510.892857142857,1364.5416666666667,60484.833333333336,58054.833333333336
208,08,08326,Schwarzwald-Baar-Kreis,4639.285714285715,3.835714285714286,2082.1428571428573,2326.6666666666665,89140.16666666667,89035.0
209,08,08327,Tuttlingen,2754.5,3.371428571428571,1529.0,1449.8333333333333,61721.0,67849.5
210,08,08335,Konstanz,6081.571428571428,3.7785714285714294,2121.6071428571427,2918.4166666666665,107181.33333333333,103989.83333333333
211,08,08336,Lörrach,5400.285714285715,4.171428571428571,1591.0,2604.0416666666665,77592.5,79881.83333333333
212,08,08337,Waldshut,3356.6785714285716,3.5607142857142855,1110.142857142857,1746.7916666666667,57073.833333333336,55500.333333333336
213,08,08415,Reutlingen,6334.107142857143,3.8785714285714286,1763.9285714285713,2630.7916666666665,122222.66666666667,116372.16666666667
214,08,08416,Tübingen,3837.8214285714284,3.028571428571429,1212.4285714285713,1697.9583333333333,90748.16666666667,84132.0
215,08,08417,Zollernalbkreis,3986.035714285714,3.6964285714285707,2072.5,2039.125,80137.66666666667,70529.66666666667
216,08,08421,Ulm,2802.8571428571427,3.8857142857142852,1439.6785714285713,1237.25,53917.5,95999.5
217,08,08425,Alb-Donau-Kreis,3201.5714285714284,2.7714285714285714,1426.5,1725.5,86842.83333333333,56789.0
218,08,08426,Biberach,2817.0,2.3785714285714286,1758.0357142857142,1536.1666666666667,89615.66666666667,87324.0
219,08,08435,Bodenseekreis,3491.535714285714,2.832142857142857,1629.8214285714287,1947.6666666666667,91784.0,94667.83333333333
220,08,08436,Ravensburg,4695.392857142857,2.8392857142857144,2833.714285714286,2280.9583333333335,121745.0,121750.0
221,08,08437,Sigmaringen,2409.1428571428573,3.2071428571428564,1406.4642857142858,1290.75,55364.0,48631.5
222,09,09161,Ingolstadt,2832.8214285714284,3.4821428571428577,1392.1785714285713,1323.75,63115.166666666664,106338.66666666667
223,09,09162,"München, Landeshauptstadt",38002.96428571428,4.285714285714286,8518.464285714286,16973.875,678242.0,901682.1666666666
224,09,09163,"Rosenheim, Stadt",1664.0357142857142,4.6428571428571415,892.25,741.3333333333334,26544.833333333332,35407.5
225,09,09171,Altötting,2017.5714285714287,3.1857142857142846,754.7857142857143,959.6666666666666,46940.833333333336,48532.833333333336
