,ags5,time_stamp,value
379,01003,2007-10-31,82631
380,01003,2007-11-30,82609
381,01003,2007-12-31,82065
382,01003,2008-01-31,81894
383,01003,2008-02-29,81581
384,01003,2008-03-31,81598
385,01003,2008-04-30,81848
386,01003,2008-05-31,82209
387,01003,2008-06-30,82223
388,01003,2008-07-31,82240
389,01003,2008-08-31,83727
390,01003,2008-09-30,84551
391,01003,2008-10-31,84654
392,01003,2008-11-30,84407
393,01003,2008-12-31,83567
394,01003,2009-01-31,82827
395,01003,2009-02-28,82082
396,01003,2009-03-31,81960
397,01003,2009-04-30,82046
398,01003,2009-05-31,82176
399,01003,2009-06-30,82450
400,01003,2009-07-31,82288
401,01003,2009-08-31,83672
402,01003,2009-09-30,84175
403,01003,2009-10-31,84136
404,01003,2009-11-30,84275
405,01003,2009-12-31,83659
406,01003,2010-01-31,83151
407,01003,2010-02-28,83075
408,01003,2010-03-31,83337
409,01003,2010-04-30,84024
410,01003,2010-05-31,84148
411,01003,2010-06-30,84356
412,01003,2010-07-31,84614
413,01003,2010-08-31,86145
414,01003,2010-09-30,86894
415,01003,2010-10-31,86877
416,01003,2010-11-30,86814
417,01003,2010-12-31,86111
418,01003,2011-01-31,85452
419,01003,2011-02-28,85393
420,01003,2011-03-31,85606
421,01003,2011-04-30,86016
422,01003,2011-05-31,86424
423,01003,2011-06-30,86542
424,01003,2011-07-31,86469
425,01003,2011-08-31,87936
426,01003,2011-09-30,88720
427,01003,2011-10-31,88757
428,01003,2011-11-30,88742
429,01003,2011-12-31,87923
430,01003,2012-01-31,87298
431,01003,2012-02-29,87123
432,01003,2012-03-31,87343
433,01003,2012-04-30,87584
434,01003,2012-05-31,87989
435,01003,2012-06-30,87737
436,01003,2012-07-31,87906
437,01003,2012-08-31,89121
438,01003,2012-09-30,89712
439,01003,2012-10-31,90125
440,01003,2012-11-30,90138
441,01003,2012-12-31,89296
442,01003,2013-01-31,88570
443,01003,2013-02-28,88448
444,01003,2013-03-31,88297
445,01003,2013-04-30,88663
446,01003,2013-05-31,88967
447,01003,2013-06-30,88562
448,01003,2013-07-31,88981
449,01003,2013-08-31,90358
450,01003,2013-09-30,90316
451,01003,2013-10-31,89944
452,01003,2013-11-30,89715
453,01003,2013-12-31,88740
454,01003,2014-01-31,87882
455,01003,2014-02-28,87713
456,01003,2014-03-31,88041
457,01003,2014-04-30,88591
458,01003,2014-05-31,88829
459,01003,2014-06-30,88921
460,01003,2014-07-31,88693
461,01003,2014-08-31,89973
462,01003,2014-09-30,90713
463,01003,2014-10-31,90690
464,01003,2014-11-30,90500
465,01003,2014-12-31,89698
466,01003,2015-01-31,89318
467,01003,2015-02-28,89218
468,01003,2015-03-31,89525
469,01003,2015-04-30,89918
470,01003,2015-05-31,90161
471,01003,2015-06-30,90327
472,01003,2015-07-31,90531
473,01003,2015-08-31,91862
474,01003,2015-09-30,92668
475,01003,2015-10-31,92822
476,01003,2015-11-30,92813
477,01003,2015-12-31,92212
478,01003,2016-01-31,91685
479,01003,2016-02-29,91830
480,01003,2016-03-31,92021
481,01003,2016-04-30,92252
482,01003,2016-05-31,92528
483,01003,2016-06-30,92785
484,01003,2016-07-31,92607
485,01003,2016-08-31,94346
486,01003,2016-09-30,95443
487,01003,2016-10-31,95116
488,01003,2016-11-30,95158
489,01003,2016-12-31,94599
490,01003,2017-01-31,94153
491,01003,2017-02-28,94024
492,01003,2017-03-31,94236
493,01003,2017-04-30,94294
494,01003,2017-05-31,94817
495,01003,2017-06-30,95055
496,01003,2017-07-31,95009
497,01003,2017-08-31,96063
498,01003,2017-09-30,96920
499,01003,2017-10-31,97157
500,01003,2017-11-30,97251
501,01003,2017-12-31,96704
502,01003,2018-01-31,96310
503,01003,2018-02-28,96374
504,01003,2018-03-31,96292
505,01003,2018-04-30,96693
506,01003,2018-05-31,97106
507,01003,2018-06-30,97350
508,01003,2018-07-31,97601
509,01003,2018-08-31,98925
510,01003,2018-09-30,99715
511,01003,2018-10-31,99806
512,01003,2018-11-30,99994
513,01003,2018-12-31,99448
514,01003,2019-01-31,98940
515,01003,2019-02-28,99008
516,01003,2019-03-31,99189
517,01003,2019-04-30,99112
518,01003,2019-05-31,99264
519,01003,2019-06-30,99053
520,01003,2019-07-31,99213
521,01003,2019-08-31,100818
522,01003,2019-09-30,101628
523,01003,2019-10-31,101813
524,01003,2019-11-30,101993
525,01003,2019-12-31,101499
526,01003,2020-01-31,101329
527,01003,2020-02-29,101225
528,01003,2020-03-31,101048
529,01003,2020-04-30,100531
530,01003,2020-05-31,100239
531,01003,2020-06-30,100231
532,01003,2020-07-31,100219
533,01003,2020-08-31,101590
534,01003,2020-09-30,102323
535,01003,2020-10-31,102575
536,01003,2020-11-30,102568
537,01004,2006-01-31,28997
538,01004,2006-02-28,29093
539,01004,2006-03-31,29201
540,01004,2006-04-30,29068
541,01004,2006-05-31,29277
542,01004,2006-06-30,29246
543,01004,2006-07-31,29282
544,01004,2006-08-31,29594
545,01004,2006-09-30,29779
546,01004,2006-10-31,29994
547,01004,2006-11-30,29932
548,01004,2006-12-31,29762
549,01004,2007-01-31,29555
550,01004,2007-02-28,29560
551,01004,2007-03-31,29797
552,01004,2007-04-30,29899
553,01004,2007-05-31,30007
554,01004,2007-06-30,30027
555,01004,2007-07-31,30158
556,01004,2007-08-31,30517
557,01004,2007-09-30,30888
558,01004,2007-10-31,31030
559,01004,2007-11-30,31169
560,01004,2007-12-31,30929
561,01004,2008-01-31,31019
562,01004,2008-02-29,31149
563,01004,2008-03-31,31415
564,01004,2008-04-30,31375
565,01004,2008-05-31,31418
566,01004,2008-06-30,31433
567,01004,2008-07-31,31339
568,01004,2008-08-31,31748
569,01004,2008-09-30,32087
570,01004,2008-10-31,32344
571,01004,2008-11-30,32411
572,01004,2008-12-31,32209
573,01004,2009-01-31,31984
574,01004,2009-02-28,31940
575,01004,2009-03-31,31845
576,01004,2009-04-30,31905
577,01004,2009-05-31,31937
578,01004,2009-06-30,32068
579,01004,2009-07-31,31912
580,01004,2009-08-31,32198
581,01004,2009-09-30,32811
582,01004,2009-10-31,32844
583,01004,2009-11-30,33059
584,01004,2009-12-31,32660
585,01004,2010-01-31,32153
586,01004,2010-02-28,32092
587,01004,2010-03-31,32258
588,01004,2010-04-30,32345
589,01004,2010-05-31,32447
590,01004,2010-06-30,32438
591,01004,2010-07-31,32278
592,01004,2010-08-31,32587
593,01004,2010-09-30,33013
594,01004,2010-10-31,32913
595,01004,2010-11-30,32977
596,01004,2010-12-31,32709
597,01004,2011-01-31,32488
598,01004,2011-02-28,32539
599,01004,2011-03-31,32820
600,01004,2011-04-30,32914
