,ags2,ags5,date,displayed_short_time_work_companies,displayed_short_time_work_people,employees_social_security_at_residence,employees_social_security_at_residenceemployees_social_security_at_work,realized_short_time_work_companies,realized_short_time_work_people,registerd_jobs,underemployment_without_short_time _work,unemployed,unemployment_benefit_entitled,unemployment_benefit_recipients,unemployment_rate
638,03,03155,2020-11-01,105.0,1109.0,,,,,1268.0,5099.0,3797.0,7686.0,1575.0,5.4
639,03,03155,2020-12-01,83.0,544.0,,,,,1315.0,5212.0,3931.0,7661.0,1628.0,5.6
640,03,03155,2021-01-01,132.0,1073.0,,,,,1266.0,,4204.0,7642.0,,6.0
641,03,03155,2021-02-01,99.0,676.0,,,,,1330.0,,4230.0,7677.5612372,,6.0
642,03,03155,2021-03-01,26.0,174.0,,,,,1362.0,,4112.0,7792.3930704,,5.8
643,03,03155,2021-04-01,15.0,201.0,,,,,1377.0,,4005.0,7771.6113833,,5.7
644,03,03157,2019-01-01,,,,,,,815.0,4907.0,3421.0,9401.0,1171.0,4.8
645,03,03157,2019-02-01,,,,,,,827.0,4934.0,3376.0,9381.0,1203.0,4.7
646,03,03157,2019-03-01,,,32962.0,54078.0,,,870.0,4862.0,3285.0,9374.0,1164.0,4.6
647,03,03157,2019-04-01,,,,,,,833.0,4821.0,3243.0,9364.0,1134.0,4.5
648,03,03157,2019-05-01,,,,,,,785.0,4787.0,3179.0,9339.0,1078.0,4.4
649,03,03157,2019-06-01,,,33030.0,54179.0,,,791.0,4710.0,3081.0,9322.0,1056.0,4.2
650,03,03157,2019-07-01,,,,,,,746.0,4789.0,3260.0,9259.0,1170.0,4.5
651,03,03157,2019-08-01,,,,,,,732.0,4771.0,3250.0,9181.0,1114.0,4.5
652,03,03157,2019-09-01,,,33666.0,55384.0,,,713.0,4724.0,3114.0,9063.0,1042.0,4.3
653,03,03157,2019-10-01,,,,,,,697.0,4668.0,3137.0,9039.0,1034.0,4.3
654,03,03157,2019-11-01,,,,,,,651.0,4579.0,3022.0,9004.0,1036.0,4.2
655,03,03157,2019-12-01,,,,,,,616.0,4595.0,3086.0,8910.0,1074.0,4.3
656,03,03157,2020-01-01,5.0,25.0,,,4.0,33.0,587.0,4827.0,3297.0,,1257.0,4.5
657,03,03157,2020-02-01,7.0,51.0,,,5.0,42.0,616.0,4965.0,3358.0,8949.0,1294.0,4.6
658,03,03157,2020-03-01,107.0,1317.0,33018.0,54947.0,350.0,2592.0,563.0,4898.0,3292.0,9056.0,1251.0,4.5
659,03,03157,2020-04-01,821.0,9825.0,,,667.0,6517.0,522.0,5114.0,3711.0,9275.0,1367.0,5.1
660,03,03157,2020-05-01,76.0,484.0,,,567.0,4986.0,494.0,5300.0,3920.0,9313.0,1504.0,5.4
661,03,03157,2020-06-01,27.0,450.0,32788.0,54601.0,419.0,4303.0,529.0,5322.0,3918.0,9312.0,1514.0,5.4
662,03,03157,2020-07-01,13.0,43.0,,,332.0,2394.0,506.0,5438.0,4058.0,9276.0,1617.0,5.6
663,03,03157,2020-08-01,7.0,234.0,,,276.0,1863.0,596.0,5556.0,4219.0,9254.0,1707.0,5.8
664,03,03157,2020-09-01,8.0,37.0,33381.0,55467.0,249.0,1527.0,568.0,5389.0,4065.0,9154.0,1615.0,5.6
665,03,03157,2020-10-01,8.0,66.0,,,219.0,1324.0,550.0,5335.0,3993.0,9081.0,1573.0,5.5
666,03,03157,2020-11-01,52.0,505.0,,,,,524.0,5308.0,3884.0,9019.0,1575.0,5.3
667,03,03157,2020-12-01,62.0,350.0,,,,,528.0,5259.0,3833.0,8988.0,1575.0,5.2
668,03,03157,2021-01-01,116.0,1415.0,,,,,517.0,,4063.0,9066.0,,5.6
669,03,03157,2021-02-01,89.0,1622.0,,,,,521.0,,3972.0,9147.6228243,,5.4
670,03,03157,2021-03-01,18.0,90.0,,,,,550.0,,3928.0,9187.3006516,,5.4
671,03,03157,2021-04-01,9.0,45.0,,,,,557.0,,3940.0,9040.7581452,,5.4
672,03,03158,2019-01-01,,,,,,,547.0,3912.0,3123.0,6906.0,1106.0,4.9
673,03,03158,2019-02-01,,,,,,,546.0,3988.0,3097.0,6928.0,1161.0,4.9
674,03,03158,2019-03-01,,,25084.0,46848.0,,,591.0,3842.0,2936.0,6968.0,1044.0,4.6
675,03,03158,2019-04-01,,,,,,,589.0,3819.0,2876.0,6951.0,961.0,4.5
676,03,03158,2019-05-01,,,,,,,529.0,3779.0,2804.0,6864.0,915.0,4.4
677,03,03158,2019-06-01,,,25091.0,46957.0,,,563.0,3719.0,2753.0,6819.0,878.0,4.3
678,03,03158,2019-07-01,,,,,,,582.0,3827.0,2931.0,6806.0,972.0,4.6
679,03,03158,2019-08-01,,,,,,,561.0,3764.0,2828.0,6700.0,914.0,4.4
680,03,03158,2019-09-01,,,25630.0,47879.0,,,595.0,3635.0,2624.0,6656.0,844.0,4.1
681,03,03158,2019-10-01,,,,,,,639.0,3566.0,2572.0,6598.0,859.0,4.0
682,03,03158,2019-11-01,,,,,,,662.0,3574.0,2561.0,6581.0,861.0,4.0
683,03,03158,2019-12-01,,,,,,,643.0,3607.0,2579.0,6558.0,905.0,4.0
684,03,03158,2020-01-01,0.0,0.0,,,3.0,20.0,621.0,3751.0,2788.0,,1039.0,4.4
685,03,03158,2020-02-01,0.0,0.0,,,4.0,53.0,631.0,3832.0,2842.0,6597.0,1084.0,4.5
686,03,03158,2020-03-01,94.0,1076.0,25987.0,47264.0,299.0,1497.0,621.0,3788.0,2778.0,6659.0,1048.0,4.4
687,03,03158,2020-04-01,627.0,6040.0,,,550.0,3664.0,564.0,3898.0,3092.0,6797.0,1153.0,4.9
688,03,03158,2020-05-01,51.0,465.0,,,472.0,3235.0,513.0,4027.0,3274.0,6855.0,1178.0,5.1
689,03,03158,2020-06-01,25.0,547.0,25930.0,46911.0,346.0,2412.0,478.0,4068.0,3310.0,6853.0,1237.0,5.2
690,03,03158,2020-07-01,9.0,345.0,,,275.0,1858.0,493.0,4193.0,3397.0,6785.0,1337.0,5.3
691,03,03158,2020-08-01,7.0,25.0,,,218.0,1375.0,467.0,4316.0,3563.0,6683.0,1399.0,5.6
692,03,03158,2020-09-01,10.0,83.0,26290.0,47386.0,196.0,1380.0,449.0,4161.0,3315.0,6588.0,1304.0,5.2
693,03,03158,2020-10-01,6.0,17.0,,,181.0,1138.0,475.0,4018.0,3113.0,6409.0,1270.0,4.9
694,03,03158,2020-11-01,60.0,271.0,,,,,480.0,3944.0,3009.0,6413.0,1265.0,4.7
695,03,03158,2020-12-01,47.0,317.0,,,,,489.0,3961.0,3047.0,6418.0,1301.0,4.8
696,03,03158,2021-01-01,84.0,766.0,,,,,482.0,,3313.0,6515.0,,5.2
697,03,03158,2021-02-01,59.0,416.0,,,,,529.0,,3316.0,6547.8687885,,5.2
698,03,03158,2021-03-01,11.0,27.0,,,,,591.0,,3211.0,6519.3167318,,5.0
699,03,03158,2021-04-01,6.0,114.0,,,,,587.0,,3175.0,6476.3958592,,4.9
700,03,03159,2019-01-01,,,,,,,3290.0,12903.0,9853.0,19773.0,3157.0,5.7
701,03,03159,2019-02-01,,,,,,,3314.0,12966.0,9741.0,19743.0,3131.0,5.7
702,03,03159,2019-03-01,,,130387.0,122028.0,,,3330.0,12797.0,9462.0,19722.0,2902.0,5.5
703,03,03159,2019-04-01,,,,,,,3359.0,12655.0,9261.0,19671.0,2772.0,5.4
704,03,03159,2019-05-01,,,,,,,3261.0,12624.0,9272.0,19552.0,2701.0,5.4
705,03,03159,2019-06-01,,,130373.0,122055.0,,,3214.0,12496.0,8998.0,19437.0,2648.0,5.2
706,03,03159,2019-07-01,,,,,,,3281.0,12792.0,9315.0,19251.0,2996.0,5.4
707,03,03159,2019-08-01,,,,,,,3270.0,12847.0,9407.0,19056.0,2954.0,5.5
708,03,03159,2019-09-01,,,132655.0,124064.0,,,3350.0,12425.0,8858.0,18870.0,2806.0,5.2
709,03,03159,2019-10-01,,,,,,,3279.0,12159.0,8703.0,18753.0,2691.0,5.1
710,03,03159,2019-11-01,,,,,,,3161.0,12136.0,8538.0,18737.0,2688.0,5.0
711,03,03159,2019-12-01,,,,,,,3032.0,12276.0,8660.0,18627.0,2880.0,5.0
712,03,03159,2020-01-01,6.0,23.0,,,20.0,786.0,2933.0,12891.0,9471.0,,3362.0,5.5
713,03,03159,2020-02-01,8.0,659.0,,,19.0,685.0,2824.0,12925.0,9513.0,18798.0,3360.0,5.5
714,03,03159,2020-03-01,420.0,5794.0,131683.0,122520.0,1362.0,9493.0,2963.0,12787.0,9378.0,19050.0,3263.0,5.5
715,03,03159,2020-04-01,2616.0,29218.0,,,2343.0,19653.0,2616.0,13503.0,10449.0,19469.0,3620.0,6.1
716,03,03159,2020-05-01,225.0,2499.0,,,2093.0,19088.0,2558.0,13893.0,11002.0,19694.0,3811.0,6.4
717,03,03159,2020-06-01,71.0,1710.0,130207.0,121184.0,1603.0,15413.0,2507.0,14128.0,11221.0,19771.0,3885.0,6.5
718,03,03159,2020-07-01,49.0,368.0,,,1283.0,12444.0,2561.0,14445.0,11594.0,19614.0,4209.0,6.7
719,03,03159,2020-08-01,97.0,1598.0,,,1079.0,8800.0,2651.0,14676.0,11862.0,19475.0,4281.0,6.9
720,03,03159,2020-09-01,33.0,252.0,132074.0,122615.0,988.0,8207.0,2738.0,14038.0,11129.0,19206.0,4010.0,6.4
721,03,03159,2020-10-01,53.0,378.0,,,938.0,6771.0,2839.0,13855.0,10717.0,18963.0,3861.0,6.2
722,03,03159,2020-11-01,235.0,2013.0,,,,,2947.0,13508.0,10299.0,18859.0,3703.0,6.0
723,03,03159,2020-12-01,212.0,1949.0,,,,,2862.0,13479.0,10179.0,18815.0,3662.0,5.9
724,03,03159,2021-01-01,331.0,1977.0,,,,,2808.0,,10784.0,18900.0,,6.2
725,03,03159,2021-02-01,266.0,5551.0,,,,,2980.0,,10828.0,18974.5717028,,6.3
726,03,03159,2021-03-01,50.0,280.0,,,,,3071.0,,10497.0,18902.9129955,,6.1
727,03,03159,2021-04-01,46.0,433.0,,,,,3201.0,,10355.0,18974.1212002,,6.0
728,03,03241,2019-01-01,,,,,,,10323.0,56533.0,41439.0,114330.0,10607.0,6.6
729,03,03241,2019-02-01,,,,,,,10938.0,56826.0,40719.0,114179.0,10738.0,6.5
730,03,03241,2019-03-01,,,517032.0,452462.0,,,10967.0,56071.0,39717.0,113733.0,10138.0,6.4
731,03,03241,2019-04-01,,,,,,,10816.0,56043.0,39552.0,113354.0,9720.0,6.3
732,03,03241,2019-05-01,,,,,,,10815.0,57284.0,40580.0,112704.0,9507.0,6.5
733,03,03241,2019-06-01,,,517160.0,452982.0,,,11042.0,56758.0,39965.0,112229.0,9538.0,6.4
734,03,03241,2019-07-01,,,,,,,11016.0,57375.0,41222.0,111658.0,10437.0,6.6
735,03,03241,2019-08-01,,,,,,,11115.0,57666.0,41776.0,110836.0,10208.0,6.6
736,03,03241,2019-09-01,,,527784.0,460735.0,,,11202.0,56794.0,40108.0,110124.0,9828.0,6.4
737,03,03241,2019-10-01,,,,,,,10844.0,56240.0,39512.0,109406.0,9735.0,6.3
738,03,03241,2019-11-01,,,,,,,10442.0,55994.0,38765.0,108843.0,9779.0,6.2
739,03,03241,2019-12-01,,,,,,,10047.0,56015.0,38799.0,108314.0,10134.0,6.2
740,03,03241,2020-01-01,13.0,134.0,,,37.0,1420.0,9781.0,57926.0,41548.0,,11345.0,6.6
741,03,03241,2020-02-01,0.0,0.0,,,40.0,944.0,10252.0,58203.0,41324.0,108334.0,11604.0,6.6
742,03,03241,2020-03-01,2653.0,43980.0,524479.0,458241.0,4856.0,50579.0,10295.0,57654.0,40671.0,109850.0,11296.0,6.5
743,03,03241,2020-04-01,8295.0,124605.0,,,8643.0,103567.0,9384.0,60635.0,45457.0,113946.0,12892.0,7.2
744,03,03241,2020-05-01,927.0,15424.0,,,7569.0,93526.0,8917.0,62605.0,48549.0,115679.0,14044.0,7.6
745,03,03241,2020-06-01,462.0,4585.0,518606.0,452630.0,5813.0,70755.0,8378.0,63502.0,49986.0,115915.0,14577.0,7.9
746,03,03241,2020-07-01,206.0,2059.0,,,4731.0,51718.0,7911.0,64594.0,51277.0,115655.0,15660.0,8.1
747,03,03241,2020-08-01,142.0,3692.0,,,4084.0,40408.0,8252.0,65076.0,52504.0,115011.0,16296.0,8.3
748,03,03241,2020-09-01,99.0,807.0,524688.0,457970.0,3687.0,35367.0,8384.0,63838.0,50862.0,113760.0,15562.0,8.0
749,03,03241,2020-10-01,64.0,2185.0,,,3470.0,32677.0,8688.0,62822.0,49562.0,111990.0,14905.0,7.8
750,03,03241,2020-11-01,973.0,10309.0,,,,,8825.0,61904.0,48270.0,111737.0,14628.0,7.6
751,03,03241,2020-12-01,766.0,6557.0,,,,,8926.0,62437.0,48736.0,111566.0,14554.0,7.7
752,03,03241,2021-01-01,1079.0,9044.0,,,,,8778.0,,51275.0,111793.0,,8.1
753,03,03241,2021-02-01,914.0,7418.0,,,,,9167.0,,51866.0,112513.7345221,,8.2
754,03,03241,2021-03-01,320.0,2589.0,,,,,9782.0,,50915.0,112973.2102956,,8.0
755,03,03241,2021-04-01,142.0,1944.0,,,,,10008.0,,50779.0,113012.7728327,,8.0
756,03,03251,2019-01-01,,,,,,,1741.0,6710.0,4943.0,11871.0,1890.0,4.1
757,03,03251,2019-02-01,,,,,,,1738.0,6707.0,4762.0,11822.0,1905.0,3.9
758,03,03251,2019-03-01,,,71614.0,89529.0,,,1726.0,6623.0,4655.0,11787.0,1819.0,3.8
759,03,03251,2019-04-01,,,,,,,1755.0,6561.0,4626.0,11724.0,1739.0,3.8
760,03,03251,2019-05-01,,,,,,,1721.0,6421.0,4600.0,11673.0,1667.0,3.8
761,03,03251,2019-06-01,,,71721.0,89700.0,,,1673.0,6373.0,4606.0,11708.0,1655.0,3.8
762,03,03251,2019-07-01,,,,,,,1663.0,6558.0,4830.0,11669.0,1773.0,4.0
763,03,03251,2019-08-01,,,,,,,1652.0,6480.0,4830.0,11296.0,1778.0,4.0
764,03,03251,2019-09-01,,,73296.0,91716.0,,,1632.0,6397.0,4639.0,11137.0,1717.0,3.8
765,03,03251,2019-10-01,,,,,,,1635.0,6395.0,4656.0,11122.0,1686.0,3.8
766,03,03251,2019-11-01,,,,,,,1504.0,6412.0,4586.0,11064.0,1687.0,3.8
767,03,03251,2019-12-01,,,,,,,1431.0,6576.0,4758.0,11056.0,1812.0,3.9
768,03,03251,2020-01-01,0.0,0.0,,,8.0,280.0,1400.0,6877.0,5093.0,,1977.0,4.2
769,03,03251,2020-02-01,3.0,190.0,,,8.0,186.0,1543.0,6791.0,4944.0,11052.0,1965.0,4.1
770,03,03251,2020-03-01,225.0,3305.0,72597.0,90811.0,754.0,4709.0,1546.0,6601.0,4770.0,11157.0,1880.0,3.9
771,03,03251,2020-04-01,1648.0,21887.0,,,1442.0,11531.0,1389.0,7032.0,5449.0,11540.0,2129.0,4.5
772,03,03251,2020-05-01,140.0,1688.0,,,1225.0,10994.0,1276.0,7268.0,5822.0,11612.0,2275.0,4.7
773,03,03251,2020-06-01,42.0,541.0,72262.0,90180.0,968.0,9374.0,1271.0,7300.0,5873.0,11608.0,2296.0,4.8
774,03,03251,2020-07-01,25.0,232.0,,,801.0,7546.0,1332.0,7436.0,6037.0,11412.0,2459.0,4.9
775,03,03251,2020-08-01,22.0,191.0,,,677.0,5938.0,1344.0,7572.0,6216.0,11308.0,2553.0,5.0
776,03,03251,2020-09-01,14.0,174.0,73321.0,91629.0,604.0,4234.0,1368.0,7367.0,5926.0,11149.0,2396.0,4.8
777,03,03251,2020-10-01,22.0,561.0,,,568.0,3802.0,1343.0,7328.0,5855.0,10853.0,2349.0,4.8
778,03,03251,2020-11-01,155.0,2045.0,,,,,1374.0,7198.0,5622.0,10893.0,2320.0,4.6
779,03,03251,2020-12-01,149.0,1404.0,,,,,1410.0,7226.0,5675.0,10799.0,2339.0,4.6
780,03,03251,2021-01-01,160.0,1585.0,,,,,1417.0,,5969.0,10877.0,,4.8
781,03,03251,2021-02-01,149.0,1654.0,,,,,1445.0,,6023.0,10955.8098465,,4.9
782,03,03251,2021-03-01,29.0,312.0,,,,,1476.0,,5791.0,11005.5519963,,4.7
783,03,03251,2021-04-01,18.0,101.0,,,,,1563.0,,5621.0,10906.3879845,,4.6
784,03,03252,2019-01-01,,,,,,,1276.0,6713.0,4918.0,13096.0,1657.0,6.4
785,03,03252,2019-02-01,,,,,,,1350.0,6809.0,4848.0,13026.0,1692.0,6.3
786,03,03252,2019-03-01,,,52048.0,56241.0,,,1407.0,6661.0,4756.0,13114.0,1560.0,6.2
787,03,03252,2019-04-01,,,,,,,1393.0,6608.0,4673.0,13063.0,1459.0,6.0
788,03,03252,2019-05-01,,,,,,,1306.0,6737.0,4770.0,12990.0,1403.0,6.2
789,03,03252,2019-06-01,,,52107.0,56509.0,,,1314.0,6737.0,4683.0,12914.0,1370.0,6.0
790,03,03252,2019-07-01,,,,,,,1275.0,6697.0,4668.0,12880.0,1438.0,6.0
791,03,03252,2019-08-01,,,,,,,1306.0,6744.0,4779.0,12717.0,1423.0,6.2
792,03,03252,2019-09-01,,,52935.0,57576.0,,,1266.0,6698.0,4612.0,12608.0,1373.0,6.0
793,03,03252,2019-10-01,,,,,,,1290.0,6583.0,4561.0,12545.0,1355.0,5.9
794,03,03252,2019-11-01,,,,,,,1290.0,6638.0,4564.0,12415.0,1373.0,5.9
795,03,03252,2019-12-01,,,,,,,1257.0,6680.0,4673.0,12442.0,1500.0,6.0
796,03,03252,2020-01-01,3.0,141.0,,,12.0,176.0,1311.0,6969.0,5010.0,,1732.0,6.5
797,03,03252,2020-02-01,7.0,69.0,,,11.0,304.0,1367.0,6935.0,5007.0,12446.0,1706.0,6.5
798,03,03252,2020-03-01,613.0,5912.0,52137.0,56978.0,665.0,3148.0,1374.0,6744.0,4750.0,12507.0,1552.0,6.1
799,03,03252,2020-04-01,793.0,7450.0,,,1091.0,7295.0,1290.0,6937.0,5169.0,12819.0,1683.0,6.7
800,03,03252,2020-05-01,90.0,2707.0,,,948.0,8865.0,1264.0,7089.0,5389.0,12846.0,1751.0,6.9
801,03,03252,2020-06-01,33.0,204.0,51777.0,56574.0,718.0,7499.0,1176.0,7137.0,5452.0,12653.0,1831.0,7.0
802,03,03252,2020-07-01,12.0,371.0,,,563.0,5852.0,1308.0,7171.0,5509.0,12474.0,1922.0,7.0
803,03,03252,2020-08-01,26.0,412.0,,,479.0,4473.0,1317.0,7304.0,5693.0,12323.0,1971.0,7.3
804,03,03252,2020-09-01,21.0,418.0,52354.0,57244.0,435.0,4160.0,1283.0,7155.0,5473.0,12155.0,1825.0,7.0
805,03,03252,2020-10-01,11.0,118.0,,,393.0,4004.0,1308.0,7013.0,5314.0,11994.0,1789.0,6.8
806,03,03252,2020-11-01,146.0,1470.0,,,,,1343.0,6902.0,5231.0,11971.0,1813.0,6.7
807,03,03252,2020-12-01,115.0,1023.0,,,,,1271.0,6805.0,5131.0,11985.0,1815.0,6.6
808,03,03252,2021-01-01,143.0,1173.0,,,,,1238.0,,5615.0,12013.0,,7.2
809,03,03252,2021-02-01,85.0,855.0,,,,,1248.0,,5638.0,12070.1209423,,7.2
810,03,03252,2021-03-01,29.0,476.0,,,,,1362.0,,5480.0,12142.5148652,,7.0
811,03,03252,2021-04-01,12.0,102.0,,,,,1375.0,,5536.0,12027.1616942,,7.1
812,03,03254,2019-01-01,,,,,,,2128.0,11399.0,8838.0,20174.0,2783.0,6.0
813,03,03254,2019-02-01,,,,,,,2070.0,11364.0,8637.0,20077.0,2786.0,5.8
814,03,03254,2019-03-01,,,93126.0,105749.0,,,1938.0,11289.0,8462.0,20036.0,2631.0,5.7
815,03,03254,2019-04-01,,,,,,,1999.0,11177.0,8332.0,19981.0,2528.0,5.6
816,03,03254,2019-05-01,,,,,,,1976.0,11638.0,8690.0,19829.0,2421.0,5.8
817,03,03254,2019-06-01,,,92812.0,105638.0,,,2000.0,11522.0,8549.0,19715.0,2435.0,5.8
818,03,03254,2019-07-01,,,,,,,2011.0,11709.0,8897.0,19608.0,2702.0,6.0
819,03,03254,2019-08-01,,,,,,,1956.0,11695.0,8927.0,19475.0,2620.0,6.0
820,03,03254,2019-09-01,,,94740.0,107540.0,,,1977.0,11419.0,8475.0,19316.0,2453.0,5.7
821,03,03254,2019-10-01,,,,,,,1966.0,11209.0,8267.0,19232.0,2386.0,5.6
822,03,03254,2019-11-01,,,,,,,1986.0,11068.0,8033.0,19199.0,2388.0,5.4
823,03,03254,2019-12-01,,,,,,,1973.0,11075.0,8097.0,19133.0,2430.0,5.4
824,03,03254,2020-01-01,5.0,56.0,,,13.0,74.0,2036.0,11462.0,8651.0,,2765.0,5.8
825,03,03254,2020-02-01,6.0,134.0,,,16.0,331.0,2090.0,11630.0,8793.0,19152.0,2812.0,5.9
826,03,03254,2020-03-01,315.0,4460.0,94360.0,106438.0,1030.0,5920.0,2120.0,11467.0,8705.0,19355.0,2721.0,5.9
827,03,03254,2020-04-01,2048.0,23015.0,,,1770.0,16418.0,1724.0,11927.0,9579.0,19872.0,3024.0,6.4
828,03,03254,2020-05-01,123.0,1438.0,,,1561.0,15589.0,1635.0,12264.0,9996.0,20078.0,3209.0,6.7
829,03,03254,2020-06-01,74.0,830.0,92750.0,105421.0,1248.0,12298.0,1578.0,12470.0,10166.0,20068.0,3315.0,6.8
830,03,03254,2020-07-01,39.0,439.0,,,973.0,8280.0,1540.0,12589.0,10291.0,19975.0,3539.0,6.9
831,03,03254,2020-08-01,41.0,1621.0,,,824.0,5818.0,1691.0,12764.0,10553.0,19749.0,3652.0,7.1
832,03,03254,2020-09-01,14.0,134.0,93882.0,106890.0,758.0,4997.0,1721.0,12447.0,10041.0,19502.0,3457.0,6.7
833,03,03254,2020-10-01,18.0,70.0,,,699.0,4604.0,1842.0,12244.0,9721.0,19187.0,3258.0,6.5
834,03,03254,2020-11-01,208.0,1520.0,,,,,1722.0,12017.0,9433.0,19090.0,3274.0,6.3
835,03,03254,2020-12-01,151.0,990.0,,,,,1571.0,12011.0,9442.0,19127.0,3339.0,6.3
836,03,03254,2021-01-01,231.0,1813.0,,,,,1594.0,,9879.0,19212.0,,6.6
837,03,03254,2021-02-01,193.0,1406.0,,,,,1754.0,,10129.0,19409.3310406,,6.8
838,03,03254,2021-03-01,48.0,400.0,,,,,1919.0,,9961.0,19500.0726406,,6.7
839,03,03254,2021-04-01,29.0,338.0,,,,,2573.0,,9943.0,19434.2189593,,6.7
840,03,03255,2019-01-01,,,,,,,496.0,2995.0,2410.0,5064.0,695.0,6.7
841,03,03255,2019-02-01,,,,,,,487.0,3013.0,2350.0,5076.0,696.0,6.6
842,03,03255,2019-03-01,,,22787.0,25845.0,,,526.0,2993.0,2311.0,5068.0,670.0,6.5
843,03,03255,2019-04-01,,,,,,,523.0,2948.0,2251.0,5066.0,624.0,6.3
844,03,03255,2019-05-01,,,,,,,536.0,2857.0,2214.0,5014.0,584.0,6.2
845,03,03255,2019-06-01,,,22858.0,25920.0,,,487.0,2852.0,2222.0,4955.0,598.0,6.2
846,03,03255,2019-07-01,,,,,,,550.0,2945.0,2332.0,4883.0,681.0,6.5
847,03,03255,2019-08-01,,,,,,,530.0,2982.0,2388.0,4820.0,670.0,6.6
848,03,03255,2019-09-01,,,23339.0,26468.0,,,493.0,2860.0,2217.0,4822.0,613.0,6.2
849,03,03255,2019-10-01,,,,,,,440.0,2842.0,2192.0,4856.0,605.0,6.1
850,03,03255,2019-11-01,,,,,,,401.0,2823.0,2093.0,4786.0,593.0,5.8
851,03,03255,2019-12-01,,,,,,,396.0,2931.0,2171.0,4769.0,648.0,6.0
852,03,03255,2020-01-01,4.0,48.0,,,6.0,64.0,391.0,3012.0,2307.0,,762.0,6.4
853,03,03255,2020-02-01,5.0,77.0,,,6.0,70.0,398.0,3070.0,2315.0,4728.0,795.0,6.4
854,03,03255,2020-03-01,215.0,2799.0,23036.0,26188.0,248.0,1198.0,409.0,2978.0,2215.0,4796.0,757.0,6.2
855,03,03255,2020-04-01,367.0,3306.0,,,431.0,2821.0,396.0,2980.0,2300.0,4856.0,800.0,6.4
856,03,03255,2020-05-01,37.0,468.0,,,357.0,2686.0,407.0,3029.0,2404.0,4884.0,809.0,6.7
857,03,03255,2020-06-01,10.0,80.0,22930.0,26094.0,270.0,2201.0,417.0,3048.0,2403.0,4877.0,817.0,6.7
858,03,03255,2020-07-01,4.0,11.0,,,218.0,1545.0,405.0,3101.0,2470.0,4787.0,872.0,6.9
859,03,03255,2020-08-01,5.0,53.0,,,180.0,1129.0,428.0,3122.0,2567.0,4715.0,927.0,7.1
860,03,03255,2020-09-01,5.0,44.0,23150.0,26419.0,155.0,1009.0,433.0,2994.0,2408.0,4702.0,847.0,6.7
861,03,03255,2020-10-01,6.0,79.0,,,144.0,816.0,438.0,2974.0,2408.0,4626.0,834.0,6.7
862,03,03255,2020-11-01,46.0,437.0,,,,,431.0,2945.0,2324.0,4622.0,814.0,6.5
863,03,03255,2020-12-01,68.0,370.0,,,,,441.0,2995.0,2378.0,4613.0,825.0,6.6
864,03,03255,2021-01-01,49.0,415.0,,,,,434.0,,2427.0,4599.0,,6.7
865,03,03255,2021-02-01,28.0,280.0,,,,,466.0,,2485.0,4631.4278809,,6.9
866,03,03255,2021-03-01,17.0,194.0,,,,,498.0,,2428.0,4647.6540178,,6.7
867,03,03255,2021-04-01,5.0,8.0,,,,,522.0,,2464.0,4666.5250781,,6.8
868,03,03256,2019-01-01,,,,,,,960.0,4593.0,3457.0,8848.0,1255.0,5.1
869,03,03256,2019-02-01,,,,,,,895.0,4627.0,3437.0,8875.0,1272.0,5.1
870,03,03256,2019-03-01,,,40598.0,48324.0,,,906.0,4513.0,3297.0,8890.0,1169.0,4.9
871,03,03256,2019-04-01,,,,,,,979.0,4399.0,3131.0,8803.0,1075.0,4.6
872,03,03256,2019-05-01,,,,,,,891.0,4413.0,3114.0,8772.0,1019.0,4.6
873,03,03256,2019-06-01,,,40796.0,48217.0,,,1024.0,4336.0,3056.0,8744.0,1020.0,4.6
874,03,03256,2019-07-01,,,,,,,1082.0,4502.0,3414.0,8680.0,1160.0,5.1
875,03,03256,2019-08-01,,,,,,,1104.0,4419.0,3366.0,8598.0,1159.0,5.0
876,03,03256,2019-09-01,,,41468.0,49131.0,,,1093.0,4248.0,3086.0,8550.0,1053.0,4.6
877,03,03256,2019-10-01,,,,,,,1043.0,4174.0,3059.0,8549.0,1026.0,4.6
878,03,03256,2019-11-01,,,,,,,1033.0,4202.0,2990.0,8550.0,1048.0,4.5
879,03,03256,2019-12-01,,,,,,,969.0,4249.0,3097.0,8522.0,1131.0,4.6
880,03,03256,2020-01-01,0.0,0.0,,,6.0,53.0,964.0,4499.0,3398.0,,1326.0,5.1
881,03,03256,2020-02-01,0.0,0.0,,,5.0,51.0,1010.0,4472.0,3342.0,8534.0,1303.0,5.0
882,03,03256,2020-03-01,121.0,2393.0,41171.0,48581.0,422.0,2273.0,1037.0,4286.0,3120.0,8608.0,1182.0,4.7
883,03,03256,2020-04-01,860.0,9822.0,,,741.0,5691.0,971.0,4589.0,3593.0,8782.0,1310.0,5.4
884,03,03256,2020-05-01,71.0,1129.0,,,633.0,5164.0,866.0,4738.0,3763.0,8776.0,1404.0,5.6
885,03,03256,2020-06-01,25.0,184.0,40806.0,48286.0,479.0,3764.0,853.0,4826.0,3809.0,8733.0,1478.0,5.6
886,03,03256,2020-07-01,14.0,330.0,,,389.0,2843.0,906.0,4866.0,3883.0,8752.0,1563.0,5.8
887,03,03256,2020-08-01,4.0,20.0,,,328.0,2588.0,921.0,4901.0,3914.0,8592.0,1589.0,5.8
