ags2,ags5,date,displayed_short_time_work_companies,displayed_short_time_work_people,employees_social_security_at_residence,employees_social_security_at_residenceemployees_social_security_at_work,realized_short_time_work_companies,realized_short_time_work_people,registerd_jobs,underemployment_without_short_time _work,unemployed,unemployment_benefit_entitled,unemployment_benefit_recipients,unemployment_rate
05,05166,2020-08-01,12.0,68.0,,,993.0,8036.0,2082.0,12952.0,10649.0,17423.0,4278.0,6.5
05,05166,2020-09-01,31.0,359.0,95128.0,114623.0,879.0,6662.0,2194.0,12782.0,10269.0,17165.0,4110.0,6.3
05,05166,2020-10-01,20.0,340.0,,,838.0,5918.0,2221.0,12532.0,9886.0,16834.0,4003.0,6.1
05,05166,2020-11-01,167.0,1243.0,,,,,2182.0,12460.0,9754.0,16756.0,4003.0,6.0
05,05166,2020-12-01,196.0,1414.0,,,,,2150.0,12461.0,9766.0,16601.0,4072.0,6.0
05,05166,2021-01-01,338.0,3035.0,,,,,1996.0,,10290.0,16616.0,,6.3
05,05166,2021-02-01,150.0,1178.0,,,,,1971.0,,10315.0,16759.319428,,6.3
05,05166,2021-03-01,44.0,465.0,,,,,2029.0,,10098.0,16591.4399795,,6.2
05,05166,2021-04-01,27.0,159.0,,,,,2080.0,,9925.0,16618.1487455,,6.1
05,05170,2019-01-01,,,,,,,5158.0,19440.0,15118.0,33290.0,4059.0,6.2
05,05170,2019-02-01,,,,,,,5492.0,19608.0,14921.0,33377.0,4080.0,6.1
05,05170,2019-03-01,,,138374.0,169776.0,,,5388.0,19433.0,14686.0,33441.0,3943.0,6.0
05,05170,2019-04-01,,,,,,,5509.0,19354.0,14554.0,33322.0,3854.0,6.0
05,05170,2019-05-01,,,,,,,5432.0,19432.0,14652.0,33208.0,3786.0,6.0
05,05170,2019-06-01,,,138260.0,169489.0,,,5394.0,19396.0,14424.0,32984.0,3805.0,5.9
05,05170,2019-07-01,,,,,,,5343.0,19413.0,14696.0,32784.0,4005.0,6.0
05,05170,2019-08-01,,,,,,,4946.0,19442.0,14922.0,32311.0,4061.0,6.1
05,05170,2019-09-01,,,141525.0,172658.0,,,5276.0,19123.0,14352.0,32130.0,3909.0,5.9
05,05170,2019-10-01,,,,,,,5201.0,18816.0,13960.0,31978.0,3846.0,5.7
05,05170,2019-11-01,,,,,,,5196.0,18786.0,13818.0,31964.0,3862.0,5.6
05,05170,2019-12-01,,,,,,,4149.0,18800.0,14024.0,31733.0,3998.0,5.7
05,05170,2020-01-01,3.0,84.0,,,6.0,92.0,3991.0,19295.0,14829.0,,4337.0,6.1
05,05170,2020-02-01,0.0,0.0,,,7.0,134.0,4017.0,19414.0,14731.0,31839.0,4397.0,6.0
05,05170,2020-03-01,1083.0,14967.0,140712.0,171892.0,1738.0,10688.0,3722.0,19134.0,14439.0,32063.0,4284.0,5.9
05,05170,2020-04-01,2594.0,26295.0,,,2887.0,20187.0,3526.0,19769.0,15929.0,32593.0,4744.0,6.5
05,05170,2020-05-01,275.0,2738.0,,,2346.0,17644.0,3195.0,20511.0,16513.0,32903.0,5042.0,6.8
05,05170,2020-06-01,97.0,1203.0,139330.0,170278.0,1786.0,12313.0,3095.0,20711.0,16605.0,32956.0,5126.0,6.8
05,05170,2020-07-01,64.0,2933.0,,,1465.0,10291.0,2987.0,20940.0,16999.0,32747.0,5515.0,7.0
05,05170,2020-08-01,27.0,272.0,,,1279.0,8572.0,2990.0,21161.0,17372.0,32457.0,5641.0,7.1
05,05170,2020-09-01,38.0,173.0,141222.0,173150.0,1159.0,7156.0,3003.0,20784.0,16799.0,31983.0,5455.0,6.9
05,05170,2020-10-01,21.0,154.0,,,1100.0,6274.0,3057.0,20572.0,16523.0,31556.0,5315.0,6.8
05,05170,2020-11-01,298.0,2719.0,,,,,3047.0,20350.0,16233.0,31309.0,5246.0,6.7
05,05170,2020-12-01,215.0,1898.0,,,,,2708.0,20320.0,16214.0,31239.0,5331.0,6.7
05,05170,2021-01-01,408.0,4488.0,,,,,2741.0,,16874.0,31421.0,,6.9
05,05170,2021-02-01,318.0,3125.0,,,,,2758.0,,16843.0,31666.2877239,,6.9
05,05170,2021-03-01,57.0,382.0,,,,,2801.0,,16505.0,31759.9435082,,6.8
05,05170,2021-04-01,46.0,304.0,,,,,2932.0,,16264.0,31581.4721488,,6.7
05,05314,2019-01-01,,,,,,,3548.0,14908.0,10836.0,30743.0,2695.0,6.4
05,05314,2019-02-01,,,,,,,3851.0,15141.0,10857.0,30741.0,2732.0,6.4
05,05314,2019-03-01,,,180101.0,119227.0,,,3646.0,15010.0,10680.0,30717.0,2615.0,6.3
05,05314,2019-04-01,,,,,,,3712.0,14754.0,10399.0,30773.0,2550.0,6.1
05,05314,2019-05-01,,,,,,,3754.0,15255.0,10936.0,30827.0,2478.0,6.3
05,05314,2019-06-01,,,180528.0,119965.0,,,4042.0,15197.0,10870.0,30775.0,2450.0,6.3
05,05314,2019-07-01,,,,,,,4218.0,15328.0,11239.0,30675.0,2658.0,6.5
05,05314,2019-08-01,,,,,,,4469.0,15307.0,11366.0,30352.0,2651.0,6.6
05,05314,2019-09-01,,,181863.0,121620.0,,,4677.0,14964.0,10847.0,30228.0,2526.0,6.3
05,05314,2019-10-01,,,,,,,4332.0,15114.0,10808.0,30080.0,2531.0,6.3
05,05314,2019-11-01,,,,,,,4267.0,15024.0,10679.0,29842.0,2522.0,6.2
05,05314,2019-12-01,,,,,,,2885.0,14990.0,10675.0,29721.0,2561.0,6.2
05,05314,2020-01-01,0.0,0.0,,,7.0,244.0,2808.0,15408.0,11285.0,,2840.0,6.5
05,05314,2020-02-01,0.0,0.0,,,7.0,224.0,2911.0,15377.0,11190.0,29497.0,2866.0,6.5
05,05314,2020-03-01,257.0,5770.0,182519.0,122072.0,1422.0,10383.0,2923.0,15325.0,11190.0,29796.0,2869.0,6.5
05,05314,2020-04-01,2722.0,31377.0,,,2306.0,21444.0,2765.0,15938.0,12413.0,30494.0,3201.0,7.2
05,05314,2020-05-01,288.0,2975.0,,,2055.0,21190.0,2464.0,16454.0,13064.0,30918.0,3477.0,7.5
05,05314,2020-06-01,78.0,1172.0,179903.0,121068.0,1613.0,14953.0,2491.0,16731.0,13663.0,31033.0,3666.0,7.8
05,05314,2020-07-01,41.0,587.0,,,1343.0,10163.0,2506.0,17287.0,14303.0,31002.0,3904.0,8.2
05,05314,2020-08-01,17.0,106.0,,,1146.0,8696.0,2568.0,17268.0,14409.0,30819.0,4007.0,8.2
05,05314,2020-09-01,25.0,582.0,182180.0,122642.0,1030.0,7299.0,2737.0,17251.0,14197.0,30510.0,3943.0,8.1
05,05314,2020-10-01,19.0,203.0,,,985.0,6677.0,2573.0,17300.0,14128.0,30384.0,3853.0,8.1
05,05314,2020-11-01,227.0,1516.0,,,,,2304.0,17026.0,13741.0,30364.0,3751.0,7.8
05,05314,2020-12-01,169.0,1231.0,,,,,2093.0,16825.0,13519.0,30308.0,3757.0,7.7
05,05314,2021-01-01,305.0,2056.0,,,,,1953.0,,14011.0,30321.0,,8.0
05,05314,2021-02-01,156.0,3437.0,,,,,2018.0,,14158.0,30438.5538801,,8.1
05,05314,2021-03-01,78.0,705.0,,,,,2098.0,,13996.0,30379.224671,,8.0
05,05314,2021-04-01,28.0,152.0,,,,,2124.0,,13926.0,30344.7439803,,7.9
05,05315,2019-01-01,,,,,,,7990.0,60204.0,46028.0,114381.0,11618.0,7.8
05,05315,2019-02-01,,,,,,,8057.0,61125.0,45598.0,114254.0,11727.0,7.7
05,05315,2019-03-01,,,579144.0,424444.0,,,8220.0,60501.0,45674.0,114202.0,11568.0,7.8
05,05315,2019-04-01,,,,,,,8339.0,60221.0,45417.0,114058.0,11333.0,7.7
05,05315,2019-05-01,,,,,,,8318.0,60898.0,46327.0,113784.0,11076.0,7.8
05,05315,2019-06-01,,,582613.0,426259.0,,,8413.0,61521.0,47053.0,113510.0,10947.0,7.9
05,05315,2019-07-01,,,,,,,8662.0,62181.0,47950.0,113326.0,11537.0,8.0
05,05315,2019-08-01,,,,,,,8601.0,62732.0,48518.0,112546.0,11666.0,8.1
05,05315,2019-09-01,,,591645.0,431618.0,,,8459.0,62607.0,46971.0,112258.0,11255.0,7.9
05,05315,2019-10-01,,,,,,,8165.0,62621.0,46651.0,111657.0,11119.0,7.8
05,05315,2019-11-01,,,,,,,7642.0,62666.0,45357.0,111235.0,11080.0,7.6
05,05315,2019-12-01,,,,,,,7109.0,62598.0,45225.0,110820.0,11299.0,7.6
05,05315,2020-01-01,16.0,326.0,,,42.0,4826.0,6810.0,64433.0,47679.0,,12502.0,8.0
05,05315,2020-02-01,0.0,0.0,,,44.0,5497.0,6867.0,64390.0,47037.0,110776.0,12570.0,7.9
05,05315,2020-03-01,2246.0,35870.0,588877.0,430054.0,5663.0,55321.0,6780.0,64069.0,46663.0,112864.0,12425.0,7.8
05,05315,2020-04-01,9784.0,131459.0,,,9073.0,109468.0,5884.0,67713.0,52986.0,117946.0,14719.0,8.9
05,05315,2020-05-01,1357.0,16027.0,,,8371.0,95592.0,5308.0,70811.0,56830.0,120767.0,15967.0,9.4
05,05315,2020-06-01,378.0,5389.0,579638.0,423907.0,6703.0,71176.0,5152.0,72302.0,58013.0,121763.0,16782.0,9.6
05,05315,2020-07-01,171.0,3218.0,,,5593.0,51217.0,5132.0,74070.0,59828.0,121694.0,18095.0,9.9
05,05315,2020-08-01,99.0,1115.0,,,4970.0,42111.0,4995.0,74745.0,60723.0,121105.0,18638.0,10.0
05,05315,2020-09-01,80.0,746.0,586170.0,428771.0,4462.0,40754.0,5370.0,73930.0,59434.0,120077.0,18057.0,9.8
05,05315,2020-10-01,122.0,806.0,,,4316.0,36713.0,5106.0,73439.0,58620.0,118156.0,17602.0,9.7
05,05315,2020-11-01,981.0,7454.0,,,,,4278.0,72742.0,57462.0,117696.0,17280.0,9.5
05,05315,2020-12-01,901.0,6819.0,,,,,3699.0,72226.0,57051.0,117776.0,17217.0,9.4
05,05315,2021-01-01,1218.0,19993.0,,,,,3638.0,,59855.0,118661.0,,9.9
05,05315,2021-02-01,614.0,8859.0,,,,,3850.0,,59449.0,119652.5294775,,9.8
05,05315,2021-03-01,252.0,2814.0,,,,,3941.0,,58391.0,120274.8053498,,9.7
05,05315,2021-04-01,129.0,934.0,,,,,3845.0,,58150.0,120090.0794708,,9.6
05,05316,2019-01-01,,,,,,,1121.0,8511.0,6327.0,17291.0,1713.0,7.2
05,05316,2019-02-01,,,,,,,1264.0,8626.0,6314.0,17245.0,1784.0,7.2
05,05316,2019-03-01,,,64898.0,63358.0,,,1271.0,8584.0,6293.0,17235.0,1757.0,7.2
05,05316,2019-04-01,,,,,,,1233.0,8647.0,6249.0,17256.0,1758.0,7.2
05,05316,2019-05-01,,,,,,,1217.0,8660.0,6317.0,17287.0,1731.0,7.2
05,05316,2019-06-01,,,65077.0,63556.0,,,1361.0,8610.0,6249.0,17197.0,1721.0,7.2
05,05316,2019-07-01,,,,,,,1320.0,8644.0,6461.0,17138.0,1852.0,7.4
05,05316,2019-08-01,,,,,,,1208.0,8600.0,6550.0,16980.0,1816.0,7.5
05,05316,2019-09-01,,,66454.0,64617.0,,,1239.0,8489.0,6115.0,16878.0,1765.0,7.0
05,05316,2019-10-01,,,,,,,1180.0,8479.0,6374.0,16778.0,1700.0,7.3
05,05316,2019-11-01,,,,,,,1190.0,8559.0,6227.0,16698.0,1704.0,7.1
05,05316,2019-12-01,,,,,,,1131.0,8509.0,6191.0,16625.0,1743.0,7.1
05,05316,2020-01-01,0.0,0.0,,,4.0,29.0,1034.0,8679.0,6482.0,,1888.0,7.4
05,05316,2020-02-01,0.0,0.0,,,4.0,26.0,1081.0,8721.0,6390.0,16541.0,1923.0,7.3
05,05316,2020-03-01,108.0,1373.0,65148.0,64178.0,531.0,3045.0,1086.0,8636.0,6244.0,16695.0,1893.0,7.1
05,05316,2020-04-01,1057.0,9387.0,,,908.0,5617.0,999.0,9058.0,7050.0,17104.0,2135.0,8.1
05,05316,2020-05-01,119.0,1250.0,,,791.0,5809.0,981.0,9372.0,7505.0,17266.0,2320.0,8.5
05,05316,2020-06-01,34.0,344.0,64221.0,63039.0,598.0,4385.0,975.0,9465.0,7646.0,17167.0,2417.0,8.7
05,05316,2020-07-01,13.0,56.0,,,486.0,3238.0,1009.0,9626.0,7838.0,17142.0,2603.0,8.9
05,05316,2020-08-01,24.0,143.0,,,414.0,2428.0,959.0,9579.0,7771.0,17089.0,2662.0,8.8
05,05316,2020-09-01,37.0,179.0,65227.0,64082.0,370.0,1930.0,1050.0,9427.0,7225.0,16978.0,2546.0,8.2
05,05316,2020-10-01,11.0,55.0,,,352.0,1660.0,1126.0,9402.0,7466.0,16775.0,2478.0,8.5
05,05316,2020-11-01,114.0,659.0,,,,,1046.0,9206.0,7205.0,16766.0,2448.0,8.2
05,05316,2020-12-01,124.0,708.0,,,,,901.0,9102.0,7073.0,16660.0,2406.0,8.0
05,05316,2021-01-01,132.0,621.0,,,,,900.0,,7488.0,16736.0,,8.5
05,05316,2021-02-01,71.0,588.0,,,,,979.0,,7503.0,16831.4544161,,8.5
05,05316,2021-03-01,27.0,167.0,,,,,1038.0,,7309.0,16933.0962974,,8.3
05,05316,2021-04-01,11.0,83.0,,,,,1075.0,,7059.0,16783.2640257,,8.0
05,05334,2019-01-01,,,,,,,5435.0,28109.0,20764.0,50206.0,5798.0,6.9
05,05334,2019-02-01,,,,,,,5218.0,28267.0,20791.0,50317.0,5949.0,6.9
05,05334,2019-03-01,,,218240.0,204992.0,,,5257.0,28262.0,20930.0,50211.0,5844.0,6.9
05,05334,2019-04-01,,,,,,,5108.0,28146.0,20775.0,50241.0,5801.0,6.9
05,05334,2019-05-01,,,,,,,5067.0,28442.0,21253.0,50022.0,5477.0,7.0
05,05334,2019-06-01,,,219517.0,206745.0,,,4997.0,28034.0,20926.0,49836.0,5306.0,6.9
05,05334,2019-07-01,,,,,,,5071.0,27983.0,21122.0,49515.0,5451.0,6.9
05,05334,2019-08-01,,,,,,,5261.0,28170.0,21685.0,49000.0,5774.0,7.1
05,05334,2019-09-01,,,223581.0,210325.0,,,5268.0,27973.0,20827.0,48771.0,5330.0,6.8
05,05334,2019-10-01,,,,,,,5117.0,27755.0,20286.0,48419.0,5255.0,6.7
05,05334,2019-11-01,,,,,,,4970.0,27397.0,20339.0,48081.0,5293.0,6.7
05,05334,2019-12-01,,,,,,,4790.0,27449.0,20381.0,47873.0,5486.0,6.7
05,05334,2020-01-01,0.0,0.0,,,26.0,867.0,4621.0,28248.0,21417.0,,6116.0,7.0
05,05334,2020-02-01,8.0,96.0,,,33.0,895.0,4687.0,28631.0,21662.0,48118.0,6283.0,7.1
05,05334,2020-03-01,789.0,9273.0,220575.0,208692.0,2305.0,14038.0,4624.0,28878.0,21946.0,48636.0,6537.0,7.2
05,05334,2020-04-01,3991.0,42747.0,,,3811.0,28336.0,4155.0,30334.0,24248.0,49593.0,7074.0,8.0
05,05334,2020-05-01,420.0,4767.0,,,3265.0,26318.0,3819.0,30819.0,24941.0,49954.0,7391.0,8.1
05,05334,2020-06-01,97.0,1546.0,217776.0,207093.0,2556.0,20492.0,3738.0,30532.0,24635.0,49970.0,7442.0,8.0
05,05334,2020-07-01,121.0,2258.0,,,2107.0,16154.0,3902.0,31401.0,25672.0,49766.0,8029.0,8.4
05,05334,2020-08-01,74.0,2178.0,,,1815.0,13754.0,4073.0,31359.0,25822.0,49305.0,8137.0,8.4
05,05334,2020-09-01,60.0,1007.0,220856.0,210235.0,1652.0,12562.0,3907.0,30848.0,25265.0,48816.0,7805.0,8.2
05,05334,2020-10-01,37.0,538.0,,,1561.0,11040.0,3955.0,30573.0,24898.0,48169.0,7671.0,8.1
05,05334,2020-11-01,503.0,4003.0,,,,,3893.0,30153.0,24329.0,47871.0,7541.0,7.9
05,05334,2020-12-01,326.0,2496.0,,,,,3850.0,29920.0,24046.0,47790.0,7532.0,7.8
05,05334,2021-01-01,434.0,3360.0,,,,,3813.0,,25111.0,47932.0,,8.2
05,05334,2021-02-01,245.0,1582.0,,,,,3931.0,,25239.0,48153.1506151,,8.2
05,05334,2021-03-01,92.0,1173.0,,,,,3931.0,,25259.0,48310.8591993,,8.2
05,05334,2021-04-01,40.0,233.0,,,,,4074.0,,25172.0,48317.6277242,,8.2
05,05358,2019-01-01,,,,,,,2009.0,12701.0,9362.0,21627.0,2492.0,6.6
05,05358,2019-02-01,,,,,,,2153.0,12698.0,9360.0,21657.0,2510.0,6.6
05,05358,2019-03-01,,,85121.0,100062.0,,,2207.0,12657.0,9421.0,21653.0,2510.0,6.6
05,05358,2019-04-01,,,,,,,2322.0,12880.0,9402.0,21564.0,2463.0,6.6
05,05358,2019-05-01,,,,,,,2252.0,12776.0,9220.0,21515.0,2416.0,6.4
05,05358,2019-06-01,,,85767.0,100280.0,,,2299.0,12786.0,9173.0,21516.0,2368.0,6.4
05,05358,2019-07-01,,,,,,,2287.0,12710.0,9078.0,21365.0,2477.0,6.3
05,05358,2019-08-01,,,,,,,2268.0,12519.0,9162.0,21169.0,2479.0,6.4
05,05358,2019-09-01,,,87353.0,102252.0,,,2223.0,12318.0,8828.0,21046.0,2414.0,6.2
05,05358,2019-10-01,,,,,,,2222.0,12220.0,8717.0,20888.0,2336.0,6.1
05,05358,2019-11-01,,,,,,,2106.0,12080.0,8469.0,20815.0,2350.0,5.9
05,05358,2019-12-01,,,,,,,2002.0,12211.0,8553.0,20662.0,2420.0,6.0
05,05358,2020-01-01,0.0,0.0,,,5.0,148.0,1946.0,12311.0,9069.0,,2655.0,6.3
05,05358,2020-02-01,3.0,170.0,,,9.0,299.0,2048.0,12322.0,9127.0,20811.0,2734.0,6.4
05,05358,2020-03-01,309.0,9292.0,86433.0,101556.0,826.0,4321.0,1950.0,12292.0,9084.0,21003.0,2777.0,6.3
05,05358,2020-04-01,1730.0,14753.0,,,1477.0,9329.0,1724.0,12884.0,9727.0,21290.0,3021.0,6.8
05,05358,2020-05-01,239.0,1733.0,,,1247.0,8718.0,1553.0,13147.0,10067.0,21471.0,3184.0,7.0
05,05358,2020-06-01,96.0,1225.0,85766.0,100745.0,950.0,6409.0,1569.0,13289.0,10097.0,21395.0,3335.0,7.0
05,05358,2020-07-01,31.0,314.0,,,742.0,4456.0,1603.0,13775.0,10853.0,21300.0,3552.0,7.5
05,05358,2020-08-01,44.0,786.0,,,655.0,3857.0,1652.0,13858.0,11173.0,21225.0,3647.0,7.8
05,05358,2020-09-01,25.0,225.0,87935.0,102721.0,587.0,3444.0,1640.0,13869.0,10880.0,21003.0,3500.0,7.6
05,05358,2020-10-01,27.0,284.0,,,552.0,3469.0,1608.0,13623.0,10698.0,20735.0,3363.0,7.4
05,05358,2020-11-01,198.0,1396.0,,,,,1668.0,13294.0,10230.0,20676.0,3332.0,7.1
05,05358,2020-12-01,179.0,1166.0,,,,,1729.0,13094.0,10060.0,20687.0,3292.0,7.0
05,05358,2021-01-01,240.0,1903.0,,,,,1711.0,,10649.0,20943.0,,7.4
05,05358,2021-02-01,146.0,1500.0,,,,,1619.0,,10461.0,21317.2591026,,7.3
05,05358,2021-03-01,43.0,222.0,,,,,1665.0,,10360.0,21525.5273317,,7.2
05,05358,2021-04-01,27.0,232.0,,,,,1593.0,,10279.0,21365.2955065,,7.1
05,05362,2019-01-01,,,,,,,4291.0,18850.0,14639.0,34689.0,4492.0,5.7
05,05362,2019-02-01,,,,,,,4360.0,19009.0,14624.0,34733.0,4663.0,5.7
05,05362,2019-03-01,,,144246.0,184403.0,,,4489.0,18818.0,14414.0,34639.0,4479.0,5.6
05,05362,2019-04-01,,,,,,,4399.0,18443.0,13869.0,34398.0,4289.0,5.4
05,05362,2019-05-01,,,,,,,4338.0,18306.0,13641.0,34142.0,4215.0,5.3
05,05362,2019-06-01,,,145370.0,184783.0,,,4287.0,19128.0,14882.0,33905.0,4199.0,5.8
05,05362,2019-07-01,,,,,,,4297.0,19404.0,15211.0,33678.0,4404.0,5.9
05,05362,2019-08-01,,,,,,,4403.0,19589.0,15630.0,33430.0,4442.0,6.1
05,05362,2019-09-01,,,148331.0,187982.0,,,4335.0,19258.0,15120.0,33184.0,4228.0,5.9
05,05362,2019-10-01,,,,,,,4380.0,19148.0,14741.0,33083.0,4199.0,5.7
05,05362,2019-11-01,,,,,,,4338.0,18961.0,14403.0,32911.0,4235.0,5.6
05,05362,2019-12-01,,,,,,,4097.0,19120.0,14826.0,32661.0,4313.0,5.8
05,05362,2020-01-01,0.0,0.0,,,5.0,31.0,3897.0,19765.0,15641.0,,4668.0,6.1
05,05362,2020-02-01,0.0,0.0,,,6.0,64.0,4019.0,19965.0,15788.0,32599.0,4886.0,6.1
05,05362,2020-03-01,514.0,6084.0,146691.0,186362.0,1636.0,9085.0,4033.0,19932.0,15818.0,32879.0,4912.0,6.2
05,05362,2020-04-01,3274.0,33354.0,,,2944.0,22578.0,3687.0,21210.0,17775.0,33426.0,5585.0,6.9
05,05362,2020-05-01,445.0,5051.0,,,2473.0,20388.0,3639.0,21992.0,18777.0,33750.0,6018.0,7.3
05,05362,2020-06-01,103.0,1502.0,145556.0,184466.0,1908.0,15769.0,3592.0,22082.0,18933.0,33693.0,6163.0,7.3
05,05362,2020-07-01,75.0,1043.0,,,1529.0,10485.0,3623.0,22524.0,19394.0,33559.0,6645.0,7.5
05,05362,2020-08-01,38.0,530.0,,,1372.0,8908.0,3643.0,22722.0,19633.0,33303.0,6840.0,7.6
05,05362,2020-09-01,43.0,360.0,147811.0,187345.0,1216.0,7684.0,3542.0,22258.0,18810.0,33050.0,6571.0,7.3
05,05362,2020-10-01,21.0,177.0,,,1157.0,6578.0,3611.0,21884.0,18225.0,32528.0,6471.0,7.1
05,05362,2020-11-01,372.0,3612.0,,,,,3463.0,21814.0,18213.0,32358.0,6347.0,7.1
05,05362,2020-12-01,358.0,2367.0,,,,,3338.0,21727.0,18063.0,32394.0,6356.0,7.0
05,05362,2021-01-01,321.0,2310.0,,,,,3078.0,,18862.0,32421.0,,7.3
05,05362,2021-02-01,236.0,2951.0,,,,,3247.0,,19088.0,32534.7565434,,7.4
05,05362,2021-03-01,63.0,435.0,,,,,3433.0,,18804.0,32654.3515764,,7.3
05,05362,2021-04-01,40.0,537.0,,,,,3525.0,,18535.0,32558.6541769,,7.2
05,05366,2019-01-01,,,,,,,1654.0,6881.0,5515.0,11018.0,1813.0,5.1
05,05366,2019-02-01,,,,,,,1716.0,7029.0,5596.0,11069.0,1928.0,5.2
05,05366,2019-03-01,,,57772.0,73560.0,,,1658.0,6905.0,5429.0,11087.0,1831.0,5.0
05,05366,2019-04-01,,,,,,,1714.0,6850.0,5291.0,11057.0,1732.0,4.9
05,05366,2019-05-01,,,,,,,1667.0,6815.0,5187.0,11019.0,1700.0,4.8
05,05366,2019-06-01,,,57908.0,73623.0,,,1758.0,6723.0,5187.0,10931.0,1659.0,4.8
05,05366,2019-07-01,,,,,,,1750.0,6784.0,5274.0,10845.0,1766.0,4.9
05,05366,2019-08-01,,,,,,,1799.0,6778.0,5396.0,10666.0,1773.0,5.0
05,05366,2019-09-01,,,59095.0,75151.0,,,1769.0,6654.0,5188.0,10625.0,1721.0,4.8
05,05366,2019-10-01,,,,,,,1655.0,6669.0,5157.0,10518.0,1726.0,4.7
05,05366,2019-11-01,,,,,,,1645.0,6640.0,5068.0,10469.0,1749.0,4.7
05,05366,2019-12-01,,,,,,,1549.0,6667.0,5149.0,10358.0,1809.0,4.7
05,05366,2020-01-01,0.0,0.0,,,7.0,730.0,1525.0,6896.0,5396.0,,1991.0,5.0
05,05366,2020-02-01,0.0,0.0,,,7.0,757.0,1531.0,6929.0,5398.0,10348.0,2031.0,5.0
05,05366,2020-03-01,238.0,3530.0,58660.0,74602.0,642.0,3780.0,1465.0,6898.0,5427.0,10476.0,1999.0,5.0
05,05366,2020-04-01,1323.0,12918.0,,,1141.0,8045.0,1359.0,7272.0,5983.0,10727.0,2247.0,5.5
05,05366,2020-05-01,128.0,1505.0,,,935.0,7059.0,1340.0,7636.0,6391.0,10861.0,2431.0,6.0
05,05366,2020-06-01,35.0,398.0,57767.0,73935.0,704.0,5553.0,1303.0,7561.0,6383.0,10810.0,2439.0,6.0
05,05366,2020-07-01,29.0,241.0,,,547.0,4718.0,1335.0,7689.0,6542.0,10717.0,2594.0,6.2
05,05366,2020-08-01,0.0,0.0,,,473.0,3678.0,1376.0,7691.0,6639.0,10597.0,2611.0,6.3
05,05366,2020-09-01,11.0,41.0,58649.0,75264.0,400.0,3212.0,1491.0,7477.0,6401.0,10445.0,2498.0,6.1
05,05366,2020-10-01,11.0,44.0,,,377.0,2935.0,1505.0,7383.0,6328.0,10294.0,2425.0,6.0
05,05366,2020-11-01,157.0,945.0,,,,,1466.0,7380.0,6348.0,10129.0,2430.0,6.0
05,05366,2020-12-01,119.0,888.0,,,,,1446.0,7308.0,6253.0,10109.0,2427.0,5.9
05,05366,2021-01-01,123.0,1110.0,,,,,1392.0,,6422.0,10250.0,,6.1
05,05366,2021-02-01,85.0,338.0,,,,,1396.0,,6543.0,10317.286221,,6.2
05,05366,2021-03-01,19.0,67.0,,,,,1348.0,,6499.0,10352.6714005,,6.1
05,05366,2021-04-01,9.0,74.0,,,,,1454.0,,6460.0,10419.9377828,,6.1
05,05370,2019-01-01,,,,,,,2149.0,9307.0,7070.0,15729.0,2631.0,5.2
05,05370,2019-02-01,,,,,,,2176.0,9419.0,6992.0,15671.0,2703.0,5.2
05,05370,2019-03-01,,,73392.0,94236.0,,,2223.0,9407.0,7043.0,15716.0,2681.0,5.2
05,05370,2019-04-01,,,,,,,2183.0,9344.0,6851.0,15672.0,2663.0,5.1
05,05370,2019-05-01,,,,,,,2195.0,9399.0,6968.0,15573.0,2580.0,5.1
05,05370,2019-06-01,,,73665.0,94432.0,,,2206.0,9137.0,6771.0,15524.0,2582.0,5.0
05,05370,2019-07-01,,,,,,,2266.0,9084.0,6817.0,15369.0,2650.0,5.0
05,05370,2019-08-01,,,,,,,2190.0,9051.0,6857.0,15191.0,2660.0,5.0
05,05370,2019-09-01,,,74795.0,96143.0,,,2219.0,8997.0,6759.0,15117.0,2616.0,5.0
05,05370,2019-10-01,,,,,,,2164.0,8910.0,6602.0,14995.0,2552.0,4.8
05,05370,2019-11-01,,,,,,,2189.0,8884.0,6493.0,14760.0,2615.0,4.8
05,05370,2019-12-01,,,,,,,2211.0,8933.0,6552.0,14628.0,2725.0,4.8
05,05370,2020-01-01,0.0,0.0,,,5.0,197.0,2128.0,9291.0,7020.0,,2941.0,5.1
05,05370,2020-02-01,3.0,54.0,,,6.0,192.0,2169.0,9406.0,6995.0,14690.0,2931.0,5.1
05,05370,2020-03-01,297.0,3500.0,74527.0,95415.0,867.0,4217.0,1913.0,9378.0,7067.0,14868.0,2880.0,5.2
05,05370,2020-04-01,1551.0,12852.0,,,1443.0,8937.0,1817.0,9912.0,7843.0,15194.0,3148.0,5.7
05,05370,2020-05-01,109.0,1445.0,,,1204.0,8065.0,1722.0,10253.0,8271.0,15277.0,3356.0,6.0
05,05370,2020-06-01,59.0,443.0,74090.0,94874.0,889.0,6171.0,1634.0,10396.0,8385.0,15295.0,3464.0,6.1
05,05370,2020-07-01,45.0,642.0,,,700.0,4379.0,1638.0,10552.0,8535.0,15218.0,3704.0,6.2
05,05370,2020-08-01,30.0,148.0,,,617.0,3706.0,1646.0,10535.0,8533.0,15027.0,3768.0,6.2
05,05370,2020-09-01,26.0,233.0,75738.0,96698.0,567.0,3263.0,1756.0,10370.0,8242.0,14841.0,3649.0,6.0
05,05370,2020-10-01,7.0,34.0,,,526.0,3065.0,1702.0,10223.0,8054.0,14530.0,3556.0,5.9
05,05370,2020-11-01,180.0,1361.0,,,,,1680.0,10000.0,7787.0,14387.0,3463.0,5.7
