,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
8,2010-09-01,6.632637973349283,6.449756243700981,6.72192273965275,6.632637973349283,6.632637973349283,-0.00737245380129431,-0.00737245380129431,-0.00737245380129431,-0.00737245380129431,-0.00737245380129431,-0.00737245380129431,0.0,0.0,0.0,6.583739156310055
9,2010-10-01,6.554172244830218,6.211863422573623,6.484409860289161,6.554172244830218,6.554172244830218,-0.032288499210640025,-0.032288499210640025,-0.032288499210640025,-0.032288499210640025,-0.032288499210640025,-0.032288499210640025,0.0,0.0,0.0,6.3425478594766185
10,2010-11-01,6.473090992027184,6.136053151579457,6.397689446352782,6.473090992027184,6.473090992027184,-0.03174785805701084,-0.03174785805701084,-0.03174785805701084,-0.03174785805701084,-0.03174785805701084,-0.03174785805701084,0.0,0.0,0.0,6.267584218022189
11,2010-12-01,6.394625268950277,6.093916792985896,6.370544757526964,6.394625268950277,6.394625268950277,-0.02389156192535616,-0.02389156192535616,-0.02389156192535616,-0.02389156192535616,-0.02389156192535616,-0.02389156192535616,0.0,0.0,0.0,6.241847683347704
12,2011-01-01,6.313544021770806,6.539707010714946,6.806991304986814,6.313544021770806,6.313544021770806,0.05604314969939371,0.05604314969939371,0.05604314969939371,0.05604314969939371,0.05604314969939371,0.05604314969939371,0.0,0.0,0.0,6.667374914516619
13,2011-02-01,6.232462774591335,6.335880612314113,6.60427693726122,6.232462774591335,6.232462774591335,0.03634351640840497,0.03634351640840497,0.03634351640840497,0.03634351640840497,0.03634351640840497,0.03634351640840497,0.0,0.0,0.0,6.458972387704468
14,2011-03-01,6.159228099719555,6.2747625159643885,6.55070994342357,6.159228099719555,6.159228099719555,0.03981139701059705,0.03981139701059705,0.03981139701059705,0.03981139701059705,0.03981139701059705,0.03981139701059705,0.0,0.0,0.0,6.404435574876316
15,2011-04-01,6.07814686028326,6.116121838080261,6.382241537724192,6.07814686028326,6.07814686028326,0.029280373119885073,0.029280373119885073,0.029280373119885073,0.029280373119885073,0.029280373119885073,0.029280373119885073,0.0,0.0,0.0,6.256117268229812
16,2011-05-01,5.99968114469975,5.848760185510822,6.12003659646697,5.99968114469975,5.99968114469975,-0.002217082497053574,-0.002217082497053574,-0.002217082497053574,-0.002217082497053574,-0.002217082497053574,-0.002217082497053574,0.0,0.0,0.0,5.986379356645934
17,2011-06-01,5.918599905263455,5.6987190470997025,5.976437462877782,5.918599905263455,5.918599905263455,-0.013200712481084623,-0.013200712481084623,-0.013200712481084623,-0.013200712481084623,-0.013200712481084623,-0.013200712481084623,0.0,0.0,0.0,5.840470169623497
18,2011-07-01,5.855839899760293,5.868397636560713,6.135659346215399,5.855839899760293,5.855839899760293,0.02473839885739154,0.02473839885739154,0.02473839885739154,0.02473839885739154,0.02473839885739154,0.02473839885739154,0.0,0.0,0.0,6.000704002845591
19,2011-08-01,5.790987894073694,5.7992777346552415,6.07696072064266,5.790987894073694,5.790987894073694,0.025351599212995346,0.025351599212995346,0.025351599212995346,0.025351599212995346,0.025351599212995346,0.025351599212995346,0.0,0.0,0.0,5.937798698211558
20,2011-09-01,5.726135888387093,5.559744996302625,5.82285074705533,5.726135888387093,5.726135888387093,-0.004479148656978023,-0.004479148656978023,-0.004479148656978023,-0.004479148656978023,-0.004479148656978023,-0.004479148656978023,0.0,0.0,0.0,5.70048767451295
21,2011-10-01,5.7002482862123625,5.381526009693686,5.645654940980997,5.7002482862123625,5.7002482862123625,-0.03224384791958467,-0.03224384791958467,-0.03224384791958467,-0.03224384791958467,-0.03224384791958467,-0.03224384791958467,0.0,0.0,0.0,5.516450347367858
22,2011-11-01,5.67349776396514,5.374260618572233,5.6397954789261195,5.67349776396514,5.67349776396514,-0.029469823373087352,-0.029469823373087352,-0.029469823373087352,-0.029469823373087352,-0.029469823373087352,-0.029469823373087352,0.0,0.0,0.0,5.5063007869534815
23,2011-12-01,5.647610161790411,5.386254159728304,5.654534801213512,5.647610161790411,5.647610161790411,-0.022339875787430838,-0.022339875787430838,-0.022339875787430838,-0.022339875787430838,-0.022339875787430838,-0.022339875787430838,0.0,0.0,0.0,5.521443252280181
24,2012-01-01,5.6208596395431885,5.7962837130407046,6.0747657708583604,5.6208596395431885,5.6208596395431885,0.05607049333672917,0.05607049333672917,0.05607049333672917,0.05607049333672917,0.05607049333672917,0.05607049333672917,0.0,0.0,0.0,5.936024012508884
25,2012-02-01,5.636476815204694,5.6094744689552805,5.885625167359589,5.636476815204694,5.636476815204694,0.01995959844043002,0.01995959844043002,0.01995959844043002,0.01995959844043002,0.01995959844043002,0.01995959844043002,0.0,0.0,0.0,5.748978629054973
26,2012-03-01,5.651086431146103,5.585013732122306,5.852712206969276,5.651086431146103,5.651086431146103,0.012617462214211284,0.012617462214211284,0.012617462214211284,0.012617462214211284,0.012617462214211284,0.012617462214211284,0.0,0.0,0.0,5.7223888006603305
27,2012-04-01,5.666703606807609,5.464620576035257,5.724529510296738,5.666703606807609,5.666703606807609,-0.012271333672927168,-0.012271333672927168,-0.012271333672927168,-0.012271333672927168,-0.012271333672927168,-0.012271333672927168,0.0,0.0,0.0,5.597165596022893
28,2012-05-01,5.700030808504865,5.663760020954503,5.933886649103694,5.700030808504865,5.700030808504865,0.018105125069460548,0.018105125069460548,0.018105125069460548,0.018105125069460548,0.018105125069460548,0.018105125069460548,0.0,0.0,0.0,5.803230579192624
29,2012-06-01,5.734468916925363,5.613109722812356,5.867619217033136,5.734468916925363,5.734468916925363,0.001322752934974955,0.001322752934974955,0.001322752934974955,0.001322752934974955,0.001322752934974955,0.001322752934974955,0.0,0.0,0.0,5.742054202515748
30,2012-07-01,5.767796118622618,5.8142214121683296,6.086731524831401,5.767796118622618,5.767796118622618,0.031813917568378924,0.031813917568378924,0.031813917568378924,0.031813917568378924,0.031813917568378924,0.031813917568378924,0.0,0.0,0.0,5.951292308891694
31,2012-08-01,5.802234227043116,5.804033388713126,6.056926961374347,5.802234227043116,5.802234227043116,0.022650346890798444,0.022650346890798444,0.022650346890798444,0.022650346890798444,0.022650346890798444,0.022650346890798444,0.0,0.0,0.0,5.933656845027306
32,2012-09-01,5.836672335179063,5.631988770157149,5.893645804443383,5.836672335179063,5.836672335179063,-0.013050009448969196,-0.013050009448969196,-0.013050009448969196,-0.013050009448969196,-0.013050009448969196,-0.013050009448969196,0.0,0.0,0.0,5.76050370605444
33,2012-10-01,5.869999536600948,5.545943726155451,5.819020535343832,5.869999536600948,5.869999536600948,-0.03236623027261151,-0.03236623027261151,-0.03236623027261151,-0.03236623027261151,-0.03236623027261151,-0.03236623027261151,0.0,0.0,0.0,5.680009779899199
34,2012-11-01,5.904437644736894,5.553603352396797,5.830381359700186,5.904437644736894,5.904437644736894,-0.036332825411658345,-0.036332825411658345,-0.036332825411658345,-0.036332825411658345,-0.036332825411658345,-0.036332825411658345,0.0,0.0,0.0,5.689912742636645
35,2012-12-01,5.936653941198493,5.643580241184033,5.9205195436247,5.936653941198493,5.936653941198493,-0.027287517487713298,-0.027287517487713298,-0.027287517487713298,-0.027287517487713298,-0.027287517487713298,-0.027287517487713298,0.0,0.0,0.0,5.774657392959537
36,2013-01-01,5.969944114208811,6.16958106182623,6.435100774651351,5.969944114208811,5.969944114208811,0.055233450166155634,0.055233450166155634,0.055233450166155634,0.055233450166155634,0.055233450166155634,0.055233450166155634,0.0,0.0,0.0,6.299684724935697
37,2013-02-01,6.00323428721913,6.280770843084987,6.555730479798531,6.00323428721913,6.00323428721913,0.06942458006669888,0.06942458006669888,0.06942458006669888,0.06942458006669888,0.06942458006669888,0.06942458006669888,0.0,0.0,0.0,6.420006306651326
38,2013-03-01,6.021588284660668,6.016877375753577,6.277016932286219,6.021588284660668,6.021588284660668,0.02132004635211207,0.02132004635211207,0.02132004635211207,0.02132004635211207,0.02132004635211207,0.02132004635211207,0.0,0.0,0.0,6.149968826002969
39,2013-04-01,6.041908781828086,5.923030684982182,6.199202591292619,6.041908781828086,6.041908781828086,0.001738890234163272,0.001738890234163272,0.001738890234163272,0.001738890234163272,0.001738890234163272,0.001738890234163272,0.0,0.0,0.0,6.0524149980045125
40,2013-05-01,6.061573779086878,5.998733683689812,6.2759639005349,6.061573779086878,6.061573779086878,0.011632376943976258,0.011632376943976258,0.011632376943976258,0.011632376943976258,0.011632376943976258,0.011632376943976258,0.0,0.0,0.0,6.132084290158939
41,2013-06-01,6.081894276254295,5.923430892750293,6.194578576877866,6.081894276254295,6.081894276254295,-0.003507889363439612,-0.003507889363439612,-0.003507889363439612,-0.003507889363439612,-0.003507889363439612,-0.003507889363439612,0.0,0.0,0.0,6.060559664013058
42,2013-07-01,6.080133521872596,6.126538052784825,6.394634167158374,6.080133521872596,6.080133521872596,0.029354725674292204,0.029354725674292204,0.029354725674292204,0.029354725674292204,0.029354725674292204,0.029354725674292204,0.0,0.0,0.0,6.258614173470234
43,2013-08-01,6.078314075678172,6.076402270693294,6.355350949637477,6.078314075678172,6.078314075678172,0.023439031226910517,0.023439031226910517,0.023439031226910517,0.023439031226910517,0.023439031226910517,0.023439031226910517,0.0,0.0,0.0,6.220783869104963
44,2013-09-01,6.076494629483748,5.869942021763793,6.153186224273881,6.076494629483748,6.076494629483748,-0.0102305448610567,-0.0102305448610567,-0.0102305448610567,-0.0102305448610567,-0.0102305448610567,-0.0102305448610567,0.0,0.0,0.0,6.014328778578845
45,2013-10-01,6.059704517328568,5.7286311751770365,6.004204663497532,6.059704517328568,6.059704517328568,-0.03232988966230979,-0.03232988966230979,-0.03232988966230979,-0.03232988966230979,-0.03232988966230979,-0.03232988966230979,0.0,0.0,0.0,5.8637949388971355
46,2013-11-01,6.042354734768217,5.7040785188612295,5.967734846520171,6.042354734768217,6.042354734768217,-0.034036746345639114,-0.034036746345639114,-0.034036746345639114,-0.034036746345639114,-0.034036746345639114,-0.034036746345639114,0.0,0.0,0.0,5.83669263933054
