_id,id,ags2,bundesland,ags5,kreis,kr_pkw_dichte,kr_mob_weg_2017,kr_mob_km_2017,kr_mob_ah_2017,kr_mob_fuss_2017,kr_mob_rad_2017,kr_mob_mivmf_2017,kr_mob_mivf_2017,kr_mob_oev_2017,kr_mob_oevw_2017,kr_mob_idx_2017,kr_mob_weg_f2020,kr_mob_weg_h2020,kr_mob_km_f2020,kr_mob_km_h2020,kr_mob_ah_f2020,kr_mob_ah_h2020,kr_mob_idx_f2020,kr_mob_idx_h2020,kr_mob_oev_f2020,kr_mob_oev_h2020,kr_mob_oevw_f2020,kr_mob_oevw_h2020
297,297,09,Freistaat Bayern,09672,Bad Kissingen,619,3.10223,40.7175,84.5,21.2,6.2,14.1,49.6,8.9,276.09847,71.157478181,2.3266725,2.481784,32.574,30.538125,76.05,80.275,38.425038218,40.559762563,6.23,7.12,144.95169675,176.7030208
298,298,09,Freistaat Bayern,09673,Rhön-Grabfeld,616,3.25243,43.4178,86.7,19.9,8.7,15.1,50.3,6.1,198.39823,81.621319337,2.4393225,2.601944,34.73424,32.56335,78.03,82.365,44.075512442,46.524152022,4.27,4.88,104.15907075,126.9748672
299,299,09,Freistaat Bayern,09674,Haßberge,630,3.34777,38.7042,85.9,21.8,6.9,13.2,52.1,6.1,204.21397,74.20200035,2.5108275,2.678216,30.96336,29.02815,77.31,81.605,40.069080189,42.2951402,4.27,4.88,107.21233425,130.6969408
300,300,09,Freistaat Bayern,09675,Kitzingen,612,3.19484,42.6493,85.9,22.0,7.6,16.4,47.0,7.0,223.6388,78.030236918,2.236388,2.39613,38.38437,34.11944,81.605,77.31,46.701096795,42.136327936,4.2,4.9,93.928296,117.41037
301,301,09,Freistaat Bayern,09676,Miltenberg,596,3.1744,43.2474,86.5,17.2,9.3,14.8,51.5,7.3,231.7312,79.16742185,2.3808,2.53952,32.43555,30.27318,82.175,77.85,42.305091051,39.900380612,3.65,5.11,86.8992,129.769472
302,302,09,Freistaat Bayern,09677,Main-Spessart,621,3.22685,39.2145,86.3,22.9,7.1,13.7,48.5,7.8,251.6943,72.802282632,2.4201375,2.58148,31.3716,29.410875,77.67,81.985,39.313232621,41.4973011,5.46,6.24,132.1395075,161.084352
303,303,09,Freistaat Bayern,09678,Schweinfurt,648,3.09359,39.5323,85.1,20.4,7.8,14.9,49.8,7.0,216.5513,69.383010328,2.165513,2.3201925,35.57907,31.62584,80.845,76.59,41.525731681,37.466825577,4.2,4.9,90.951546,113.6894325
304,304,09,Freistaat Bayern,09679,Würzburg,604,3.14027,43.751,86.1,21.5,7.3,14.7,46.4,10.1,317.16727,78.86183289,2.3552025,2.512216,32.81325,30.6257,81.795,77.49,42.141791951,39.746363777,5.05,7.07,118.93772625,177.6136712
305,305,09,Freistaat Bayern,09761,Augsburg,397,3.16296,34.2347,85.7,24.1,17.1,12.9,33.8,12.1,382.71816,61.865679741,2.214072,2.530368,27.38776,20.54082,81.415,77.13,32.912541622,26.725973648,4.84,7.865,107.1610848,199.0134432
306,306,09,Freistaat Bayern,09762,Kaufbeuren,498,3.07827,37.2621,83.6,21.7,12.1,13.6,44.8,7.8,240.10506,63.927696412,2.154789,2.3087025,33.53589,29.80968,79.42,75.24,38.260726303,34.520956062,4.68,5.46,100.8441252,126.0551565
307,307,09,Freistaat Bayern,09763,Kempten (Allgäu),474,3.13182,39.5713,85.0,23.7,10.3,13.3,43.0,9.7,303.78654,70.227106967,2.348865,2.505456,31.65704,29.678475,76.5,80.75,37.922637762,40.029450971,6.79,7.76,159.4879335,194.4233856
308,308,09,Freistaat Bayern,09764,Memmingen,500,3.25317,39.6816,86.8,24.5,18.1,12.6,37.3,7.4,240.73458,74.700653269,2.277219,2.4398775,35.71344,31.74528,82.46,78.12,44.708340981,40.338352765,4.44,5.18,101.1085236,126.3856545
309,309,09,Freistaat Bayern,09771,Aichach-Friedberg,587,3.11224,42.8979,86.4,18.7,13.7,14.6,45.2,7.8,242.75472,76.90093073,2.178568,2.33418,38.60811,34.31832,82.08,77.76,46.025207042,41.526502594,4.68,5.46,101.9569824,127.446228
310,310,09,Freistaat Bayern,09772,Augsburg,593,3.10897,42.1989,85.2,17.9,12.9,14.2,46.5,8.5,264.26245,74.518824828,2.3317275,2.487176,31.649175,29.53923,80.94,76.68,39.820997017,37.557487713,4.25,5.95,99.09841875,147.986972
311,311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,614,3.14583,43.227,84.6,16.5,12.6,16.0,48.3,6.6,207.62478,76.695423483,2.3593725,2.516664,34.5816,32.42025,76.14,80.37,41.415528681,43.716391385,4.62,5.28,109.0030095,132.8798592
312,312,09,Freistaat Bayern,09774,Günzburg,587,3.18362,40.003,84.2,18.3,10.5,14.2,51.0,6.1,194.20082,71.488242283,2.228534,2.387715,36.0027,32.0024,79.99,75.78,42.785713006,38.603650833,3.66,4.27,81.5643444,101.9554305
313,313,09,Freistaat Bayern,09775,Neu-Ulm,562,3.20191,41.3571,86.9,19.4,15.1,15.8,42.9,6.9,220.93179,76.716311854,2.4014325,2.561528,31.017825,28.94997,82.555,78.21,40.995279147,38.665021174,3.45,4.83,82.84942125,123.7218024
314,314,09,Freistaat Bayern,09776,Lindau (Bodensee),564,3.14601,41.717,84.6,18.7,13.1,13.6,46.8,7.9,248.53479,74.020543932,2.3595075,2.516808,31.28775,29.2019,80.37,76.14,39.554728164,37.306354142,3.95,5.53,93.20054625,139.1794824
315,315,09,Freistaat Bayern,09777,Ostallgäu,586,3.1956,42.5737,86.2,20.6,15.2,13.7,43.4,7.1,226.8876,78.182547034,2.23692,2.3967,38.31633,34.05896,81.89,77.58,46.7922544,42.218575398,4.26,4.97,95.292792,119.11599
316,316,09,Freistaat Bayern,09778,Unterallgäu,619,3.13667,41.8101,86.3,18.5,12.4,14.7,48.1,6.3,197.61021,75.45179449,2.195669,2.3525025,37.62909,33.44808,81.985,77.67,45.157899002,40.743969024,3.78,4.41,82.9962882,103.74536025
317,317,09,Freistaat Bayern,09779,Donau-Ries,614,3.0443,41.3116,84.6,18.5,10.2,15.2,49.1,7.0,213.101,70.931405788,2.283225,2.43544,33.04928,30.9837,76.14,80.37,38.302959126,40.430901299,4.9,5.6,111.878025,136.38464
318,318,09,Freistaat Bayern,09780,Oberallgäu,581,3.17586,41.1952,86.8,21.3,10.7,13.4,46.8,7.8,247.71708,75.707068715,2.381895,2.540688,32.95616,30.8964,78.12,82.46,40.881817106,43.153029168,5.46,6.24,130.051467,158.5389312
319,319,10,Saarland,10041,Regionalverband Saarbrücken,523,3.19971,38.3069,85.7,22.9,6.7,15.4,45.3,9.7,310.37187,70.028881431,2.3997825,2.559768,28.730175,26.81483,81.415,77.13,37.421683515,35.294556241,4.85,6.79,116.38945125,173.8082472
320,320,10,Saarland,10042,Landkreis Merzig-Wadern,637,3.11863,38.2065,83.0,17.8,5.0,14.8,54.9,7.5,233.89725,65.930738526,2.3389725,2.494904,28.654875,26.74455,78.85,74.7,35.2317384,33.229092217,3.75,5.25,87.71146875,130.98246
321,321,10,Saarland,10043,Landkreis Neunkirchen,607,3.03539,36.1874,82.0,18.1,3.5,14.9,55.6,8.0,242.8312,60.04743674,2.2765425,2.428312,27.14055,25.33118,77.9,73.8,32.087849008,30.263908117,4.0,5.6,91.0617,135.985472
322,322,10,Saarland,10044,Landkreis Saarlouis,634,3.08357,39.2603,83.3,18.4,5.9,14.8,53.3,7.6,234.35132,67.229699176,2.3126775,2.466856,29.445225,27.48221,79.135,74.97,35.925870497,33.883768385,3.8,5.32,87.881745,131.2367392
323,323,10,Saarland,10045,Saarpfalz-Kreis,628,3.10415,38.4396,84.7,19.4,5.8,15.4,52.0,7.4,229.7071,67.377316557,2.3281125,2.48332,28.8297,26.90772,80.465,76.23,36.004753535,33.958167545,3.7,5.18,86.1401625,128.635976
324,324,10,Saarland,10046,Landkreis St. Wendel,656,3.14643,38.9673,84.3,20.8,3.1,15.8,52.9,7.3,229.68939,68.905629537,2.3598225,2.517144,29.225475,27.27711,80.085,75.87,36.821445784,34.728437287,3.65,5.11,86.13352125,128.6260584
325,325,11,Berlin,11000,Berlin,291,3.01054,36.0289,84.9,28.0,14.7,11.0,23.5,22.8,686.40312,61.392007647,2.107378,2.408432,28.82312,21.61734,80.655,76.41,32.660548068,26.521347304,9.12,14.82,192.1928736,356.9296224
326,326,12,Brandenburg,12051,Brandenburg an der Havel,432,2.91421,36.9033,82.9,21.5,10.8,12.6,43.0,12.1,352.61941,59.43596515,2.039947,2.1856575,33.21297,29.52264,78.755,74.61,35.572425142,32.095421181,7.26,8.47,148.1001522,185.12519025
327,327,12,Brandenburg,12052,Cottbus,436,3.11081,35.1087,84.2,26.6,13.2,11.8,35.9,12.4,385.74044,61.30685922,2.177567,2.3331075,31.59783,28.08696,79.99,75.78,36.692155243,33.105703979,7.44,8.68,162.0109848,202.513731
328,328,12,Brandenburg,12053,Frankfurt (Oder),441,3.17818,35.3913,83.9,25.7,6.9,13.5,42.2,11.7,371.84706,62.913769612,2.383635,2.542544,28.31304,26.543475,75.51,79.705,33.973435591,35.860848679,8.19,9.36,195.2197065,237.9821184
329,329,12,Brandenburg,12054,Potsdam,376,3.20076,38.1219,85.2,26.4,14.3,10.2,32.8,16.4,524.92464,69.306821902,2.240532,2.560608,30.49752,22.87314,80.94,76.68,36.871229252,29.940547062,6.56,10.66,146.9788992,272.9608128
330,330,12,Brandenburg,12060,Barnim,539,3.03761,42.8732,84.2,21.5,11.2,13.5,42.6,11.3,343.24993,73.103596937,2.126327,2.2782075,38.58588,34.29856,79.99,75.78,43.752502767,39.475942346,6.78,7.91,144.1649706,180.20621325
331,331,12,Brandenburg,12061,Dahme-Spreewald,554,3.06878,43.3168,82.7,18.7,11.3,13.6,45.1,11.3,346.77214,73.288590867,2.301585,2.455024,34.65344,32.4876,74.43,78.565,39.575839068,41.774496794,7.91,9.04,182.0553735,221.9341696
332,332,12,Brandenburg,12062,Elbe-Elster,577,2.94616,42.4679,81.8,17.7,14.8,13.5,47.3,6.8,200.33888,68.230595147,2.20962,2.356928,33.97432,31.850925,73.62,77.71,36.844521379,38.891439234,4.76,5.44,105.177912,128.2168832
333,333,12,Brandenburg,12063,Havelland,536,2.95017,39.4943,84.3,17.8,11.6,14.5,44.2,12.0,354.0204,65.481373255,2.2126275,2.360136,31.59544,29.620725,75.87,80.085,35.359941558,37.324382756,8.4,9.6,185.86071,226.573056
334,334,12,Brandenburg,12064,Märkisch-Oderland,554,2.98924,43.4482,83.2,20.4,8.1,12.9,46.0,12.5,373.655,72.038496673,2.24193,2.391392,34.75856,32.58615,74.88,79.04,38.900788204,41.061943104,8.75,10.0,196.168875,239.1392
335,335,12,Brandenburg,12065,Oberhavel,539,3.10375,41.5866,83.3,21.9,10.5,12.7,43.9,11.0,341.4125,71.679322215,2.3278125,2.483,33.26928,31.18995,74.97,79.135,38.706833996,40.857213662,7.7,8.8,179.2415625,218.504
336,336,12,Brandenburg,12066,Oberspreewald-Lausitz,548,3.03337,36.584,82.6,21.0,12.5,13.1,46.7,6.8,206.26916,61.109026316,2.2750275,2.426696,29.2672,27.438,74.34,78.47,32.998874211,34.832145,4.76,5.44,108.291309,132.0122624
337,337,12,Brandenburg,12067,Oder-Spree,557,3.07975,40.1737,83.2,20.5,14.3,12.5,43.2,9.6,295.656,68.626107028,2.3098125,2.4638,32.13896,30.130275,74.88,79.04,37.058097795,39.116881006,6.72,7.68,155.2194,189.21984
338,338,12,Brandenburg,12068,Ostprignitz-Ruppin,532,3.10186,37.1116,85.1,20.7,19.8,12.6,41.5,5.4,167.50044,65.308569618,2.326395,2.481488,29.68928,27.8337,76.59,80.845,35.266627594,37.225884682,3.78,4.32,87.937731,107.2002816
339,339,12,Brandenburg,12069,Potsdam-Mittelmark,548,3.1093,41.8244,86.1,19.1,11.3,12.4,44.7,12.5,388.6625,74.645604372,2.17651,2.331975,37.64196,33.45952,81.795,77.49,44.675394217,40.308626361,7.5,8.75,163.23825,204.0478125
340,340,12,Brandenburg,12070,Prignitz,539,3.02864,37.5878,83.3,19.3,10.3,13.8,49.9,6.8,205.94752,63.219099237,2.27148,2.422912,30.07024,28.19085,74.97,79.135,34.138313588,36.034886565,4.76,5.44,108.122448,131.8064128
341,341,12,Brandenburg,12071,Spree-Neiße,580,3.00417,39.032,82.1,17.8,9.8,15.4,49.2,7.8,234.32526,64.179629856,2.102919,2.2531275,35.1288,31.2256,77.995,73.89,38.411508469,34.657000122,4.68,5.46,98.4166092,123.0207615
342,342,12,Brandenburg,12072,Teltow-Fläming,547,3.03878,41.2444,84.0,19.0,9.4,13.1,48.1,10.5,319.0719,70.186288386,2.279085,2.431024,32.99552,30.9333,75.6,79.8,37.900595728,40.00618438,7.35,8.4,167.5127475,204.206016
343,343,12,Brandenburg,12073,Uckermark,531,3.04443,38.902,84.0,22.4,13.0,13.6,41.7,9.3,283.13199,66.323272882,2.2833225,2.435544,31.1216,29.1765,75.6,79.8,35.814567356,37.804265543,6.51,7.44,148.64429475,181.2044736
344,344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",368,3.04644,32.6395,85.9,27.6,15.0,11.6,31.5,14.3,435.64092,56.942696752,2.132508,2.437152,26.1116,19.5837,81.605,77.31,30.293514672,24.599244997,5.72,9.295,121.9794576,226.5332784
345,345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",398,3.16456,35.377,84.1,27.5,12.6,12.8,33.0,14.1,446.20296,62.768113,2.215192,2.37342,31.8393,28.3016,79.895,75.69,37.56671563,33.89478102,8.46,9.87,187.4052432,234.256554
346,346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,517,3.08703,39.0944,84.2,22.9,12.2,13.3,43.5,8.1,250.04943,67.744842068,2.3152725,2.469624,31.27552,29.3208,75.78,79.99,36.582214717,38.614559979,5.67,6.48,131.27595075,160.0316352
347,347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,535,3.13093,38.7256,84.9,26.7,13.0,13.6,40.1,6.6,206.64138,68.625882829,2.3481975,2.504744,30.98048,29.0442,76.41,80.655,37.057976728,39.116753213,4.62,5.28,108.4867245,132.2504832
348,348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,498,3.10984,37.935,83.7,22.7,13.8,12.8,44.0,6.8,211.46912,65.828253463,2.33238,2.487872,30.348,28.45125,75.33,79.515,35.54725687,37.522104474,4.76,5.44,111.021288,135.3402368
349,349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,535,3.05583,38.4827,84.4,22.6,10.0,14.7,45.7,7.0,213.9081,66.167680823,2.139081,2.2918725,34.63443,30.78616,80.18,75.96,39.601356973,35.730547645,4.2,4.9,89.841402,112.3017525
350,350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,493,3.08356,35.2295,83.5,23.1,21.0,11.8,38.1,6.0,185.0136,60.471967541,2.31267,2.466848,28.1836,26.422125,75.15,79.325,32.654862472,34.469021498,4.2,4.8,97.13214,118.408704
351,351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,563,2.99846,42.5683,82.4,22.1,10.9,12.9,46.9,7.2,215.88912,70.116546753,2.248845,2.398768,34.05464,31.926225,74.16,78.28,37.862935247,39.966431649,5.04,5.76,113.341788,138.1690368
352,352,14,Sachsen,14511,Chemnitz,442,3.05588,34.6443,83.8,24.0,8.3,14.1,42.9,10.6,323.92328,59.14538272,2.139116,2.444704,27.71544,20.78658,79.61,75.42,31.465343607,25.550805335,4.24,6.89,90.6985184,168.4401056
353,353,14,Sachsen,14521,Erzgebirgskreis,550,3.11233,37.7779,84.2,21.0,4.9,14.8,52.9,6.4,199.18912,66.000052966,2.3342475,2.489864,28.333425,26.44453,79.99,75.78,35.268778304,33.264026695,3.2,4.48,74.69592,111.5459072
354,354,14,Sachsen,14522,Mittelsachsen,534,3.11458,36.6801,84.2,23.3,8.3,13.5,46.7,8.1,252.28098,64.128463422,2.180206,2.335935,33.01209,29.34408,79.99,75.78,38.380885358,34.629370248,4.86,5.67,105.9580116,132.4475145
355,355,14,Sachsen,14523,Vogtlandkreis,544,3.13967,39.8562,82.9,22.2,3.8,14.3,52.9,6.9,216.63723,69.158117674,2.197769,2.3547525,35.87058,31.88496,78.755,74.61,41.391133428,37.345383544,4.14,4.83,90.9876366,113.73454575
356,356,14,Sachsen,14524,Zwickau,532,3.16215,35.8221,84.8,28.1,5.6,13.6,45.7,7.1,224.51265,64.03805052,2.3716125,2.52972,26.866575,25.07547,80.56,76.32,34.220333247,32.275177462,3.55,4.97,84.19224375,125.727084
357,357,14,Sachsen,14612,Dresden,356,3.15318,35.052,86.8,25.8,14.6,12.2,32.1,15.4,485.58972,63.957286888,2.207226,2.522544,28.0416,21.0312,82.46,78.12,34.025276625,27.629547936,6.16,10.01,135.9651216,252.5066544
358,358,14,Sachsen,14625,Bautzen,552,3.10874,40.0213,85.2,22.8,7.6,14.0,47.5,8.1,251.80794,70.66818358,2.176118,2.331555,36.01917,32.01704,80.94,76.68,42.294907873,38.160819133,4.86,5.67,105.7593348,132.1991685
359,359,14,Sachsen,14626,Görlitz,513,2.97751,39.6761,82.3,21.5,11.4,13.4,47.3,6.4,190.56064,64.817276835,2.2331325,2.382008,31.74088,29.757075,74.07,78.185,35.001329491,36.945847796,4.48,5.12,100.044336,121.9588096
360,360,14,Sachsen,14627,Meißen,519,3.04197,39.4384,83.3,19.9,12.0,13.0,47.4,7.6,231.18972,66.623578598,2.129379,2.2814775,35.49456,31.55072,79.135,74.97,39.874211791,35.976732443,4.56,5.32,97.0996824,121.374603
361,361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,525,3.20028,39.0068,85.9,24.5,7.2,15.1,43.9,9.2,294.42576,71.487515837,2.240196,2.40021,35.10612,31.20544,81.605,77.31,42.785278228,38.603258552,5.52,6.44,123.6588192,154.573524
362,362,14,Sachsen,14713,Leipzig,343,3.14197,37.02,85.3,25.1,15.3,11.5,32.4,15.8,496.43126,66.144878119,2.199379,2.513576,29.616,22.212,81.035,76.77,35.189075159,28.574587347,6.32,10.27,139.0007528,258.1442552
363,363,14,Sachsen,14729,Leipzig,540,3.12572,38.7995,83.9,20.0,12.3,12.6,46.7,8.4,262.56048,67.833918043,2.188004,2.34429,34.91955,31.0396,79.705,75.51,40.598599949,36.630315743,5.04,5.88,110.2754016,137.844252
364,364,14,Sachsen,14730,Nordsachsen,534,3.11621,38.6805,84.8,21.3,9.6,13.4,48.4,7.3,227.48333,68.143335765,2.3371575,2.492968,30.9444,29.010375,76.32,80.56,36.797401313,38.841701386,5.11,5.84,119.42874825,145.5893312
365,365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,475,3.16106,38.3278,85.3,20.5,18.6,13.2,40.4,7.4,233.91844,68.897649049,2.212742,2.370795,34.49502,30.66224,81.035,76.77,41.235242956,37.204730487,4.44,5.18,98.2457448,122.807181
366,366,15,Sachsen-Anhalt,15002,Halle (Saale),351,3.09152,37.3658,85.1,23.8,12.4,12.1,34.2,17.5,541.016,65.536711621,2.164064,2.473216,29.89264,22.41948,80.845,76.59,34.865530582,28.31185942,7.0,11.375,151.48448,281.32832
367,367,15,Sachsen-Anhalt,15003,Magdeburg,411,3.13538,36.2312,85.3,25.4,10.7,13.2,37.4,13.3,417.00554,64.599725745,2.194766,2.508304,28.98496,21.73872,81.035,76.77,34.367054096,27.907081522,5.32,8.645,116.7615512,216.8428808
368,368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,563,3.00676,39.7769,83.8,19.2,11.6,14.0,47.0,8.2,246.55432,66.81630531,2.104732,2.25507,35.79921,31.82152,79.61,75.42,39.989558728,36.080804867,4.92,5.74,103.5528144,129.441018
369,369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,535,3.0454,37.2685,83.9,21.2,10.5,14.2,46.6,7.5,228.405,63.482929351,2.13178,2.28405,33.54165,29.8148,79.705,75.51,37.994533216,34.280781849,4.5,5.25,95.9301,119.912625
370,370,15,Sachsen-Anhalt,15083,Börde,571,2.98241,40.2702,83.4,20.1,8.2,14.1,49.0,8.6,256.48726,66.776849433,2.2368075,2.385928,32.21616,30.20265,75.06,79.23,36.059498694,38.062804177,6.02,6.88,134.6558115,164.1518464
371,371,15,Sachsen-Anhalt,15084,Burgenlandkreis,523,2.92338,39.8373,83.6,20.7,8.5,14.3,48.8,7.8,228.02364,64.906798159,2.046366,2.192535,35.85357,31.86984,79.42,75.24,38.846718698,35.049671006,4.68,5.46,95.7699288,119.712411
372,372,15,Sachsen-Anhalt,15085,Harz,532,3.03426,36.7516,83.2,21.2,14.3,13.5,43.7,7.3,221.50098,61.853048645,2.123982,2.275695,33.07644,29.40128,79.04,74.88,37.019049614,33.400646268,4.38,5.11,93.0304116,116.2880145
373,373,15,Sachsen-Anhalt,15086,Jerichower Land,559,3.05871,38.9844,84.4,17.3,14.7,13.2,47.7,7.1,217.16841,67.093484107,2.2940325,2.446968,31.18752,29.2383,75.96,80.18,36.230481418,38.243285941,4.97,5.68,114.01341525,138.9877824
374,374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,544,3.05565,37.2657,83.1,23.4,8.6,14.5,46.8,6.7,204.72855,63.084498658,2.2917375,2.44452,29.81256,27.949275,74.79,78.945,34.065629275,35.958164235,4.69,5.36,107.48248875,131.026272
375,375,15,Sachsen-Anhalt,15088,Saalekreis,564,3.09046,39.3177,84.9,20.6,8.1,12.8,49.7,8.8,271.96048,68.774534994,2.163322,2.317845,35.38593,31.45416,80.655,76.41,41.161559194,37.138248897,5.28,6.16,114.2234016,142.779252
376,376,15,Sachsen-Anhalt,15089,Salzlandkreis,512,3.0562,35.0769,83.1,19.6,11.4,13.8,47.7,7.5,229.215,59.389920066,2.13934,2.29215,31.56921,28.06152,78.945,74.79,35.54486716,32.070556836,4.5,5.25,96.2703,120.337875
377,377,15,Sachsen-Anhalt,15090,Stendal,521,3.02805,38.3625,83.0,21.6,12.1,13.5,44.4,8.4,254.3562,64.277174363,2.2710375,2.42244,30.69,28.771875,74.7,78.85,34.709674156,36.637989387,5.88,6.72,133.537005,162.787968
378,378,15,Sachsen-Anhalt,15091,Wittenberg,554,3.07163,37.5669,84.1,18.8,14.9,12.3,46.8,7.2,221.15736,64.696233291,2.3037225,2.457304,30.05352,28.175175,75.69,79.895,34.935965977,36.876852976,5.04,5.76,116.107614,141.5407104
379,379,16,Thüringen,16051,Erfurt,399,3.16055,33.0361,84.7,30.4,10.9,11.8,32.6,14.3,451.95865,58.958114826,2.212385,2.52844,26.42888,19.82166,80.465,76.23,31.365717087,25.469905605,5.72,9.295,126.548422,235.018498
380,380,16,Thüringen,16052,Gera,442,3.13371,34.4004,84.4,27.1,5.1,11.9,43.5,12.4,388.58004,60.655960398,2.3502825,2.506968,25.8003,24.08028,80.18,75.96,32.413028838,30.57060404,6.2,8.68,145.717515,217.6048224
381,381,16,Thüringen,16053,Jena,359,3.0988,33.4059,85.6,27.9,16.0,12.0,29.7,14.3,443.1284,59.0743878,2.16916,2.47904,26.72472,20.04354,81.32,77.04,31.427574309,25.520135529,5.72,9.295,124.075952,230.426768
382,382,16,Thüringen,16054,Suhl,502,3.12145,39.0619,84.5,25.6,6.2,13.4,46.7,8.0,249.716,68.687102502,2.3410875,2.49716,31.24952,29.296425,76.05,80.275,37.091035351,39.151648426,5.6,6.4,131.1009,159.81824
383,383,16,Thüringen,16055,Weimar,402,3.20308,36.1878,86.8,29.2,11.5,11.5,37.9,9.9,317.10492,67.074652795,2.40231,2.562464,27.14085,25.33146,82.46,78.12,35.843017587,33.805625009,4.95,6.93,118.914345,177.5787552
384,384,16,Thüringen,16056,Eisenach,442,3.20009,39.8181,84.5,30.2,7.5,12.5,40.3,9.5,304.00855,71.780780378,2.4000675,2.560072,31.85448,29.863575,76.05,80.275,38.761621404,40.915044815,6.65,7.6,159.60448875,194.565472
385,385,16,Thüringen,16061,Eichsfeld,564,3.15792,39.4021,84.9,24.3,4.7,14.7,48.5,7.8,246.31776,70.426632672,2.210544,2.36844,35.46189,31.52168,80.655,76.41,42.150339654,38.030381643,4.68,5.46,103.4534592,129.316824
386,386,16,Thüringen,16062,Nordhausen,533,2.96764,37.0911,83.1,21.9,4.2,13.9,51.4,8.7,258.18468,60.98045973,2.22573,2.374112,29.67288,27.818325,74.79,78.945,32.929448254,34.758862046,6.09,6.96,135.546957,165.2381952
387,387,16,Thüringen,16063,Wartburgkreis,595,3.09837,39.4852,84.5,20.1,6.8,13.8,51.0,8.3,257.16471,68.918064307,2.3237775,2.478696,31.58816,29.6139,76.05,80.275,37.215754726,39.283296655,5.81,6.64,135.01147275,164.5854144
388,388,16,Thüringen,16064,Unstrut-Hainich-Kreis,514,3.08182,39.6712,84.6,23.0,7.2,13.9,47.7,8.3,255.79106,68.954356637,2.311365,2.465456,31.73696,29.7534,76.14,80.37,37.235352584,39.303983283,5.81,6.64,134.2903065,163.7062784
389,389,16,Thüringen,16065,Kyffhäuserkreis,572,2.99477,36.7546,81.6,23.7,7.5,13.5,49.0,6.3,188.67051,59.878935952,2.2460775,2.395816,29.40368,27.56595,73.44,77.52,32.334625414,34.130993493,4.41,5.04,99.05201775,120.7491264
390,390,16,Thüringen,16066,Schmalkalden-Meiningen,569,3.08337,39.9784,84.0,22.3,7.8,14.1,49.1,6.7,206.58579,69.030191556,2.3125275,2.466696,31.98272,29.9838,75.6,79.8,37.27630344,39.347209187,4.69,5.36,108.45753975,132.2149056
391,391,16,Thüringen,16067,Gotha,525,3.14079,37.3814,85.2,25.1,6.3,13.5,46.9,8.3,260.68557,66.68724831,2.198553,2.3555925,33.64326,29.90512,80.94,76.68,39.912318113,36.011114087,4.98,5.81,109.4879394,136.85992425
392,392,16,Thüringen,16068,Sömmerda,543,3.14806,38.1952,85.1,22.8,12.3,13.2,45.3,6.4,201.47584,68.216603264,2.361045,2.518448,30.55616,28.6464,76.59,80.845,36.836965763,38.883463861,4.48,5.12,105.774816,128.9445376
393,393,16,Thüringen,16069,Hildburghausen,586,3.05633,38.5268,83.5,21.3,6.9,14.0,51.3,6.5,198.66145,65.547842152,2.2922475,2.445064,30.82144,28.8951,75.15,79.325,35.395834762,37.362270027,4.55,5.2,104.29726125,127.143328
394,394,16,Thüringen,16070,Ilm-Kreis,517,3.16208,39.534,84.4,20.5,10.4,14.3,46.7,8.1,256.12848,70.338774725,2.213456,2.37156,35.5806,31.6272,80.18,75.96,42.097756673,37.982938352,4.86,5.67,107.5739616,134.467452
395,395,16,Thüringen,16071,Weimarer Land,559,3.24797,37.9975,85.8,21.4,6.0,14.2,52.0,6.4,207.87008,70.593231323,2.4359775,2.598376,28.498125,26.59825,81.51,77.22,37.723257988,35.578988587,3.2,4.48,77.95128,116.4072448
396,396,16,Thüringen,16072,Sonneberg,561,3.04732,38.1055,85.0,20.7,7.7,13.4,51.8,6.4,195.02848,65.801136281,2.28549,2.437856,30.4844,28.579125,76.5,80.75,35.532613592,37.50664768,4.48,5.12,102.389952,124.8182272
397,397,16,Thüringen,16073,Saalfeld-Rudolstadt,566,3.05312,37.7786,83.7,26.2,8.8,14.1,43.3,7.6,232.03712,64.361170371,2.28984,2.442496,30.22288,28.33395,75.33,79.515,34.755032001,36.685867112,5.32,6.08,121.819488,148.5037568
398,398,16,Thüringen,16074,Saale-Holzland-Kreis,569,3.22019,37.9251,85.8,28.7,10.0,12.5,41.9,6.8,218.97292,69.856087884,2.254133,2.4151425,34.13259,30.34008,81.51,77.22,41.808868598,37.722287457,4.08,4.76,91.9686264,114.960783
