_id,id,ags2,bundesland,ags5,kreis,kr_pkw_dichte,kr_mob_weg_2017,kr_mob_km_2017,kr_mob_ah_2017,kr_mob_fuss_2017,kr_mob_rad_2017,kr_mob_mivmf_2017,kr_mob_mivf_2017,kr_mob_oev_2017,kr_mob_oevw_2017,kr_mob_idx_2017,kr_mob_weg_f2020,kr_mob_weg_h2020,kr_mob_km_f2020,kr_mob_km_h2020,kr_mob_ah_f2020,kr_mob_ah_h2020,kr_mob_idx_f2020,kr_mob_idx_h2020,kr_mob_oev_f2020,kr_mob_oev_h2020,kr_mob_oevw_f2020,kr_mob_oevw_h2020
94,94,05,Nordrhein-Westfalen,05558,Coesfeld,577,3.17882,38.5994,86.7,16.9,21.1,14.5,40.8,6.7,212.98094,70.920914841,2.384115,2.543056,28.94955,27.01958,82.365,78.03,37.898363868,35.74414108,3.35,4.69,79.8678525,119.2693264
95,95,05,Nordrhein-Westfalen,05562,Recklinghausen,538,3.20963,36.6376,85.8,21.6,13.5,13.4,43.3,8.1,259.98003,67.26327613,2.4072225,2.567704,27.4782,25.64632,81.51,77.22,35.943813182,33.90069117,4.05,5.67,97.49251125,145.5888168
96,96,05,Nordrhein-Westfalen,05566,Steinfurt,550,3.26348,38.1529,85.4,17.7,17.6,13.4,43.6,7.7,251.28796,70.888391388,2.44761,2.610784,28.614675,26.70703,81.13,76.86,37.880984148,35.72774926,3.85,5.39,94.232985,140.7212576
97,97,05,Nordrhein-Westfalen,05570,Warendorf,557,3.28459,40.2019,87.6,19.2,19.9,14.0,40.3,6.6,216.78294,77.115307093,2.4634425,2.627672,30.151425,28.14133,83.22,78.84,41.208492228,38.866114775,3.3,4.62,81.2936025,121.3984464
98,98,05,Nordrhein-Westfalen,05711,Bielefeld,450,3.18738,32.9912,86.2,22.2,12.4,13.8,39.7,12.0,382.4856,60.429355527,2.231166,2.549904,26.39296,19.79472,81.89,77.58,32.14841714,26.105481588,4.8,7.8,107.095968,198.892512
99,99,05,Nordrhein-Westfalen,05754,Gütersloh,561,3.18493,40.0541,85.0,15.5,16.1,15.1,47.0,6.4,203.83552,72.289386004,2.3886975,2.547944,30.040575,28.03787,80.75,76.5,38.629640646,36.433850546,3.2,4.48,76.43832,114.1478912
100,100,05,Nordrhein-Westfalen,05758,Herford,588,3.10208,36.7104,85.4,19.2,9.4,15.8,48.4,7.2,223.34976,64.834881585,2.32656,2.481664,27.5328,25.69728,81.13,76.86,34.646139847,32.676780319,3.6,5.04,83.75616,125.0758656
101,101,05,Nordrhein-Westfalen,05762,Höxter,592,3.30793,40.484,84.7,21.9,8.8,14.2,48.4,6.8,224.93924,75.619165125,2.315551,2.4809475,36.4356,32.3872,80.465,76.23,45.258070327,40.834349168,4.08,4.76,94.4744808,118.093101
102,102,05,Nordrhein-Westfalen,05766,Lippe,564,3.09747,39.0188,84.2,17.9,9.9,15.0,49.7,7.4,229.21278,67.842501047,2.3231025,2.477976,29.2641,27.31316,79.99,75.78,36.253336497,34.192620528,3.7,5.18,85.9547925,128.3591568
103,103,05,Nordrhein-Westfalen,05770,Minden-Lübbecke,591,3.19302,38.2375,85.0,18.3,12.7,15.1,47.4,6.5,207.5463,69.186091275,2.394765,2.554416,28.678125,26.76625,80.75,76.5,36.971317525,34.869790003,3.25,4.55,77.8298625,116.225928
104,104,05,Nordrhein-Westfalen,05774,Paderborn,536,3.11579,37.7749,85.1,21.5,11.6,15.1,44.5,7.3,227.45267,66.774370651,2.3368425,2.492632,28.331175,26.44243,80.845,76.59,35.682554316,33.654282808,3.65,5.11,85.29475125,127.3734952
105,105,05,Nordrhein-Westfalen,05911,Bochum,463,3.26347,35.8951,86.0,23.2,7.2,13.9,42.3,13.4,437.30498,67.161747012,2.284429,2.610776,28.71608,21.53706,81.7,77.4,35.73004941,29.013874709,5.36,8.71,122.4453944,227.3985896
106,106,05,Nordrhein-Westfalen,05913,Dortmund,448,3.08585,35.0131,84.4,26.4,9.2,13.2,37.3,13.9,428.93315,60.793418261,2.160095,2.46868,28.01048,21.00786,80.18,75.96,32.342098515,26.262756689,5.56,9.035,120.101282,223.045238
107,107,05,Nordrhein-Westfalen,05914,Hagen,476,3.04991,35.1154,84.2,24.4,6.9,14.1,42.5,12.2,372.08902,60.118131797,2.134937,2.439928,28.09232,21.06924,79.99,75.78,31.982846116,25.971032936,4.88,7.93,104.1849256,193.4862904
108,108,05,Nordrhein-Westfalen,05915,Hamm,497,3.04621,35.6357,83.4,20.9,13.5,14.1,41.8,9.7,295.48237,60.355927088,2.132347,2.436968,28.50856,21.38142,79.23,75.06,32.109353211,26.073760502,3.88,6.305,82.7350636,153.6508324
109,109,05,Nordrhein-Westfalen,05916,Herne,459,3.05172,34.8445,83.7,21.1,10.3,13.3,43.6,11.6,353.99952,59.335296907,2.136204,2.441376,27.8756,20.9067,79.515,75.33,31.566377955,25.632848264,4.64,7.54,99.1198656,184.0797504
110,110,05,Nordrhein-Westfalen,05954,Ennepe-Ruhr-Kreis,560,3.04277,38.0947,84.2,21.6,5.2,14.5,47.3,11.3,343.83301,65.066060992,2.2820775,2.434216,28.571025,26.66629,79.99,75.78,34.769676343,32.79329474,5.65,7.91,128.93737875,192.5464856
111,111,05,Nordrhein-Westfalen,05958,Hochsauerlandkreis,580,3.17583,40.778,86.5,21.8,5.2,15.6,50.3,7.0,222.3081,74.680637543,2.223081,2.3818725,36.7002,32.6224,82.175,77.85,44.69636157,40.327544273,4.2,4.9,93.369402,116.7117525
112,112,05,Nordrhein-Westfalen,05962,Märkischer Kreis,566,3.14244,41.6475,83.8,20.2,5.1,16.9,50.8,7.0,219.9708,73.115371451,2.35683,2.513952,31.235625,29.15325,79.61,75.42,39.071026619,36.850147211,3.5,4.9,82.48905,123.183648
113,113,05,Nordrhein-Westfalen,05966,Olpe,598,3.17912,40.2724,85.9,20.9,6.8,15.9,47.0,9.4,298.83728,73.31896705,2.38434,2.543296,30.2043,28.19068,81.605,77.31,39.179823017,36.952759393,4.7,6.58,112.06398,167.3488768
114,114,05,Nordrhein-Westfalen,05970,Siegen-Wittgenstein,557,3.05581,37.4841,84.7,21.8,4.2,15.3,50.1,8.6,262.79966,64.679341077,2.2918575,2.444648,28.113075,26.23887,80.465,76.23,34.563022888,32.598387903,4.3,6.02,98.5498725,147.1678096
115,115,05,Nordrhein-Westfalen,05974,Soest,579,3.19802,40.816,85.3,18.7,12.4,14.9,47.3,6.7,214.26734,74.22827855,2.398515,2.558416,30.612,28.5712,81.035,76.77,39.66573635,37.411052389,3.35,4.69,80.3502525,119.9897104
116,116,05,Nordrhein-Westfalen,05978,Unna,558,3.10585,38.6444,85.4,19.4,14.4,13.3,44.3,8.6,267.1031,68.333498745,2.3293875,2.48468,28.9833,27.05108,81.13,76.86,36.515713392,34.440083368,4.3,6.02,100.1636625,149.577736
117,117,06,Hessen,06411,Kreisfreie Stadt Darmstadt,382,3.26837,37.4568,87.0,26.5,18.7,11.5,29.7,13.7,447.76669,71.005155221,2.287859,2.614696,29.96544,22.47408,82.65,78.3,37.774742578,30.674227056,5.48,8.905,125.3746732,232.8386788
118,118,06,Hessen,06412,Kreisfreie Stadt Frankfurt am Main,322,3.17509,35.4147,85.5,29.9,14.8,9.4,25.8,20.1,638.19309,64.093570099,2.222563,2.540072,28.33176,21.24882,81.225,76.95,34.097779293,27.688422283,8.04,13.065,178.6940652,331.8604068
119,119,06,Hessen,06413,Kreisfreie Stadt Offenbach am Main,369,3.13781,35.2928,84.4,26.6,13.3,11.6,33.6,14.9,467.53369,62.310888699,2.196467,2.510248,28.23424,21.17568,80.18,75.96,33.149392788,26.918303918,5.96,9.685,130.9094332,243.1175188
120,120,06,Hessen,06414,Landeshauptstadt Wiesbaden,435,3.04359,41.6484,86.0,24.9,7.2,13.9,37.5,16.5,502.19235,72.676108153,2.130513,2.434872,33.31872,24.98904,81.7,77.4,38.663689538,31.396078722,6.6,10.725,140.613858,261.140022
121,121,06,Hessen,06431,Bergstraße,584,3.18867,42.5246,85.1,18.1,9.8,15.3,47.3,9.4,299.73498,76.928650504,2.3915025,2.550936,31.89345,29.76722,80.845,76.59,41.108747613,38.772039854,4.7,6.58,112.4006175,167.8515888
122,122,06,Hessen,06432,Darmstadt-Dieburg,575,3.27497,40.793,86.9,22.2,12.2,13.4,43.7,8.5,278.37245,77.396529801,2.4562275,2.619976,30.59475,28.5551,82.555,78.21,41.358770612,39.00785102,4.25,5.95,104.38966875,155.888572
123,123,06,Hessen,06433,Groß-Gerau,496,3.09072,40.4007,85.8,21.8,13.2,12.9,42.1,10.0,309.072,71.42406786,2.31804,2.472576,30.300525,28.28049,81.51,77.22,38.167236263,35.997730202,5.0,7.0,115.902,173.08032
124,124,06,Hessen,06434,Hochtaunus,549,3.22365,40.6417,86.7,24.7,9.1,14.7,41.5,10.0,322.365,75.726448166,2.4177375,2.57892,30.481275,28.44919,82.365,78.03,40.466320739,38.166129876,5.0,7.0,120.886875,180.5244
125,125,06,Hessen,06435,Main-Kinzig,562,3.17641,41.7746,85.7,23.1,9.5,14.8,42.8,9.7,308.11177,75.812080939,2.3823075,2.541128,31.33095,29.24222,81.415,77.13,40.512080752,38.209288793,4.85,6.79,115.54191375,172.5425912
126,126,06,Hessen,06436,Main-Taunus,557,3.11759,44.9819,87.0,19.9,8.0,15.0,47.8,9.3,289.93587,81.33637054,2.3381925,2.494072,33.736425,31.48733,82.65,78.3,43.464123007,40.993530752,4.65,6.51,108.72595125,162.3640872
127,127,06,Hessen,06437,Odenwaldkreis,600,3.16569,40.0057,86.3,21.5,6.2,15.4,49.9,7.0,221.5983,72.863460764,2.3742675,2.532552,30.004275,28.00399,81.985,77.67,38.936411846,36.723184225,3.5,4.9,83.0993625,124.095048
128,128,06,Hessen,06438,Offenbach,529,3.12535,42.5959,86.0,22.0,11.8,14.1,41.6,10.4,325.0364,76.326201744,2.3440125,2.50028,31.946925,29.81713,81.7,77.4,40.786814057,38.468405679,5.2,7.28,121.88865,182.020384
129,129,06,Hessen,06439,Rheingau-Taunus,604,3.09822,41.9819,84.5,23.1,5.8,14.4,46.8,9.8,303.62556,73.272294716,2.323665,2.478576,31.486425,29.38733,80.275,76.05,39.154882489,36.929236537,4.9,6.86,113.859585,170.0303136
130,130,06,Hessen,06440,Wetterau,570,3.11903,42.0001,83.8,22.9,7.7,14.0,46.0,9.4,293.18882,73.18509417,2.3392725,2.495224,31.500075,29.40007,79.61,75.42,39.108284697,36.885287462,4.7,6.58,109.9458075,164.1857392
131,131,06,Hessen,06531,Gießen,518,3.11936,40.7231,85.4,20.8,9.5,13.6,48.4,7.7,240.19072,72.32241858,2.33952,2.495488,30.542325,28.50617,81.13,76.86,38.647292429,36.450498964,3.85,5.39,90.07152,134.5068032
132,132,06,Hessen,06532,Lahn-Dill,587,3.08614,38.2817,83.1,22.6,4.4,16.9,48.0,8.1,249.97734,65.451047843,2.314605,2.468912,28.711275,26.79719,78.945,74.79,34.975403691,32.987328113,4.05,5.67,93.7415025,139.9873104
133,133,06,Hessen,06533,Limburg-Weilburg,592,3.0921,39.5879,83.9,24.2,4.6,15.7,48.6,7.0,216.447,68.467851033,2.319075,2.47368,29.690925,27.71153,79.705,75.51,36.587507896,34.507796921,3.5,4.9,81.167625,121.21032
134,134,06,Hessen,06534,Marburg-Biedenkopf,532,3.13065,37.5064,83.8,23.2,7.0,13.8,46.8,9.3,291.15045,65.598311035,2.191455,2.3479875,33.75576,30.00512,79.61,75.42,39.260589154,35.423087959,5.58,6.51,122.283189,152.85398625
135,135,06,Hessen,06535,Vogelsberg,632,3.20642,42.2134,85.2,20.6,4.7,14.1,53.1,7.5,240.4815,76.881009536,2.404815,2.565136,33.77072,31.66005,76.68,80.94,41.515745149,43.822175435,5.25,6.0,126.2527875,153.90816
136,136,06,Hessen,06611,Kreisfreie Stadt Kassel,383,3.13657,34.628,84.8,26.8,11.0,11.8,33.4,17.0,533.2169,61.402631849,2.195599,2.509256,27.7024,20.7768,80.56,76.32,32.666200144,26.525936959,6.8,11.05,149.300732,277.272788
137,137,06,Hessen,06631,Fulda,580,3.06065,40.3789,84.4,22.8,5.8,14.8,48.1,8.5,260.15525,69.537542774,2.142455,2.2954875,36.34101,32.30312,80.18,75.96,41.61821935,37.550273098,5.1,5.95,109.265205,136.58150625
138,138,06,Hessen,06632,Hersfeld-Rotenburg,606,3.04466,38.0101,83.3,20.0,6.4,15.3,50.4,7.8,237.48348,64.267522185,2.283495,2.435728,30.40808,28.507575,74.97,79.135,34.70446198,36.632487646,5.46,6.24,124.678827,151.9894272
139,139,06,Hessen,06633,Kassel,587,3.12578,39.2978,84.4,23.2,5.0,14.9,48.4,8.5,265.6913,69.115878685,2.344335,2.500624,29.47335,27.50846,80.18,75.96,36.933797672,34.834402857,4.25,5.95,99.6342375,148.787128
140,140,06,Hessen,06634,Schwalm-Eder,618,3.14023,40.5296,84.8,20.6,5.0,14.4,53.2,6.8,213.53564,71.95125427,2.198161,2.3551725,36.47664,32.42368,80.56,76.32,43.062825681,38.853677306,4.08,4.76,89.6849688,112.106211
141,141,06,Hessen,06635,Waldeck-Frankenberg,612,3.12669,39.5425,84.2,22.7,5.7,13.7,51.5,6.4,200.10816,69.401647541,2.3450175,2.501352,31.634,29.656875,75.78,79.99,37.476889672,39.558939098,4.48,5.12,105.056784,128.0692224
142,142,06,Hessen,06636,Werra-Meißner,582,2.95255,38.3124,82.8,23.7,6.7,14.9,48.3,6.5,191.91575,62.441840694,2.2144125,2.36204,30.64992,28.7343,74.52,78.66,33.718593975,35.591849196,4.55,5.2,100.75576875,122.82608
143,143,07,Rheinland-Pfalz,07111,Stadt Koblenz,451,3.14812,37.3767,86.6,26.9,9.3,13.5,39.0,11.2,352.58944,67.932698448,2.203684,2.518496,29.90136,22.42602,82.27,77.94,36.140195574,29.34692573,4.48,7.28,98.7250432,183.3465088
144,144,07,Rheinland-Pfalz,07131,Ahrweiler,603,3.17935,42.7667,85.9,26.1,5.6,13.7,45.5,9.1,289.32085,77.865662845,2.225545,2.3845125,38.49003,34.21336,81.605,77.31,46.602599213,42.047457936,5.46,6.37,121.514757,151.89344625
145,145,07,Rheinland-Pfalz,07132,Altenkirchen (Ww),592,3.12989,39.8516,84.5,19.0,6.6,16.2,50.1,8.1,253.52109,70.265200036,2.3474175,2.503912,29.8887,27.89612,80.275,76.05,37.547966269,35.413660818,4.05,5.67,95.07040875,141.9718104
146,146,07,Rheinland-Pfalz,07133,Bad Kreuznach,579,3.0318,36.807,83.6,22.5,6.9,15.1,45.7,9.8,297.1164,62.193641822,2.12226,2.27385,33.1263,29.4456,79.42,75.24,37.222894631,33.584566584,5.88,6.86,124.788888,155.98611
147,147,07,Rheinland-Pfalz,07134,Birkenfeld,595,3.05094,40.886,83.1,18.4,5.8,16.6,52.4,6.8,207.46392,69.106365993,2.288205,2.440752,32.7088,30.6645,74.79,78.945,37.317437636,39.390628616,4.76,5.44,108.918558,132.7769088
148,148,07,Rheinland-Pfalz,07135,Cochem-Zell,625,3.13626,40.7723,84.7,19.9,9.4,14.4,49.0,7.3,228.94698,72.205357305,2.352195,2.509008,32.61784,30.579225,76.23,80.465,38.990892945,41.157053664,5.11,5.84,120.1971645,146.5260672
149,149,07,Rheinland-Pfalz,07137,Mayen-Koblenz,592,3.03947,41.7299,84.6,20.5,6.1,15.6,50.1,7.8,237.07866,71.535943442,2.2796025,2.431576,31.297425,29.21093,80.37,76.14,38.227019777,36.054115495,3.9,5.46,88.9044975,132.7640496
150,150,07,Rheinland-Pfalz,07138,Neuwied,591,3.10029,38.1359,83.7,21.4,6.0,16.2,48.0,8.3,257.32407,65.973650971,2.3252175,2.480232,28.601925,26.69513,79.515,75.33,35.254669738,33.25072009,4.15,5.81,96.49652625,144.1014792
151,151,07,Rheinland-Pfalz,07140,Rhein-Hunsrück-Kreis,617,3.13159,43.5539,85.3,23.4,4.9,14.4,48.9,8.4,263.05356,77.562128613,2.192113,2.3486925,39.19851,34.84312,81.035,76.77,46.420933975,41.883549451,5.04,5.88,110.4824952,138.103119
152,152,07,Rheinland-Pfalz,07141,Rhein-Lahn-Kreis,608,3.12931,38.9734,85.0,21.7,6.1,14.5,49.0,8.7,272.24997,69.110581867,2.3469825,2.503448,29.23005,27.28138,80.75,76.5,36.930967185,34.831733261,4.35,6.09,102.09373875,152.4599832
153,153,07,Rheinland-Pfalz,07143,Westerwaldkreis,609,3.29278,41.5998,86.8,19.6,4.9,15.2,53.6,6.7,220.61626,79.265175225,2.469585,2.634224,31.19985,29.11986,82.46,78.12,42.357328011,39.949648313,3.35,4.69,82.7310975,123.5451056
154,154,07,Rheinland-Pfalz,07211,Stadt Trier,414,3.21237,36.6013,85.9,25.5,12.3,12.2,38.0,12.0,385.4844,67.332381754,2.248659,2.569896,29.28104,21.96078,81.605,77.31,35.820827093,29.087588918,4.8,7.8,107.935632,200.451888
155,155,07,Rheinland-Pfalz,07231,Bernkastel-Wittlich,612,3.18508,42.5333,85.2,23.7,8.3,14.4,47.0,6.6,210.21528,76.948075077,2.38881,2.548064,34.02664,31.899975,76.68,80.94,41.551960542,43.860402794,4.62,5.28,110.363022,134.5377792
156,156,07,Rheinland-Pfalz,07232,Eifelkreis Bitburg-Prüm,613,3.11286,42.6465,85.2,18.8,6.3,16.0,51.4,7.4,230.35164,75.403467706,2.334645,2.490288,34.1172,31.984875,76.68,80.94,40.717872561,42.979976593,5.18,5.92,120.934611,147.4250496
157,157,07,Rheinland-Pfalz,07233,Vulkaneifel,629,3.08846,41.2334,84.7,18.8,8.8,14.9,50.6,6.9,213.10374,71.909004973,2.316345,2.470768,32.98672,30.92505,76.23,80.465,38.830862685,40.988132835,4.83,5.52,111.8794635,136.3863936
158,158,07,Rheinland-Pfalz,07235,Trier-Saarburg,623,3.14601,39.6096,85.3,20.7,6.4,14.9,49.0,9.0,283.1409,70.86280309,2.202207,2.3595075,35.64864,31.68768,81.035,76.77,42.411387649,38.265913668,5.4,6.3,118.919178,148.6489725
159,159,07,Rheinland-Pfalz,07311,Stadt Frankenthal (Pfalz),495,3.05219,37.5726,84.4,19.7,20.9,13.4,36.9,9.2,280.80148,64.525889741,2.2891425,2.441752,28.17945,26.30082,80.18,75.96,34.48102233,32.521048429,4.6,6.44,105.300555,157.2488288
160,160,07,Rheinland-Pfalz,07312,Stadt Kaiserslautern,442,3.09341,37.4607,85.7,25.4,6.2,14.9,43.5,10.1,312.43441,66.206851678,2.3200575,2.474728,28.095525,26.22249,81.415,77.13,35.379286365,33.368253246,5.05,7.07,117.16290375,174.9632696
161,161,07,Rheinland-Pfalz,07313,Stadt Landau in der Pfalz,509,3.21728,37.9559,85.1,21.7,15.3,13.6,41.6,7.8,250.94784,69.279772678,2.41296,2.573824,28.466925,26.56913,80.845,76.59,37.021378525,34.91700543,3.9,5.46,94.10544,140.5307904
162,162,07,Rheinland-Pfalz,07314,Stadt Ludwigshafen a. Rh.,422,3.06847,34.8477,86.2,21.9,13.8,14.1,35.6,14.6,447.99662,61.44860212,2.147929,2.454776,27.87816,20.90862,81.89,77.58,32.690656328,26.545796116,5.84,9.49,125.4390536,232.9582424
163,163,07,Rheinland-Pfalz,07315,Stadt Mainz,390,3.13348,38.0771,86.0,24.8,10.2,13.2,36.1,15.7,491.95636,68.406596617,2.193436,2.506784,30.46168,22.84626,81.7,77.4,36.3923094,29.551649738,6.28,10.205,137.7477808,255.8173072
164,164,07,Rheinland-Pfalz,07316,Stadt Neustadt a.d. W.,549,3.19404,40.5803,85.6,23.9,12.2,13.0,41.4,9.4,300.23976,73.967017872,2.39553,2.555232,30.435225,28.40621,81.32,77.04,39.526125176,37.279377008,4.7,6.58,112.58991,168.1342656
165,165,07,Rheinland-Pfalz,07317,Stadt Pirmasens,499,3.0877,35.5796,84.3,23.7,5.9,15.3,47.0,8.1,250.1037,61.740831577,2.315775,2.47016,28.46368,26.6847,75.87,80.085,33.340049052,35.192273999,5.67,6.48,131.3044425,160.066368
166,166,07,Rheinland-Pfalz,07318,Stadt Speyer,505,3.25771,40.5989,86.9,19.8,23.6,11.4,37.2,8.0,260.6168,76.622303699,2.4432825,2.606168,30.449175,28.41923,82.555,78.21,40.945043539,38.617641064,4.0,5.6,97.7313,145.945408
167,167,07,Rheinland-Pfalz,07319,Stadt Worms,493,3.14645,38.7633,85.1,21.9,10.4,14.1,45.0,8.6,270.5947,69.195822852,2.3598375,2.51716,29.072475,27.13431,80.845,76.59,36.976517836,34.874694717,4.3,6.02,101.4730125,151.533032
168,168,07,Rheinland-Pfalz,07320,Stadt Zweibrücken,559,3.03435,36.5648,83.0,21.5,6.4,15.7,47.4,8.9,270.05715,61.392555154,2.2757625,2.42748,29.25184,27.4236,74.7,78.85,33.151979783,34.993756438,6.23,7.12,141.78000375,172.836576
169,169,07,Rheinland-Pfalz,07331,Alzey-Worms,612,3.16008,44.6085,85.7,19.0,6.3,15.0,48.5,11.2,353.92896,80.538819586,2.37006,2.528064,33.456375,31.22595,81.415,77.13,43.037931716,40.591565071,5.6,7.84,132.72336,198.2002176
170,170,07,Rheinland-Pfalz,07332,Bad Dürkheim,635,3.09217,42.9313,84.0,21.9,8.4,14.8,46.9,8.0,247.3736,74.340491636,2.3191275,2.473736,32.198475,30.05191,79.8,75.6,39.725700218,37.467607784,4.0,5.6,92.7651,138.529216
171,171,07,Rheinland-Pfalz,07333,Donnersbergkreis,622,3.09392,40.0665,84.2,23.5,4.1,16.8,47.6,8.0,247.5136,69.584308975,2.165744,2.32044,36.05985,32.0532,79.99,75.78,41.646208922,37.575526847,4.8,5.6,103.955712,129.94464
172,172,07,Rheinland-Pfalz,07334,Germersheim,589,3.00019,41.202,84.1,18.1,13.1,14.6,45.9,8.2,246.01558,69.306153112,2.2501425,2.400152,30.9015,28.8414,79.895,75.69,37.035475569,34.930301168,4.1,5.74,92.2558425,137.7687248
173,173,07,Rheinland-Pfalz,07335,Kaiserslautern,607,3.03407,38.8452,84.3,21.0,5.2,15.5,48.8,9.5,288.23665,66.236789452,2.2755525,2.427256,29.1339,27.19164,80.085,75.87,35.395284363,33.383341884,4.75,6.65,108.08874375,161.412524
174,174,07,Rheinland-Pfalz,07336,Kusel,648,3.1433,40.3008,85.4,19.4,2.8,15.2,55.6,7.1,223.1743,72.121725975,2.20031,2.357475,36.27072,32.24064,81.13,76.86,43.164852996,38.945732027,4.26,4.97,93.733206,117.1665075
175,175,07,Rheinland-Pfalz,07337,Südliche Weinstraße,643,3.18586,40.7865,85.0,20.2,9.1,14.6,47.2,8.8,280.35568,73.632711371,2.389395,2.548688,30.589875,28.55055,80.75,76.5,39.347480139,37.110886531,4.4,6.16,105.13338,156.9991808
176,176,07,Rheinland-Pfalz,07338,Rhein-Pfalz-Kreis,619,3.16055,40.9776,86.1,17.2,13.3,14.1,46.5,8.9,281.28895,74.339746612,2.3704125,2.52844,30.7332,28.68432,81.795,77.49,39.725302096,37.467232293,4.45,6.23,105.48335625,157.521812
177,177,07,Rheinland-Pfalz,07339,Mainz-Bingen,586,3.22902,41.9035,85.3,21.0,8.6,13.3,46.5,10.5,339.0471,76.944716902,2.421765,2.583216,31.427625,29.33245,81.035,76.77,41.117333095,38.780137319,5.25,7.35,127.1426625,189.866376
178,178,07,Rheinland-Pfalz,07340,Südwestpfalz,670,3.10942,42.2746,86.6,18.4,5.1,15.5,54.0,7.0,217.6594,75.89017034,2.332065,2.487536,33.81968,31.70595,77.94,82.27,40.980691984,43.257397094,4.9,5.6,114.271185,139.302016
179,179,08,Baden-Württemberg,08111,Stuttgart,359,3.25161,38.9335,87.3,27.9,8.7,10.9,32.1,20.4,663.32844,73.679196718,2.276127,2.601288,31.1468,23.3601,82.935,78.57,39.197332654,31.829412982,8.16,13.26,185.7319632,344.9307888
180,180,08,Baden-Württemberg,08115,Böblingen,548,3.22935,39.0277,87.4,23.5,8.4,13.9,43.5,10.8,348.7698,73.435870678,2.4220125,2.58348,29.270775,27.31939,83.03,78.66,39.242293394,37.011678822,5.4,7.56,130.788675,195.311088
181,181,08,Baden-Württemberg,08116,Esslingen,545,3.00089,40.552,84.2,24.1,8.3,13.5,42.0,12.1,363.10769,68.309827239,2.2506675,2.400712,30.414,28.3864,79.99,75.78,36.503063931,34.428152928,6.05,8.47,136.16538375,203.3403064
182,182,08,Baden-Württemberg,08117,Göppingen,575,3.08849,41.1483,85.6,16.7,8.5,16.9,50.0,7.8,240.90222,72.523808524,2.3163675,2.470792,30.861225,28.80381,81.32,77.04,38.75491018,36.551999496,3.9,5.46,90.3383325,134.9052432
183,183,08,Baden-Württemberg,08118,Ludwigsburg,554,3.08264,39.689,86.1,23.1,7.8,14.8,42.2,12.1,372.99944,70.227120003,2.31198,2.466112,29.76675,27.7823,81.795,77.49,37.527617252,35.394468482,6.05,8.47,139.87479,208.8796864
184,184,08,Baden-Württemberg,08119,Rems-Murr-Kreis,553,3.28995,40.5444,87.7,20.8,9.2,13.6,45.7,10.8,355.3146,77.98813052,2.4674625,2.63196,30.4083,28.38108,83.315,78.93,41.674907247,39.306017782,5.4,7.56,133.242975,198.976176
185,185,08,Baden-Württemberg,08121,Heilbronn,457,3.23992,42.4541,86.0,24.5,12.5,14.5,38.5,10.0,323.992,78.860788932,2.267944,2.591936,33.96328,25.47246,81.7,77.4,41.953939712,34.067860819,4.0,6.5,90.71776,168.47584
186,186,08,Baden-Württemberg,08125,Heilbronn,589,3.20492,46.841,86.2,19.0,6.9,15.5,50.2,8.5,272.4182,86.269912636,2.40369,2.563936,35.13075,32.7887,81.89,77.58,46.100484565,43.480035969,4.25,5.95,102.156825,152.554192
187,187,08,Baden-Württemberg,08126,Hohenlohekreis,611,3.18822,44.4383,84.9,17.8,5.6,15.0,54.9,6.6,210.42252,80.190357484,2.231754,2.391165,39.99447,35.55064,80.655,76.41,47.993928954,43.302793041,3.96,4.62,88.3774584,110.471823
188,188,08,Baden-Württemberg,08127,Schwäbisch Hall,594,3.09337,42.9497,85.2,17.4,9.4,15.9,49.3,7.9,244.37623,75.464090062,2.165359,2.3200275,38.65473,34.35976,80.94,76.68,45.165257902,40.750608633,4.74,5.53,102.6380166,128.29752075
189,189,08,Baden-Württemberg,08128,Main-Tauber-Kreis,607,3.22739,37.7681,85.5,22.4,7.9,13.9,48.2,7.6,245.28164,69.478661308,2.4205425,2.581912,30.21448,28.326075,76.95,81.225,37.518477106,39.602836945,5.32,6.08,128.772861,156.9802496
190,190,08,Baden-Württemberg,08135,Heidenheim,571,3.19356,40.1975,85.4,20.4,7.9,15.2,48.0,8.5,271.4526,73.087100932,2.39517,2.554848,30.148125,28.13825,81.13,76.86,39.05591956,36.83589887,4.25,5.95,101.794725,152.013456
191,191,08,Baden-Württemberg,08136,Ostalbkreis,579,3.13394,40.2363,84.6,23.5,5.7,16.1,47.7,7.0,219.3758,71.119356612,2.350455,2.507152,30.177225,28.16541,80.37,76.14,38.00440619,35.844155733,3.5,4.9,82.265925,122.850448
192,192,08,Baden-Württemberg,08211,Baden-Baden,524,3.16811,43.2161,85.4,22.5,7.0,13.9,45.8,10.7,338.98777,77.949338813,2.3760825,2.534488,32.412075,30.25127,81.13,76.86,41.654177928,39.286466762,5.35,7.49,127.12041375,189.8331512
193,193,08,Baden-Württemberg,08212,Karlsruhe,374,3.26962,39.6944,86.4,23.4,22.1,9.6,31.7,13.2,431.58984,74.756507978,2.288734,2.615696,31.75552,23.81664,82.08,77.76,39.770462244,32.294811446,5.28,8.58,120.8451552,224.4267168
194,194,08,Baden-Württemberg,08215,Karlsruhe,565,3.18992,43.8006,85.8,19.5,11.4,14.4,46.6,8.1,258.38352,79.920074493,2.39244,2.551936,32.85045,30.66042,81.51,77.22,42.707289807,40.279717544,4.05,5.67,96.89382,144.6947712
