_id,ags2,bundesland,ags5,kreis,kr_schuel,kr_schuel_vor,kr_schuel_grund,kr_schuel_haupt,kr_schuel_real,kr_schuel_gym,kr_schuel_waldorf,kr_schuel_geschul,kr_schuel_abend,kr_schuel_sonder,kr_schuel_orient,kr_schuel_mult,kr_schueler,kr_student,kr_azubi
186,08,Baden-Württemberg,08125,Heilbronn,33042,100,9632,1368,6631,7532,-99,6442,-99,1337,-99,-99,33723,1549,2536
187,08,Baden-Württemberg,08126,Hohenlohekreis,11359,27,3404,630,2396,2335,-99,1893,-99,674,-99,-99,12107,13,5215
188,08,Baden-Württemberg,08127,Schwäbisch Hall,20200,113,6159,975,4610,4415,597,2375,6,950,-99,-99,22185,5,6295
189,08,Baden-Württemberg,08128,Main-Tauber-Kreis,13245,41,3458,494,3871,2830,-99,2029,11,511,-99,-99,14956,97,5702
190,08,Baden-Württemberg,08135,Heidenheim,13797,52,3869,826,2921,3400,345,1677,-99,707,-99,-99,14689,94,3868
191,08,Baden-Württemberg,08136,Ostalbkreis,34337,248,7862,1337,7303,9185,622,5473,93,2214,-99,-99,37145,7780,11900
192,08,Baden-Württemberg,08211,Baden-Baden,5543,75,1711,350,623,2474,-99,-99,-99,310,-99,-99,5533,0,2935
193,08,Baden-Württemberg,08212,Karlsruhe,27391,211,8052,1115,3690,9737,1000,2098,174,1314,-99,-99,27941,31168,18536
194,08,Baden-Württemberg,08215,Karlsruhe,43222,206,13140,2049,8872,11369,-99,5751,-99,1835,-99,-99,42042,3103,9757
195,08,Baden-Württemberg,08216,Rastatt,21574,218,6467,1565,5210,4360,327,2548,50,829,-99,-99,22226,413,7194
196,08,Baden-Württemberg,08221,Heidelberg,15652,144,4183,51,1613,6278,478,2252,188,465,-99,-99,15133,26511,8912
197,08,Baden-Württemberg,08222,Mannheim,30389,295,9481,2125,4484,8911,1016,2430,316,1331,-99,-99,30713,15791,14677
198,08,Baden-Württemberg,08225,Neckar-Odenwald-Kreis,14321,104,3885,1070,2608,4036,-99,1698,-99,920,-99,-99,15943,14,4683
199,08,Baden-Württemberg,08226,Rhein-Neckar-Kreis,50487,339,16620,2167,8636,14759,-99,5439,4,2523,-99,-99,50876,6770,12064
200,08,Baden-Württemberg,08231,Pforzheim,14938,182,3889,1621,2357,4486,771,754,86,792,-99,-99,15060,5000,8620
201,08,Baden-Württemberg,08235,Calw,15817,114,4662,1445,3476,3525,120,1728,13,734,-99,-99,17228,291,5568
202,08,Baden-Württemberg,08236,Enzkreis,17281,22,6199,1339,4132,3505,-99,1563,-99,521,-99,-99,18163,1121,931
203,08,Baden-Württemberg,08237,Freudenstadt,11637,67,3812,857,2562,2488,225,940,-99,686,-99,-99,13049,9,3720
204,08,Baden-Württemberg,08311,Freiburg im Breisgau,25270,205,7528,1016,2974,8904,1480,1745,256,1162,-99,-99,25029,26831,16452
205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,25594,228,8374,1576,5357,6577,375,2079,-99,1028,-99,-99,26148,2890,3234
206,08,Baden-Württemberg,08316,Emmendingen,15247,138,5524,1397,3308,3096,353,453,17,961,-99,-99,16371,1351,3522
207,08,Baden-Württemberg,08317,Ortenaukreis,45196,375,13320,3523,9617,11699,659,3870,135,1998,-99,-99,48256,3723,14640
208,08,Baden-Württemberg,08325,Rottweil,13874,107,4803,1119,2541,3541,186,981,-99,596,-99,-99,15434,48,4959
209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,21670,160,6395,1416,4775,4971,414,2348,79,1112,-99,-99,22647,2831,10139
210,08,Baden-Württemberg,08327,Tuttlingen,15079,107,4649,1206,3639,3242,-99,1637,-99,599,-99,-99,15766,156,4628
211,08,Baden-Württemberg,08335,Konstanz,28266,205,8379,1453,4853,7536,610,3979,72,1179,-99,-99,29104,13899,9649
212,08,Baden-Württemberg,08336,Lörrach,24263,218,7749,761,4708,6094,823,2762,87,1061,-99,-99,25428,48,7075
213,08,Baden-Württemberg,08337,Waldshut,18104,78,5795,1347,4277,3425,142,2462,-99,578,-99,-99,19082,3,4698
214,08,Baden-Württemberg,08415,Reutlingen,28691,249,8207,1335,5023,7583,724,4327,71,1172,-99,-99,30507,6575,10569
215,08,Baden-Württemberg,08416,Tübingen,23488,154,6438,549,1454,8732,807,4396,33,925,-99,-99,23754,23958,6679
216,08,Baden-Württemberg,08417,Zollernalbkreis,17907,234,5830,1616,4173,3746,374,1184,47,703,-99,-99,19985,102,5509
217,08,Baden-Württemberg,08421,Ulm,15569,105,3986,303,2310,5763,809,1420,155,718,-99,-99,15338,11028,11496
218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,18466,50,5840,632,4781,3179,-99,3455,-99,529,-99,-99,19146,1607,3466
219,08,Baden-Württemberg,08426,Biberach,21475,129,6445,1113,4676,4526,194,3428,7,957,-99,-99,22712,4882,6724
220,08,Baden-Württemberg,08435,Bodenseekreis,21625,134,6368,1336,3800,5155,844,2612,28,1348,-99,-99,22707,2519,7313
221,08,Baden-Württemberg,08436,Ravensburg,33437,453,8822,2315,6782,7844,786,3640,113,2682,-99,-99,35360,6108,13410
222,08,Baden-Württemberg,08437,Sigmaringen,13632,141,4099,1151,2741,3714,-99,1008,-99,778,-99,-99,15471,3122,4257
223,09,Freistaat Bayern,09161,Ingolstadt,15071,-99,4603,2298,2937,4523,-99,-99,-99,710,-99,-99,14595,4703,8244
224,09,Freistaat Bayern,09162,München,128364,-99,46011,14080,18119,39767,1460,965,469,6896,597,-99,123512,110747,58312
225,09,Freistaat Bayern,09163,Rosenheim,8465,-99,2111,1026,1610,3026,340,-99,-99,352,-99,-99,7610,3236,5774
226,09,Freistaat Bayern,09171,Altötting,11325,-99,3932,2119,2522,2277,16,-99,-99,459,-99,-99,12018,0,3573
227,09,Freistaat Bayern,09172,Berchtesgadener Land,9542,-99,3355,1486,2055,2106,-99,-99,-99,540,-99,-99,9958,0,1539
228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,13475,-99,4441,2042,2695,3459,261,-99,15,562,-99,-99,14540,66,2525
229,09,Freistaat Bayern,09174,Dachau,15890,-99,5985,2962,2888,3591,-99,-99,-99,464,-99,-99,15426,993,2053
230,09,Freistaat Bayern,09175,Ebersberg,16388,-99,5537,1752,3230,4879,402,-99,-99,588,-99,-99,16716,730,79
231,09,Freistaat Bayern,09176,Eichstätt,12967,-99,4899,2310,2712,2744,-99,-99,-99,302,-99,-99,14332,4139,1098
232,09,Freistaat Bayern,09177,Erding,14092,-99,5044,2494,2998,3139,-99,-99,-99,417,-99,-99,14549,328,2977
233,09,Freistaat Bayern,09178,Freising,17024,-99,6320,2889,3498,3756,-99,-99,-99,561,-99,-99,17086,5830,2980
234,09,Freistaat Bayern,09179,Fürstenfeldbruck,23295,-99,8359,2884,3799,7278,450,-99,-99,525,-99,-99,23369,1491,3717
235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,8400,-99,2724,1144,1670,2320,-99,-99,-99,542,-99,-99,8629,0,1376
236,09,Freistaat Bayern,09181,Landsberg am Lech,12907,-99,4181,1738,2643,3400,424,-99,-99,521,-99,-99,13316,45,2510
237,09,Freistaat Bayern,09182,Miesbach,10175,-99,3438,1209,2445,2676,-99,-99,-99,407,-99,-99,9508,59,1997
238,09,Freistaat Bayern,09183,Mühldorf a.Inn,11103,-99,4107,2238,2040,2276,-99,-99,-99,442,-99,-99,11120,2,2505
239,09,Freistaat Bayern,09184,München,37997,-99,13987,3737,4170,14907,403,-99,-99,793,-99,-99,35547,6776,1032
240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,9967,-99,3483,1488,2709,1857,-99,-99,-99,430,-99,-99,10111,165,2845
241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,11651,-99,4636,2088,2532,1842,-99,-99,-99,553,-99,-99,12573,233,2093
242,09,Freistaat Bayern,09187,Rosenheim,24194,-99,9041,4392,4740,4487,627,-99,-99,907,-99,-99,24510,1820,3644
243,09,Freistaat Bayern,09188,Starnberg,15732,-99,5771,2183,2480,4958,-99,-99,-99,340,-99,-99,15814,484,2158
244,09,Freistaat Bayern,09189,Traunstein,17152,-99,5976,3270,3283,4028,-99,-99,-99,595,-99,-99,18439,0,5354
245,09,Freistaat Bayern,09190,Weilheim-Schongau,13827,-99,4905,2624,2560,3036,129,-99,-99,573,-99,-99,14971,12,4132
246,09,Freistaat Bayern,09261,Landshut,8533,-99,2409,848,2204,2524,42,-99,-99,506,-99,-99,8233,3046,7857
247,09,Freistaat Bayern,09262,Passau,5699,-99,1475,589,1182,1980,-99,-99,-99,473,-99,-99,4482,10036,5896
248,09,Freistaat Bayern,09263,Straubing,7096,-99,1334,870,1445,2600,-99,-99,-99,847,-99,-99,5188,68,4880
249,09,Freistaat Bayern,09271,Deggendorf,11277,-99,3875,1774,2555,2641,-99,-99,-99,432,-99,-99,11997,6233,3999
250,09,Freistaat Bayern,09272,Freyung-Grafenau,6607,-99,2272,1281,1237,1540,-99,-99,-99,277,-99,-99,7166,56,768
251,09,Freistaat Bayern,09273,Kelheim,12046,-99,4381,2357,2456,2310,-99,-99,-99,542,-99,-99,12269,723,2140
252,09,Freistaat Bayern,09274,Landshut,14587,-99,5850,2912,3237,2183,-99,-99,-99,405,-99,-99,13312,989,0
253,09,Freistaat Bayern,09275,Passau,16408,-99,6323,3516,3275,2787,-99,-99,-99,507,-99,-99,18483,1144,531
254,09,Freistaat Bayern,09276,Regen,6860,-99,2371,1376,1473,1343,-99,-99,-99,297,-99,-99,7494,53,1193
255,09,Freistaat Bayern,09277,Rottal-Inn,11315,-99,3955,2263,2661,2000,-99,-99,-99,436,-99,-99,10558,4,2177
256,09,Freistaat Bayern,09278,Straubing-Bogen,7627,-99,3354,1452,1264,1246,-99,-99,-99,311,-99,-99,7693,82,7
257,09,Freistaat Bayern,09279,Dingolfing-Landau,9049,-99,3207,1756,2000,1732,-99,-99,-99,354,-99,-99,9961,64,2041
258,09,Freistaat Bayern,09361,Amberg,6170,-99,1361,851,1695,1914,-99,-99,-99,349,-99,-99,4327,1910,2327
259,09,Freistaat Bayern,09362,Regensburg,17495,-99,4664,2230,2840,6317,135,-99,81,1228,-99,-99,15120,25199,12071
260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,5620,-99,1346,663,1369,2108,-99,-99,-99,134,-99,-99,4248,0,4561
261,09,Freistaat Bayern,09371,Amberg-Sulzbach,6710,-99,3277,1643,1007,603,-99,-99,-99,180,-99,-99,7138,685,634
262,09,Freistaat Bayern,09372,Cham,11342,-99,4176,2063,2587,2136,-99,-99,-99,380,-99,-99,12547,10,2082
263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,13182,-99,4608,2475,2894,2833,-99,-99,-99,372,-99,-99,14825,21,3084
264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,7352,-99,2969,1351,1356,1225,-99,-99,-99,451,-99,-99,8083,10,929
265,09,Freistaat Bayern,09375,Regensburg,13559,-99,6741,2426,2137,1916,-99,-99,-99,339,-99,-99,13734,4090,176
266,09,Freistaat Bayern,09376,Schwandorf,13947,-99,4790,2689,2709,3358,-99,-99,-99,401,-99,-99,14866,342,3217
267,09,Freistaat Bayern,09377,Tirschenreuth,5651,-99,2287,1032,1467,660,-99,-99,-99,205,-99,-99,6738,22,1387
268,09,Freistaat Bayern,09461,Bamberg,10850,-99,2210,827,1427,5734,-99,-99,72,580,-99,-99,8131,8701,6430
269,09,Freistaat Bayern,09462,Bayreuth,9448,-99,2049,959,1672,4131,-99,-99,-99,637,-99,-99,7243,10709,4919
270,09,Freistaat Bayern,09463,Coburg,6198,-99,1179,533,1537,2284,324,-99,-99,341,-99,-99,4120,3482,3599
271,09,Freistaat Bayern,09464,Hof,5954,-99,1555,964,829,1918,290,-99,-99,398,-99,-99,4766,2240,4299
272,09,Freistaat Bayern,09471,Bamberg,9726,-99,5176,2085,2071,-99,-99,-99,-99,394,-99,-99,10269,2726,-99
273,09,Freistaat Bayern,09472,Bayreuth,7249,-99,3338,1283,932,674,-99,916,-99,106,-99,-99,7524,966,204
274,09,Freistaat Bayern,09473,Coburg,5304,-99,2642,1185,654,592,-99,-99,-99,231,-99,-99,5763,1288,-99
275,09,Freistaat Bayern,09474,Forchheim,10989,-99,4133,1833,2260,2434,-99,-99,-99,329,-99,-99,11856,1282,1051
276,09,Freistaat Bayern,09475,Hof,6979,-99,2772,1592,1418,1054,-99,-99,-99,143,-99,-99,7825,399,609
277,09,Freistaat Bayern,09476,Kronach,5870,-99,2100,1145,1063,1348,-99,-99,-99,214,-99,-99,6096,13,1205
278,09,Freistaat Bayern,09477,Kulmbach,5559,-99,2032,910,825,1464,51,-99,-99,277,-99,-99,6510,274,2240
279,09,Freistaat Bayern,09478,Lichtenfels,6015,-99,2150,961,1234,1405,-99,-99,-99,265,-99,-99,6470,121,1428
280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,7111,-99,2196,1172,1540,1890,-99,-99,-99,313,-99,-99,6996,5,2104
281,09,Freistaat Bayern,09561,Ansbach,5840,-99,1395,899,1274,2038,-99,-99,-99,234,-99,-99,4654,2205,5508
282,09,Freistaat Bayern,09562,Erlangen,12942,-99,3846,1107,2051,4871,541,-99,-99,526,-99,-99,11544,23042,4217
283,09,Freistaat Bayern,09563,Fürth,11644,-99,4085,2006,1866,2960,-99,-99,-99,727,-99,-99,11454,1904,5429
284,09,Freistaat Bayern,09564,Nürnberg,49447,-99,16762,8708,7252,12046,955,-99,801,2923,-99,-99,47255,15928,25063
285,09,Freistaat Bayern,09565,Schwabach,5138,-99,1326,702,1098,1709,-99,-99,-99,303,-99,-99,4987,58,737
286,09,Freistaat Bayern,09571,Ansbach,17342,-99,6358,3011,3984,3000,-99,-99,-99,989,-99,-99,18875,360,2032
287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,13589,-99,4816,2142,1728,4264,-99,-99,-99,639,-99,-99,13777,3998,1582
288,09,Freistaat Bayern,09573,Fürth,10132,-99,3950,1490,1416,2890,-99,-99,-99,386,-99,-99,9855,765,-99
289,09,Freistaat Bayern,09574,Nürnberger Land,16208,-99,5771,2690,2976,3620,-99,-99,-99,1151,-99,-99,16693,417,2669
290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,9596,-99,3290,1501,2071,2215,-99,-99,-99,519,-99,-99,10302,69,1414
291,09,Freistaat Bayern,09576,Roth,11741,-99,4195,1960,1986,2460,521,-99,-99,619,-99,-99,12396,62,1877
292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,9033,-99,3198,1831,1684,1950,-99,-99,-99,370,-99,-99,9579,26,2148
293,09,Freistaat Bayern,09661,Aschaffenburg,9268,-99,2216,1183,1925,3502,-99,-99,-99,442,-99,-99,8268,1802,6927
294,09,Freistaat Bayern,09662,Schweinfurt,8714,-99,1871,1151,1870,2874,-99,-99,287,661,-99,-99,6534,70,6582
295,09,Freistaat Bayern,09663,Würzburg,15643,-99,3165,1292,2888,6265,392,-99,85,1556,-99,-99,10670,28228,10927
296,09,Freistaat Bayern,09671,Aschaffenburg,14426,-99,5752,2450,3034,2528,-99,-99,-99,662,-99,-99,15444,818,-99
297,09,Freistaat Bayern,09672,Bad Kissingen,9154,-99,3142,1719,1588,2196,-99,-99,-99,509,-99,-99,10088,3,1944
298,09,Freistaat Bayern,09673,Rhön-Grabfeld,8012,-99,2559,1411,1917,1685,-99,-99,-99,440,-99,-99,8652,0,2131
299,09,Freistaat Bayern,09674,Haßberge,8498,-99,2740,1458,1866,1685,328,-99,-99,421,-99,-99,8947,104,1276
300,09,Freistaat Bayern,09675,Kitzingen,10185,-99,2915,1286,2114,3525,-99,-99,-99,345,-99,-99,10394,709,2180
301,09,Freistaat Bayern,09676,Miltenberg,11797,-99,4329,2249,2174,2637,-99,-99,-99,408,-99,-99,13051,61,2082
302,09,Freistaat Bayern,09677,Main-Spessart,11472,-99,3951,1748,2808,2541,-99,-99,-99,424,-99,-99,12622,470,1826
303,09,Freistaat Bayern,09678,Schweinfurt,6737,-99,3715,1711,873,-99,-99,-99,-99,438,-99,-99,7213,111,0
304,09,Freistaat Bayern,09679,Würzburg,9407,-99,5256,1915,1318,639,-99,-99,-99,279,-99,-99,9811,5794,16
305,09,Freistaat Bayern,09761,Augsburg,28963,-99,8773,4987,5220,7757,403,-99,418,1405,-99,-99,28453,20836,15380
306,09,Freistaat Bayern,09762,Kaufbeuren,5733,-99,1396,806,1440,1682,-99,-99,-99,409,-99,-99,5428,0,3212
307,09,Freistaat Bayern,09763,Kempten (Allgäu),8913,-99,2240,1188,2340,2496,-99,-99,-99,649,-99,-99,8173,3988,6991
308,09,Freistaat Bayern,09764,Memmingen,5600,-99,1476,852,1421,1511,-99,-99,-99,340,-99,-99,5549,5,4342
309,09,Freistaat Bayern,09771,Aichach-Friedberg,12095,-99,4792,2016,2713,2020,-99,-99,-99,554,-99,-99,12200,1120,2106
310,09,Freistaat Bayern,09772,Augsburg,23451,-99,9019,4246,4624,4374,-99,-99,-99,1188,-99,-99,24895,2203,1825
311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,10044,-99,3339,1810,1916,2502,75,-99,-99,402,-99,-99,11073,3,3382
312,09,Freistaat Bayern,09774,Günzburg,13885,-99,4341,2173,2937,3575,-99,-99,-99,859,-99,-99,14424,109,3056
313,09,Freistaat Bayern,09775,Neu-Ulm,16182,-99,6401,2832,3023,3471,-99,-99,-99,455,-99,-99,15762,3374,4040
314,09,Freistaat Bayern,09776,Lindau (Bodensee),7001,-99,2668,812,1329,1843,-99,-99,-99,349,-99,-99,8001,9,2302
315,09,Freistaat Bayern,09777,Ostallgäu,13093,-99,4693,2531,2716,2779,-99,-99,-99,374,-99,-99,14473,27,895
316,09,Freistaat Bayern,09778,Unterallgäu,12022,-99,4991,2245,2450,2172,-99,-99,-99,164,-99,-99,13044,10,2155
317,09,Freistaat Bayern,09779,Donau-Ries,13573,-99,4685,2302,3465,2621,-99,-99,-99,500,-99,-99,14358,0,3263
318,09,Freistaat Bayern,09780,Oberallgäu,11767,-99,4979,2808,1361,1798,336,-99,-99,485,-99,-99,11726,902,2000
319,10,Saarland,10041,Regionalverband Saarbrücken,30091,49,10653,-99,520,8240,527,8541,329,1181,-99,51,29648,24978,13758
320,10,Saarland,10042,Landkreis Merzig-Wadern,10376,-99,3444,-99,-99,2608,-99,4072,-99,252,-99,-99,10360,40,1519
321,10,Saarland,10043,Landkreis Neunkirchen,11097,-99,4025,-99,-99,2566,-99,4079,-99,427,-99,-99,10787,859,3466
322,10,Saarland,10044,Landkreis Saarlouis,18103,-99,6341,-99,-99,5469,-99,5513,70,710,-99,-99,17333,842,5736
323,10,Saarland,10045,Saarpfalz-Kreis,13286,-99,4458,-99,551,4071,377,3243,-99,586,-99,-99,11777,1585,4298
324,10,Saarland,10046,Landkreis St. Wendel,8294,-99,2565,-99,-99,1566,330,3606,-99,227,-99,-99,7525,67,82
325,11,Berlin,11000,Berlin,360031,-99,119663,-99,-99,76510,4627,94030,3068,8167,53966,-99,327252,188068,88374
326,12,Brandenburg,12051,Brandenburg an der Havel,6774,-99,2371,-99,-99,1679,-99,-99,58,283,1079,1304,6252,2287,1959
327,12,Brandenburg,12052,Cottbus,10094,-99,3177,-99,-99,2187,326,1617,212,352,1342,881,9757,6484,2151
328,12,Brandenburg,12053,Frankfurt (Oder),5888,-99,1820,-99,-99,1387,287,459,44,234,838,819,5651,5792,1810
329,12,Brandenburg,12054,Potsdam,22968,-99,7185,-99,-99,5355,369,4894,431,822,3163,749,20292,15909,5537
330,12,Brandenburg,12060,Barnim,17722,-99,6639,-99,-99,4069,-99,907,100,747,2908,2352,15651,2085,2977
331,12,Brandenburg,12061,Dahme-Spreewald,16284,-99,6059,-99,-99,3592,-99,1011,236,508,2705,2173,14916,3082,839
332,12,Brandenburg,12062,Elbe-Elster,8993,-99,3255,-99,-99,1944,-99,-99,54,327,1534,1879,8947,1,1804
333,12,Brandenburg,12063,Havelland,16813,-99,6030,-99,-99,3766,-99,1989,41,328,2716,1943,16357,554,1588
334,12,Brandenburg,12064,Märkisch-Oderland,18066,-99,6991,-99,-99,3496,-99,531,66,828,3068,3086,16891,338,1723
335,12,Brandenburg,12065,Oberhavel,21086,-99,7674,-99,-99,4107,-99,2517,132,492,3755,2409,19639,412,3138
336,12,Brandenburg,12066,Oberspreewald-Lausitz,9037,-99,3459,-99,-99,1810,-99,-99,49,282,1479,1958,8756,27,1322
337,12,Brandenburg,12067,Oder-Spree,17557,-99,6251,-99,-99,3912,-99,1016,55,874,2833,2616,16284,371,3527
338,12,Brandenburg,12068,Ostprignitz-Ruppin,9405,-99,3114,-99,-99,1942,-99,702,44,500,1418,1685,8875,273,2044
339,12,Brandenburg,12069,Potsdam-Mittelmark,21150,-99,7914,-99,-99,5043,660,1561,-99,446,3678,1848,18617,2258,3107
340,12,Brandenburg,12070,Prignitz,6261,-99,2270,-99,-99,1238,-99,-99,34,433,1096,1190,5085,0,1386
341,12,Brandenburg,12071,Spree-Neiße,9073,-99,3604,-99,-99,2037,-99,-99,-99,169,1768,1495,7916,271,2911
342,12,Brandenburg,12072,Teltow-Fläming,15752,-99,6027,-99,-99,3162,-99,748,78,475,2686,2576,14597,467,1535
343,12,Brandenburg,12073,Uckermark,11371,-99,4013,-99,-99,1899,-99,798,80,739,1935,1907,10889,4,1397
344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",19223,-99,6717,-99,-99,4915,309,2397,199,1152,-99,3534,17122,13103,7700
345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",10551,-99,3361,-99,-99,3149,334,714,118,805,-99,2070,9466,19,6112
346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,25066,-99,9248,-99,-99,5877,67,1276,49,1138,-99,7411,23322,1823,4883
347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,19923,-99,7613,-99,-99,3937,-99,524,-99,1059,-99,6790,18093,512,2458
348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,20049,-99,7880,-99,-99,3391,-99,1209,-99,760,-99,6809,18399,2410,2814
349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,14720,-99,5650,-99,-99,3194,34,493,-99,782,-99,4567,14034,6761,1306
350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,21713,-99,7818,-99,-99,4388,336,1394,46,1413,-99,6318,20177,9577,3911
351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,19057,-99,7225,-99,-99,4077,-99,-99,-99,1001,-99,6754,18842,25,849
352,14,Sachsen,14511,Chemnitz,20394,-99,7831,-99,-99,4869,392,-99,305,1788,-99,5209,18399,9750,12725
353,14,Sachsen,14521,Erzgebirgskreis,30874,-99,11581,-99,-99,6676,-99,-99,164,1259,-99,11194,29985,151,4489
354,14,Sachsen,14522,Mittelsachsen,28056,-99,10355,-99,-99,6779,-99,-99,263,1655,-99,9004,27630,7105,3112
355,14,Sachsen,14523,Vogtlandkreis,19593,-99,7335,-99,-99,4852,-99,-99,-99,887,-99,6519,19548,59,4842
356,14,Sachsen,14524,Zwickau,28415,-99,10187,-99,-99,7953,-99,-99,-99,1482,-99,8793,27651,3483,7440
357,14,Sachsen,14612,Dresden,54415,-99,20811,-99,-99,17493,931,-99,467,2279,-99,12434,46313,37910,21454
358,14,Sachsen,14625,Bautzen,28950,-99,10887,-99,-99,7195,-99,-99,95,1464,-99,9309,28565,135,5076
359,14,Sachsen,14626,Görlitz,23130,-99,8453,-99,-99,5221,133,-99,70,1529,-99,7724,22571,2556,4719
360,14,Sachsen,14627,Meißen,23931,-99,8695,-99,-99,6007,-99,-99,-99,1184,-99,8045,22910,711,3408
361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,23207,-99,9088,-99,-99,5392,-99,-99,-99,1308,-99,7419,21208,1861,3132
362,14,Sachsen,14713,Leipzig,52439,-99,20720,-99,-99,15664,690,-99,755,2563,-99,12047,44845,35123,18594
363,14,Sachsen,14729,Leipzig,23959,-99,9452,-99,-99,6627,-99,-99,-99,739,-99,7141,21263,700,2352
364,14,Sachsen,14730,Nordsachsen,17997,-99,6875,-99,-99,4487,-99,-99,-99,920,-99,5715,17543,538,4305
365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,6720,-99,2511,-99,-99,2190,-99,153,-99,321,-99,1545,6420,264,2959
366,15,Sachsen-Anhalt,15002,Halle (Saale),23964,-99,8559,-99,-99,6840,294,2574,213,1878,-99,3603,21058,19559,8257
367,15,Sachsen-Anhalt,15003,Magdeburg,21789,-99,8031,-99,-99,6198,582,4548,231,1092,-99,1110,19033,17832,8581
368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,7902,-99,2994,-99,-99,1917,-99,912,-99,333,-99,1746,8067,0,740
369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,13083,-99,5082,-99,-99,3072,-99,690,-99,759,-99,3480,12992,3775,3009
370,15,Sachsen-Anhalt,15083,Börde,16062,-99,6222,-99,-99,4503,-99,1473,-99,546,-99,3318,15836,378,2250
371,15,Sachsen-Anhalt,15084,Burgenlandkreis,15516,-99,5712,-99,-99,4365,-99,438,-99,735,-99,4266,15307,221,2277
372,15,Sachsen-Anhalt,15085,Harz,18795,-99,6594,-99,-99,5652,189,618,-99,1311,-99,4431,18708,2693,4375
373,15,Sachsen-Anhalt,15086,Jerichower Land,7383,-99,3054,-99,-99,1818,-99,225,-99,303,-99,1983,6940,452,1206
374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,10977,-99,4275,-99,-99,2394,-99,-99,-99,687,-99,3621,11097,19,1738
375,15,Sachsen-Anhalt,15088,Saalekreis,16113,-99,6708,-99,-99,4014,-99,315,-99,492,-99,4587,14977,3301,2493
376,15,Sachsen-Anhalt,15089,Salzlandkreis,16365,-99,6117,-99,-99,3777,-99,1224,-99,1113,-99,4134,15268,419,2723
377,15,Sachsen-Anhalt,15090,Stendal,10374,-99,3816,-99,-99,2883,-99,471,-99,690,-99,2511,10581,2,2331
378,15,Sachsen-Anhalt,15091,Wittenberg,10857,-99,4038,-99,-99,2793,-99,903,-99,549,-99,2574,10545,0,1043
379,16,Thüringen,16051,Erfurt,20223,-99,6364,-99,-99,5765,310,4454,-99,625,-99,2705,18408,26112,10219
380,16,Thüringen,16052,Gera,8039,-99,2984,-99,-99,1699,179,1246,-99,244,-99,1687,7777,2127,4513
381,16,Thüringen,16053,Jena,11277,-99,2812,-99,-99,3363,329,4661,-99,58,-99,54,10166,18630,3498
382,16,Thüringen,16054,Suhl,2272,-99,758,-99,-99,545,-99,578,-99,158,-99,233,2350,191,563
383,16,Thüringen,16055,Weimar,6879,-99,2032,-99,-99,1961,379,1419,72,303,-99,713,6540,5184,2629
384,16,Thüringen,16056,Eisenach,4486,-99,1197,-99,-99,1424,310,369,-99,260,-99,926,4350,3,1829
385,16,Thüringen,16061,Eichsfeld,10185,-99,3856,-99,-99,2965,-99,-99,-99,331,-99,3033,9617,673,1501
386,16,Thüringen,16062,Nordhausen,7737,-99,2832,-99,-99,1869,-99,-99,-99,535,-99,2501,7422,1908,1883
387,16,Thüringen,16063,Wartburgkreis,10284,-99,4307,-99,-99,2225,-99,-99,-99,231,-99,3521,9754,20,530
388,16,Thüringen,16064,Unstrut-Hainich-Kreis,10596,-99,3337,-99,-99,2867,-99,1540,-99,481,-99,2371,10279,52,2502
389,16,Thüringen,16065,Kyffhäuserkreis,6570,-99,2046,-99,-99,1344,-99,1725,-99,270,-99,1185,6586,29,1383
390,16,Thüringen,16066,Schmalkalden-Meiningen,10415,-99,3953,-99,-99,2733,-99,410,-99,334,-99,2985,10346,2138,3806
