_id,id,ags2,bundesland,ags5,kreis,kr_hh,kr_hh_1p,kr_hh_2p,kr_hh_3p,kr_hh_4p,kr_hh_5p,kr_hh_kind,kr_hh_k_00u03,kr_hh_k_03u06,kr_hh_k_06u10,kr_hh_k_10u15,kr_hh_k_15u18,kr_hh_dinks
189,189,08,Baden-Württemberg,08128,Main-Tauber-Kreis,61113,15881,27260,11061,5609,1219,16558,2493,2456,3222,4807,2540,7873
190,190,08,Baden-Württemberg,08135,Heidenheim,60803,15158,27675,10862,5967,1062,17146,2605,2714,3658,4570,2746,8236
191,191,08,Baden-Württemberg,08136,Ostalbkreis,145765,41475,60127,26617,14265,2895,41793,6308,6351,8497,11386,6727,18283
192,192,08,Baden-Württemberg,08211,Baden-Baden,29408,13176,10183,3045,2638,366,6231,985,917,1252,1746,954,3214
193,193,08,Baden-Württemberg,08212,Karlsruhe,156832,67477,45196,19480,17655,4592,42286,7393,6729,8544,10960,6269,16120
194,194,08,Baden-Württemberg,08215,Karlsruhe,203945,56844,86337,33014,22537,4868,59081,9260,9425,12403,15951,9155,28623
195,195,08,Baden-Württemberg,08216,Rastatt,106844,32355,41934,16711,12877,2519,31347,4779,4897,6434,8547,4916,13752
196,196,08,Baden-Württemberg,08221,Heidelberg,81742,35776,22506,9201,9300,2271,20317,3869,3297,4150,5075,2655,7875
197,197,08,Baden-Württemberg,08222,Mannheim,167666,82301,47635,17133,14981,3582,38398,7226,6350,7746,10054,5793,17216
198,198,08,Baden-Württemberg,08225,Neckar-Odenwald-Kreis,65606,15640,30452,12013,5983,1322,17891,2641,2614,3551,4965,2800,8612
199,199,08,Baden-Württemberg,08226,Rhein-Neckar-Kreis,265067,87334,109791,35356,27468,4738,67120,11007,11013,14364,17876,10509,35500
200,200,08,Baden-Württemberg,08231,Pforzheim,62331,25614,19897,7617,7103,1632,16568,2936,2692,3369,4538,2517,6926
201,201,08,Baden-Württemberg,08235,Calw,76131,24409,31243,11959,6961,1514,19378,2920,3041,3984,5351,3099,9400
202,202,08,Baden-Württemberg,08236,Enzkreis,90259,21525,41697,15361,9501,1860,25593,4005,3921,5299,6847,4204,12903
203,203,08,Baden-Württemberg,08237,Freudenstadt,53528,15236,20373,10113,6039,1373,16110,2350,2321,3264,4762,2365,6054
204,204,08,Baden-Württemberg,08311,Freiburg im Breisgau,118051,54806,32358,13370,13226,3213,29106,5376,4744,6000,7340,4180,11625
205,205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,122215,41074,43359,19011,14789,3546,35487,5383,5461,7383,10192,5380,13836
206,206,08,Baden-Württemberg,08316,Emmendingen,75372,24500,26032,12856,9427,2452,23534,3579,3525,4789,6982,3530,8474
207,207,08,Baden-Württemberg,08317,Ortenaukreis,196358,62296,70451,33143,24613,5498,59292,8924,9004,12131,17370,8745,22355
208,208,08,Baden-Württemberg,08325,Rottweil,63452,15992,28054,11799,6267,1340,18092,2759,2821,3725,5184,2759,8312
209,209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,102233,35478,37949,15441,10668,2273,27014,4255,4159,5587,7726,4106,11903
210,210,08,Baden-Württemberg,08327,Tuttlingen,62656,15713,26354,12442,6454,1693,19603,3135,3037,4052,5383,3005,8169
211,211,08,Baden-Württemberg,08335,Konstanz,145828,59381,51396,17288,14033,2729,34164,5553,5362,7110,9499,5410,16590
212,212,08,Baden-Württemberg,08336,Lörrach,109222,36929,41699,16172,11720,2514,29871,4701,4695,6385,8327,4542,13371
213,213,08,Baden-Württemberg,08337,Waldshut,80476,26175,30970,12791,8625,1890,21778,3146,3320,4648,6347,3370,9144
214,214,08,Baden-Württemberg,08415,Reutlingen,132518,36761,57112,21407,14189,2872,37337,6109,5901,7664,10234,5817,17904
215,215,08,Baden-Württemberg,08416,Tübingen,111498,37633,43520,16262,10464,2021,28197,4832,4495,5790,7396,4402,13943
216,216,08,Baden-Württemberg,08417,Zollernalbkreis,87425,17588,47913,13625,6939,1360,21005,3190,3192,4375,5568,3403,13172
217,217,08,Baden-Württemberg,08421,Ulm,63780,25629,22229,7431,6519,1448,15935,2798,2578,3389,4247,2373,7597
218,218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,87870,20391,39543,17368,8575,1993,26418,4127,4078,5388,7134,4127,12121
219,219,08,Baden-Württemberg,08426,Biberach,90394,22108,39313,19163,7719,2091,26978,4252,4287,5648,7108,4171,11521
220,220,08,Baden-Württemberg,08435,Bodenseekreis,106090,39492,39087,14367,10675,2416,26117,4128,4044,5432,7290,4121,12261
221,221,08,Baden-Württemberg,08436,Ravensburg,130562,39275,49313,24223,13715,3587,37521,5639,5537,7828,10934,5627,14549
222,222,08,Baden-Württemberg,08437,Sigmaringen,59462,13598,28779,10376,5288,1393,15864,2325,2384,3284,4507,2546,7890
223,223,09,Freistaat Bayern,09161,Ingolstadt,67071,24281,24765,10075,6282,1500,18073,3407,3029,3592,4609,2618,8181
224,224,09,Freistaat Bayern,09162,München,812734,409811,225804,81395,62513,19840,176834,36810,32006,36901,43171,24008,81596
225,225,09,Freistaat Bayern,09163,Rosenheim,33298,14662,11458,3588,2968,622,7648,1377,1196,1561,2070,1199,3876
226,226,09,Freistaat Bayern,09171,Altötting,52193,14381,22923,9596,4321,972,13469,2135,2042,2773,3773,2054,6341
227,227,09,Freistaat Bayern,09172,Berchtesgadener Land,52436,20121,17838,7837,5106,1099,12639,1953,1889,2556,3729,1748,5109
228,228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,60493,20911,21996,9643,6463,1470,16688,2769,2678,3473,4567,2593,6754
229,229,09,Freistaat Bayern,09174,Dachau,69231,20470,24778,14250,7545,2129,22831,3719,3567,4747,6224,3331,8210
230,230,09,Freistaat Bayern,09175,Ebersberg,64497,18110,24869,13381,6404,1674,20181,3047,3333,4321,5539,3099,8029
231,231,09,Freistaat Bayern,09176,Eichstätt,58048,12500,24307,15138,4791,1312,19629,3205,3167,4008,5013,2765,7470
232,232,09,Freistaat Bayern,09177,Erding,60658,16600,21753,13835,6613,1857,19625,2939,2989,3981,5744,2906,6766
233,233,09,Freistaat Bayern,09178,Freising,83809,26973,30789,15096,8545,2096,24270,3994,3871,5112,6557,3670,9929
234,234,09,Freistaat Bayern,09179,Fürstenfeldbruck,101324,29749,40228,18715,10229,2379,30539,4933,4860,6720,8112,4666,12987
235,235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,47606,21224,16867,4887,4091,469,9415,1593,1519,1942,2426,1498,5220
236,236,09,Freistaat Bayern,09181,Landsberg am Lech,56229,14520,26427,9519,4816,947,14562,2213,2314,3031,3977,2363,7394
237,237,09,Freistaat Bayern,09182,Miesbach,50636,20394,17684,7321,4230,998,11521,1715,1793,2404,3253,1730,5204
238,238,09,Freistaat Bayern,09183,Mühldorf a.Inn,51946,13798,20880,11185,4613,1470,14721,2202,2227,3088,4201,2142,5821
239,239,09,Freistaat Bayern,09184,München,166614,55256,59440,29915,15265,4186,48367,7416,7789,10631,13477,7304,19302
240,240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,44548,11162,19629,9622,3328,807,12881,2005,2086,2708,3352,1919,5674
241,241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,58291,14277,26517,11256,5216,1025,16248,2720,2697,3445,4122,2405,8103
242,242,09,Freistaat Bayern,09187,Rosenheim,124154,40299,48931,20114,11993,2793,31818,4718,4880,6846,8912,4961,14129
243,243,09,Freistaat Bayern,09188,Starnberg,65400,20202,27577,10504,5817,1133,17094,2468,2651,3697,4729,2892,7893
244,244,09,Freistaat Bayern,09189,Traunstein,85967,28455,34617,13996,7196,1678,19690,2912,2964,4159,5705,2906,9344
245,245,09,Freistaat Bayern,09190,Weilheim-Schongau,64286,19207,27497,10506,5861,1215,16422,2509,2641,3511,4431,2618,7957
246,246,09,Freistaat Bayern,09261,Landshut,37214,15484,12488,5217,3144,701,9148,1587,1441,1940,2365,1356,4144
247,247,09,Freistaat Bayern,09262,Passau,32252,18055,9913,2209,1660,228,4277,729,693,911,1078,701,2937
248,248,09,Freistaat Bayern,09263,Straubing,24715,10345,8905,2966,1888,582,5469,908,811,1073,1485,818,2853
249,249,09,Freistaat Bayern,09271,Deggendorf,56642,16030,23964,11067,4329,868,13989,1915,2069,2920,4021,2101,6432
250,250,09,Freistaat Bayern,09272,Freyung-Grafenau,37837,10104,18210,6464,2563,411,7010,835,1041,1325,2215,1094,4017
251,251,09,Freistaat Bayern,09273,Kelheim,53613,12081,21360,14034,4770,1206,18066,2658,2603,3653,5045,2572,6330
252,252,09,Freistaat Bayern,09274,Landshut,69567,14224,30976,16697,6095,1575,20708,3031,3242,4451,5738,3015,8758
253,253,09,Freistaat Bayern,09275,Passau,89055,22744,39822,17644,7214,1525,20774,2607,3074,4320,6367,3010,9835
254,254,09,Freistaat Bayern,09276,Regen,37344,10807,16907,6103,3029,498,7539,1004,1133,1494,2378,1128,3911
255,255,09,Freistaat Bayern,09277,Rottal-Inn,54934,12590,25566,11429,4231,1118,12518,1540,1709,2539,4198,1775,5886
256,256,09,Freistaat Bayern,09278,Straubing-Bogen,43594,7383,21040,10692,3418,1061,12091,1668,1792,2452,3479,1783,5202
257,257,09,Freistaat Bayern,09279,Dingolfing-Landau,42235,7832,20172,9908,3409,914,11847,1739,1722,2294,3510,1773,5563
258,258,09,Freistaat Bayern,09361,Amberg,23420,10489,8845,2109,1609,159,4178,723,648,886,1049,721,2769
259,259,09,Freistaat Bayern,09362,Regensburg,90337,49533,24745,7823,5738,1123,15865,3078,2709,3333,3918,2278,8524
260,260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,24477,11891,8952,1962,1535,137,4002,714,638,822,969,738,2730
261,261,09,Freistaat Bayern,09371,Amberg-Sulzbach,48949,13272,22730,8275,3931,741,11264,1601,1669,2322,3119,1793,6177
262,262,09,Freistaat Bayern,09372,Cham,59371,14392,28206,11132,4662,979,12684,1574,1897,2629,4094,1668,6390
263,263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,59862,14072,25824,13685,5046,1235,17804,2608,2817,3673,4738,2567,7514
264,264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,47106,13748,23423,6460,2978,497,8437,1219,1255,1761,2309,1328,6034
265,265,09,Freistaat Bayern,09375,Regensburg,87938,20719,39996,17573,7761,1772,24584,3786,4020,5099,6470,3742,11882
266,266,09,Freistaat Bayern,09376,Schwandorf,70448,19498,32800,11456,5820,874,15997,2340,2456,3334,4350,2516,9215
267,267,09,Freistaat Bayern,09377,Tirschenreuth,34412,9173,16253,5652,2880,454,7705,1077,1157,1570,2207,1153,4256
268,268,09,Freistaat Bayern,09461,Bamberg,43219,21614,13024,4254,3593,502,9209,1868,1528,1848,2279,1327,4434
269,269,09,Freistaat Bayern,09462,Bayreuth,41901,19976,13219,3858,3305,440,7927,1340,1169,1531,2226,1212,4215
270,270,09,Freistaat Bayern,09463,Coburg,23045,10051,9019,1894,1604,132,3988,701,638,848,1020,666,2777
271,271,09,Freistaat Bayern,09464,Hof,25705,11932,8924,2307,1965,184,4826,860,848,1003,1112,805,2791
272,272,09,Freistaat Bayern,09471,Bamberg,69092,19249,30806,11026,6971,1040,18067,2917,2920,3766,4738,2821,9609
273,273,09,Freistaat Bayern,09472,Bayreuth,48898,12507,23424,8290,3991,686,11349,1536,1693,2416,3177,1753,6208
274,274,09,Freistaat Bayern,09473,Coburg,41876,11467,20326,6004,3628,451,9536,1426,1501,1918,2614,1508,5848
275,275,09,Freistaat Bayern,09474,Forchheim,54020,14160,25024,8528,5379,929,14060,2183,2344,2972,3678,2205,7400
276,276,09,Freistaat Bayern,09475,Hof,47529,12976,25032,6267,2845,409,8174,1088,1176,1658,2346,1379,5988
277,277,09,Freistaat Bayern,09476,Kronach,33379,8703,18081,4417,1951,227,5835,780,850,1239,1647,930,4660
278,278,09,Freistaat Bayern,09477,Kulmbach,35062,9743,17126,5336,2474,383,7331,1033,981,1481,2130,1208,4610
279,279,09,Freistaat Bayern,09478,Lichtenfels,32053,8709,15352,5063,2489,440,7391,1103,1139,1612,1911,1156,4394
280,280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,37760,12244,18612,4265,2338,301,6315,960,944,1319,1741,1089,4675
281,281,09,Freistaat Bayern,09561,Ansbach,22644,9663,8657,2229,1797,163,4446,827,768,929,1085,711,2755
282,282,09,Freistaat Bayern,09562,Erlangen,65096,33166,19897,5459,4468,609,11265,2148,2015,2357,2729,1721,6477
283,283,09,Freistaat Bayern,09563,Fürth,67284,30296,21557,7637,6150,1268,16403,3109,2801,3279,4196,2546,7514
284,284,09,Freistaat Bayern,09564,Nürnberg,283429,135760,90333,27043,22557,5504,62159,11729,10467,12837,16326,9366,30584
285,285,09,Freistaat Bayern,09565,Schwabach,20235,6887,8542,2696,1826,284,4975,826,807,1023,1311,802,2620
286,286,09,Freistaat Bayern,09571,Ansbach,82686,19531,35923,18351,7016,1853,24179,3616,3589,4972,6650,3480,10562
287,287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,63584,16098,30452,10111,5654,1209,16625,2727,2883,3602,4128,2578,9162
288,288,09,Freistaat Bayern,09573,Fürth,57031,17081,25910,8436,4857,747,13940,2349,2408,2961,3416,2159,7883
289,289,09,Freistaat Bayern,09574,Nürnberger Land,81376,22338,38485,12330,6850,1280,19868,3087,3244,4200,5282,3072,11271
290,290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,46441,11400,21306,8838,3856,831,12153,1739,1885,2476,3391,1877,6140
291,291,09,Freistaat Bayern,09576,Roth,57869,13145,27546,10787,5283,1011,15872,2529,2483,3264,4126,2443,7843
292,292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,43465,11191,19343,8232,3803,896,12023,1838,1763,2391,3286,1885,5743
293,293,09,Freistaat Bayern,09661,Aschaffenburg,39112,19361,12218,3793,3396,344,8352,1464,1333,1772,2262,1318,4238
294,294,09,Freistaat Bayern,09662,Schweinfurt,28712,12686,9910,2849,2618,450,6480,1194,1056,1350,1744,962,3220
295,295,09,Freistaat Bayern,09663,Würzburg,77724,43463,21931,6214,4230,665,12106,2458,2118,2311,2834,1761,7546
296,296,09,Freistaat Bayern,09671,Aschaffenburg,86167,26664,39738,11485,7298,827,19126,3126,3119,3966,4921,3179,12347
297,297,09,Freistaat Bayern,09672,Bad Kissingen,50912,15761,23021,7664,3938,528,11406,1627,1755,2319,3096,1824,6551
298,298,09,Freistaat Bayern,09673,Rhön-Grabfeld,36585,8760,17320,6623,3103,779,9669,1425,1460,1991,2721,1461,4883
299,299,09,Freistaat Bayern,09674,Haßberge,39646,9623,19454,6776,3271,522,9785,1466,1552,2035,2579,1523,5539
300,300,09,Freistaat Bayern,09675,Kitzingen,42004,11131,18617,7310,4161,785,11723,1792,1812,2307,3217,1812,5562
301,301,09,Freistaat Bayern,09676,Miltenberg,62148,18338,28410,8789,5863,748,15151,2357,2428,3178,3909,2535,8763
302,302,09,Freistaat Bayern,09677,Main-Spessart,60371,15409,30295,9098,4831,738,13937,2147,2162,2894,3672,2222,9120
303,303,09,Freistaat Bayern,09678,Schweinfurt,53806,13764,25273,9184,4712,873,14085,2224,2304,2959,3647,2147,7488
304,304,09,Freistaat Bayern,09679,Würzburg,78278,22880,35860,11944,6599,995,19129,3085,3216,3945,4890,3063,10877
305,305,09,Freistaat Bayern,09761,Augsburg,163086,80289,48641,16489,12982,2793,36108,6788,5974,7144,9492,5545,17095
306,306,09,Freistaat Bayern,09762,Kaufbeuren,22308,8447,8690,2877,1971,298,5444,893,838,1076,1518,868,2763
307,307,09,Freistaat Bayern,09763,Kempten (Allgäu),36352,16576,11559,4057,3325,707,8214,1504,1266,1574,2269,1308,3897
308,308,09,Freistaat Bayern,09764,Memmingen,21713,7941,8135,3264,1973,375,5730,977,877,1153,1544,903,2676
309,309,09,Freistaat Bayern,09771,Aichach-Friedberg,60737,14139,27715,12359,5320,1101,17629,2912,2882,3760,4490,2683,8352
310,310,09,Freistaat Bayern,09772,Augsburg,117726,29673,56197,19969,9769,2016,31186,5047,5113,6527,8175,5075,16607
311,311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,42250,7491,20684,10125,3044,906,13027,1924,1956,2640,3553,1987,5795
312,312,09,Freistaat Bayern,09774,Günzburg,56792,12181,27471,11038,5118,984,15838,2342,2404,3268,4207,2473,7887
313,313,09,Freistaat Bayern,09775,Neu-Ulm,84299,25887,36857,12609,7315,1432,21201,3506,3357,4492,5498,3426,11228
314,314,09,Freistaat Bayern,09776,Lindau (Bodensee),42030,16872,15771,5017,3769,601,8678,1277,1318,1792,2457,1520,4467
315,315,09,Freistaat Bayern,09777,Ostallgäu,67288,19810,29210,12145,5036,1087,16480,2526,2556,3253,4667,2488,7926
316,316,09,Freistaat Bayern,09778,Unterallgäu,65444,14753,30319,14266,4828,1278,18415,2774,2817,3713,5127,2734,8303
317,317,09,Freistaat Bayern,09779,Donau-Ries,60024,13359,27313,13196,4966,1190,18126,2662,2754,3767,4922,2679,8064
318,318,09,Freistaat Bayern,09780,Oberallgäu,79393,31855,28417,10510,7020,1345,16961,2620,2660,3451,4900,2613,7955
319,319,10,Saarland,10041,Regionalverband Saarbrücken,177267,79379,56909,27541,10444,2226,38434,6367,6050,7795,9322,5894,17673
320,320,10,Saarland,10042,Landkreis Merzig-Wadern,48771,10934,24961,8700,2964,804,11215,1589,1655,2289,2986,1779,6775
321,321,10,Saarland,10043,Landkreis Neunkirchen,67553,23178,28607,11960,3137,671,14657,2174,2230,2763,3409,2207,8610
322,322,10,Saarland,10044,Landkreis Saarlouis,97767,30174,44800,16170,5222,1126,21112,3085,3376,4244,5275,3373,13129
323,323,10,Saarland,10045,Saarpfalz-Kreis,72798,22874,34576,11214,3303,723,14052,2039,2154,2823,3574,2208,10014
324,324,10,Saarland,10046,Landkreis St. Wendel,43853,12685,21363,7484,2104,217,8630,1033,1272,1741,2241,1289,6061
325,325,11,Berlin,11000,Berlin,1986224,988735,559872,211995,153462,51944,436586,84231,77886,94946,108911,59983,207267
326,326,12,Brandenburg,12051,Brandenburg an der Havel,40744,20281,13931,2861,3226,445,7229,1221,1258,1576,1764,1000,4411
327,327,12,Brandenburg,12052,Cottbus,57099,28799,16931,4861,4124,921,10286,1776,1774,2284,2535,1448,5636
328,328,12,Brandenburg,12053,Frankfurt (Oder),31125,14592,10090,3040,2712,603,6636,1017,1020,1439,1765,966,3355
329,329,12,Brandenburg,12054,Potsdam,93945,45392,26100,10159,8910,2679,22011,4049,3750,4930,5624,2911,9215
330,330,12,Brandenburg,12060,Barnim,89931,26576,43354,12087,6553,1325,19579,2986,3186,4482,5053,2929,12222
331,331,12,Brandenburg,12061,Dahme-Spreewald,82526,22948,40776,11526,5708,1279,17251,2796,2924,3761,4310,2534,11310
332,332,12,Brandenburg,12062,Elbe-Elster,52388,16247,26235,6041,3331,464,9290,1398,1439,1964,2510,1433,6789
333,333,12,Brandenburg,12063,Havelland,77608,21148,36452,12850,5995,985,19400,2777,3108,4278,4961,3075,10753
334,334,12,Brandenburg,12064,Märkisch-Oderland,95552,26456,48266,13087,6190,1396,19314,2891,3216,4370,4928,2918,13312
335,335,12,Brandenburg,12065,Oberhavel,104598,30582,51264,13990,7511,1188,22650,3285,3685,4935,5949,3762,14636
336,336,12,Brandenburg,12066,Oberspreewald-Lausitz,57902,21833,25316,5673,4487,593,10634,1592,1676,2332,2700,1518,6922
337,337,12,Brandenburg,12067,Oder-Spree,92946,31977,44227,9346,6042,1110,16424,2608,2655,3630,4167,2525,11827
338,338,12,Brandenburg,12068,Ostprignitz-Ruppin,52675,19417,24544,4853,3372,489,8673,1312,1428,1890,2282,1316,6609
339,339,12,Brandenburg,12069,Potsdam-Mittelmark,97616,22191,44756,20502,7914,1785,28079,3827,4264,6167,7513,4398,13093
340,340,12,Brandenburg,12070,Prignitz,45695,21115,20035,2865,1516,119,4328,627,678,909,1114,738,4755
341,341,12,Brandenburg,12071,Spree-Neiße,59138,20312,27760,6364,4140,562,10137,1439,1644,2217,2718,1448,7142
342,342,12,Brandenburg,12072,Teltow-Fläming,81480,24301,36158,13206,6538,1135,20037,3182,3233,4317,4960,2995,10692
343,343,12,Brandenburg,12073,Uckermark,64148,25822,27436,5654,4451,785,11038,1571,1764,2354,2978,1732,6989
344,344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",118445,60888,35530,11279,7195,2615,24115,4411,4159,5156,5916,3297,12638
345,345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",54032,27209,17656,4324,3912,931,10887,1852,1863,2358,2790,1633,6012
346,346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,136185,50511,60220,14365,8809,1819,25002,3612,4041,5454,6687,3889,15420
347,347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,104451,31223,47084,16921,7643,1580,23801,3447,3892,5291,6031,3398,12018
348,348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,122167,49410,52727,11843,6525,1593,19298,2799,3120,4421,5061,2916,13145
349,349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,81303,29028,36254,10040,5045,936,15566,2268,2474,3419,3947,2441,9264
350,350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,125417,46903,57371,11746,7637,1697,20354,3164,3300,4475,5267,3040,14026
351,351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,106080,31814,52258,13467,7125,1380,20062,2951,3261,4434,5094,3067,13471
352,352,14,Sachsen,14511,Chemnitz,144595,78577,40648,10768,10708,2032,25676,4716,4485,5499,6084,3707,13692
353,353,14,Sachsen,14521,Erzgebirgskreis,175251,71427,66065,19001,16625,2038,36633,5378,5908,8173,9804,5310,19294
354,354,14,Sachsen,14522,Mittelsachsen,156542,60111,61404,17925,14274,2263,31435,4651,5111,7095,8288,4594,16930
355,355,14,Sachsen,14523,Vogtlandkreis,123543,51068,51230,11642,8411,1072,20716,3075,3304,4553,5538,3141,13747
356,356,14,Sachsen,14524,Zwickau,170169,72152,64509,15966,14719,1646,33066,5073,5481,7231,8526,4943,19111
357,357,14,Sachsen,14612,Dresden,301992,148998,86105,30604,25390,7093,65608,12482,11982,14881,16269,8237,30716
358,358,14,Sachsen,14625,Bautzen,147805,50321,61191,20914,12799,2580,33735,4966,5549,7400,8788,4786,16612
359,359,14,Sachsen,14626,Görlitz,135404,51997,58609,13608,9277,1396,23219,3254,3732,5052,6436,3364,14089
360,360,14,Sachsen,14627,Meißen,124621,47216,50879,13416,11014,1640,25716,3772,4288,5750,6610,3942,14657
361,361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,123945,46662,48361,15355,11465,1998,27407,4097,4489,6130,7314,3936,13775
362,362,14,Sachsen,14713,Leipzig,330359,172942,88960,33021,24594,6993,67165,13390,12408,14428,15811,8014,32753
363,363,14,Sachsen,14729,Leipzig,129935,44902,56663,15412,11197,1608,27784,4215,4556,6105,7195,4221,16319
364,364,14,Sachsen,14730,Nordsachsen,101677,36531,44783,11044,8241,1053,20173,3131,3384,4452,5180,3055,12658
365,365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,45301,19947,18505,3525,2947,377,7413,1171,1181,1592,1827,1137,5107
366,366,15,Sachsen-Anhalt,15002,Halle (Saale),134918,70120,38100,12014,10449,2631,27221,4960,4570,5940,6901,3707,13349
367,367,15,Sachsen-Anhalt,15003,Magdeburg,132360,65994,39233,13731,10162,2188,27221,4941,4636,5845,6772,3642,13369
368,368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,39601,10296,19159,6110,3399,613,9045,1264,1476,1958,2370,1343,5191
369,369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,85908,31711,41030,7227,5039,710,12740,1875,2056,2734,3239,1997,10437
370,370,15,Sachsen-Anhalt,15083,Börde,84545,22692,44533,10310,6116,894,16477,2400,2767,3584,4348,2408,12340
371,371,15,Sachsen-Anhalt,15084,Burgenlandkreis,94794,36626,40161,9496,7354,1016,17452,2645,2830,3736,4625,2514,11194
372,372,15,Sachsen-Anhalt,15085,Harz,115893,44481,53461,9722,7458,762,17949,2583,2893,3889,4768,2964,14632
373,373,15,Sachsen-Anhalt,15086,Jerichower Land,43891,12397,21709,5881,3309,563,9111,1383,1567,1954,2191,1411,5838
374,374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,71176,21885,38594,6191,4075,431,10420,1438,1658,2302,2690,1727,8972
375,375,15,Sachsen-Anhalt,15088,Saalekreis,95354,30308,48334,9190,6536,684,16416,2472,2728,3613,4251,2508,12670
376,376,15,Sachsen-Anhalt,15089,Salzlandkreis,101055,35977,48964,8639,6719,756,16599,2473,2702,3547,4273,2629,12804
377,377,15,Sachsen-Anhalt,15090,Stendal,56596,18162,27098,6497,4076,713,10710,1527,1687,2370,2834,1673,6870
378,378,15,Sachsen-Anhalt,15091,Wittenberg,65236,20719,33743,6082,4158,534,10115,1453,1606,2164,2724,1582,8275
379,379,16,Thüringen,16051,Erfurt,115331,58092,29427,14098,9146,3222,26807,4759,4584,5800,6755,3571,10056
380,380,16,Thüringen,16052,Gera,53566,28990,13837,5919,3681,931,10514,1704,1708,2304,2727,1461,4625
381,381,16,Thüringen,16053,Jena,60446,30015,16909,6734,4989,1383,12778,2311,2273,2808,3180,1680,5733
382,382,16,Thüringen,16054,Suhl,20357,10393,6865,1886,997,201,3116,462,563,644,753,468,1978
383,383,16,Thüringen,16055,Weimar,34430,16226,10256,3821,3218,752,7884,1302,1303,1785,2106,1118,3323
384,384,16,Thüringen,16056,Eisenach,22770,11230,6311,2745,2143,341,5129,820,805,1058,1399,759,2123
385,385,16,Thüringen,16061,Eichsfeld,46169,14064,16622,10020,4350,1113,14342,2173,2266,3127,3653,1983,5186
386,386,16,Thüringen,16062,Nordhausen,44877,18142,18426,4743,2894,568,7908,1234,1365,1726,1989,1227,5081
387,387,16,Thüringen,16063,Wartburgkreis,59208,17466,26321,9413,4864,968,14026,2019,2414,3097,3554,1971,7630
388,388,16,Thüringen,16064,Unstrut-Hainich-Kreis,50884,16832,21742,7540,3937,833,11792,1816,1932,2552,3065,1721,6308
389,389,16,Thüringen,16065,Kyffhäuserkreis,38545,11842,19919,4220,2184,380,6459,955,1070,1409,1683,1019,4875
390,390,16,Thüringen,16066,Schmalkalden-Meiningen,63140,21556,28123,8282,3886,685,11769,1750,2060,2590,3023,1582,7732
391,391,16,Thüringen,16067,Gotha,69427,26968,26861,8835,5584,1129,15226,2354,2475,3270,3939,2308,7939
392,392,16,Thüringen,16068,Sömmerda,33526,9714,15356,5269,2555,632,8110,1208,1276,1752,2117,1179,4256
393,393,16,Thüringen,16069,Hildburghausen,29490,8065,12775,5362,2714,574,7633,1060,1155,1727,1990,938,3455
394,394,16,Thüringen,16070,Ilm-Kreis,59049,25935,21629,6605,3888,774,10868,1659,1853,2306,2806,1488,6298
395,395,16,Thüringen,16071,Weimarer Land,39565,12229,16937,6302,3194,734,9474,1341,1586,2163,2374,1298,4687
396,396,16,Thüringen,16072,Sonneberg,28998,10431,12389,3878,1899,331,5506,763,879,1140,1442,874,3534
397,397,16,Thüringen,16073,Saalfeld-Rudolstadt,56806,23337,22553,6558,3658,692,10132,1553,1659,2239,2434,1526,6329
398,398,16,Thüringen,16074,Saale-Holzland-Kreis,39887,12729,16264,6573,3542,761,9855,1458,1626,2174,2414,1451,4546
399,399,16,Thüringen,16075,Saale-Orla-Kreis,41143,14015,18458,5379,2723,568,7782,1133,1246,1722,2003,1120,4793
400,400,16,Thüringen,16076,Greiz,51205,19192,21603,6498,3345,567,9263,1187,1573,1965,2412,1386,5744
