ags5,date,ground_truth,pred,error
1001,2019-01-31,8.2,7.801404980349963,0.3985950196500365
1001,2019-02-28,7.8,8.052910422336133,0.25291042233613314
1001,2019-03-31,7.8,7.763520088034819,0.036479911965180634
1001,2019-04-30,7.6,7.634104494611557,0.03410449461155718
1001,2019-05-31,7.7,7.337495812637837,0.3625041873621635
1001,2019-06-30,7.7,7.483570135501985,0.21642986449801516
1001,2019-07-31,8.1,7.7990580986123605,0.3009419013876391
1001,2019-08-31,8.3,8.032377914162135,0.26762208583786595
1001,2019-09-30,8.3,7.988674725800371,0.3113252741996293
1001,2019-10-31,8.1,8.198369209634562,0.09836920963456208
1001,2019-11-30,8.0,8.093535186508264,0.09353518650826409
1001,2019-12-31,7.9,8.051281499561645,0.1512814995616445
1002,2019-01-31,7.9,7.795114096737255,0.10488590326274494
1002,2019-02-28,7.7,7.840649499265354,0.1406494992653542
1002,2019-03-31,7.8,7.617062663038562,0.1829373369614382
1002,2019-04-30,7.6,7.727579979538453,0.1275799795384538
1002,2019-05-31,7.7,7.364859743972005,0.33514025602799524
1002,2019-06-30,7.6,7.564964443562015,0.03503555643798428
1002,2019-07-31,7.8,7.822786971568518,0.022786971568518055
1002,2019-08-31,7.8,7.887887167543777,0.08788716754377734
1002,2019-09-30,7.4,7.539004751559832,0.13900475155983205
1002,2019-10-31,7.4,7.276299812869463,0.12370018713053721
1002,2019-11-30,7.2,7.292175917608781,0.09217591760878108
1002,2019-12-31,7.2,7.227349908724601,0.027349908724600525
1003,2019-01-31,7.8,7.713386806509254,0.08661319349074592
1003,2019-02-28,7.6,7.811730326068502,0.21173032606850217
1003,2019-03-31,7.5,7.496449684861119,0.003550315138880933
1003,2019-04-30,7.4,7.336765965660997,0.06323403433900321
1003,2019-05-31,7.3,7.1029932557604125,0.1970067442395873
1003,2019-06-30,7.1,7.189617482285022,0.0896174822850222
1003,2019-07-31,7.4,7.219807668503838,0.18019233149616198
1003,2019-08-31,7.3,7.454926008273026,0.15492600827302638
1003,2019-09-30,7.1,7.052712115766626,0.04728788423337349
1003,2019-10-31,7.0,7.036646280290633,0.03664628029063266
1003,2019-11-30,6.9,6.945566218259562,0.04556621825956153
1003,2019-12-31,6.9,6.9330817556198445,0.033081755619844166
1004,2019-01-31,8.3,8.226849017837447,0.073150982162554
1004,2019-02-28,8.2,8.301898974120068,0.10189897412006843
1004,2019-03-31,8.0,8.035720520602597,0.035720520602597006
1004,2019-04-30,7.9,7.893795729789213,0.006204270210787399
1004,2019-05-31,8.0,7.712748618582885,0.28725138141711515
1004,2019-06-30,7.9,7.8858898540720235,0.01411014592797688
1004,2019-07-31,8.0,7.999560791137489,0.0004392088625113644
1004,2019-08-31,7.9,8.028637680620806,0.12863768062080538
1004,2019-09-30,7.6,7.584401770652441,0.015598229347558501
1004,2019-10-31,7.7,7.504462138885522,0.19553786111447824
1004,2019-11-30,7.7,7.638737670259151,0.061262329740849
1004,2019-12-31,7.6,7.768096522154683,0.1680965221546833
1051,2019-01-31,6.4,6.428669536553506,0.02866953655350546
1051,2019-02-28,6.3,6.377360762351768,0.07736076235176803
1051,2019-03-31,6.0,6.007640931642481,0.007640931642480808
1051,2019-04-30,5.5,5.50044445081854,0.0004444508185397211
1051,2019-05-31,5.2,5.10378071179498,0.09621928820502035
1051,2019-06-30,5.0,5.097550935809374,0.09755093580937402
1051,2019-07-31,5.2,5.113909920121802,0.08609007987819783
1051,2019-08-31,5.3,5.261075949303585,0.0389240506964148
1051,2019-09-30,5.1,5.032239169828027,0.06776083017197276
1051,2019-10-31,5.1,5.009877003968612,0.09012299603138807
1051,2019-11-30,5.3,5.264390393343616,0.035609606656383797
1051,2019-12-31,5.6,5.671984471773999,0.07198447177399903
1053,2019-01-31,4.9,4.765772420580181,0.13422757941981978
1053,2019-02-28,5.0,4.91383430788624,0.08616569211376035
1053,2019-03-31,4.8,4.889095310006695,0.08909531000669535
1053,2019-04-30,4.6,4.707895494892768,0.10789549489276862
1053,2019-05-31,4.6,4.4457915344026455,0.15420846559735413
1053,2019-06-30,4.5,4.514008822306789,0.014008822306789348
1053,2019-07-31,4.8,4.627819350452591,0.17218064954740875
1053,2019-08-31,4.7,4.83746409893708,0.13746409893707945
1053,2019-09-30,4.6,4.51085269396986,0.08914730603013954
1053,2019-10-31,4.5,4.4581504412535855,0.041849558746414495
1053,2019-11-30,4.6,4.479346041880587,0.12065395811941304
1053,2019-12-31,4.7,4.570954233901113,0.12904576609888707
1054,2019-01-31,6.3,6.216546513034482,0.08345348696551813
1054,2019-02-28,6.3,6.341841367924132,0.041841367924131845
1054,2019-03-31,5.5,5.642966367903064,0.14296636790306394
1054,2019-04-30,4.5,4.554897326305719,0.05489732630571886
1054,2019-05-31,4.2,4.068139667526326,0.131860332473674
1054,2019-06-30,4.1,4.03424002736509,0.0657599726349094
1054,2019-07-31,4.3,4.1995074596102935,0.10049254038970634
1054,2019-08-31,4.1,4.380242497446822,0.2802424974468227
1054,2019-09-30,4.0,3.944592145372665,0.055407854627334885
1054,2019-10-31,4.0,3.945220695328754,0.05477930467124592
1054,2019-11-30,4.6,4.494043800507255,0.10595619949274493
1054,2019-12-31,5.2,5.166126181513912,0.0338738184860885
1055,2019-01-31,6.3,6.225714740350308,0.07428525964969168
1055,2019-02-28,6.2,6.301247667057867,0.10124766705786659
1055,2019-03-31,5.6,5.5165147113765265,0.08348528862347315
1055,2019-04-30,4.8,4.703525252459215,0.09647474754078456
1055,2019-05-31,4.5,4.420218810107488,0.07978118989251204
